ID,SNM,STYP,FND,RGN,USC,SCR_EST,RK_EST,YR,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
1,ICT폴리텍대학,전문대학,사립,경기,C그룹,69.18798132152523,126,2019,1.399999976158142,3000000,0,30.100000381469727,9207,8557.6,0.0,0,429.2999877929688,161,8006847894,0.0,0.5,268,79,1.600000023841858,2618640,8006847894,1.2000000476837158,378
2,가야대학교,대학,사립,경남,C그룹,67.87319897727009,252,2019,1.399999976158142,150000000,28267178000,76.4000015258789,207712,54375.4,30.799999237060547,32,3733.300048828125,822,32945677596,1.100000023841858,2.799999952316284,9656,803,1.0,147846695,32945677596,22.39999961853028,60988
3,가천대학교,대학,사립,경기,A그룹,69.17211897319274,128,2019,0.6000000238418579,2015000000,280273042000,52.400001525878906,1075137,90088.9,35.79999923706055,175,13083.5,3305,254703961398,0.6000000238418579,2.5999999046325684,68794,7696,1.0,1847452882,254703961398,44.20000076293945,907098
4,가톨릭관동대학교,대학,사립,강원,B그룹,67.24952189538816,339,2019,0.8999999761581421,792515000,111878469000,84.69999694824219,736598,93709.7,31.89999961853028,70,8226.0,1384,108232395282,0.5,2.5,28482,2412,1.0,815274799,108232395282,49.20000076293945,428272
5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,67.97695063213428,242,2019,3.299999952316284,50000000,7539543000,123.5999984741211,63883,183752.4,31.0,26,1727.0,132,10681131421,1.899999976158142,5.400000095367432,3357,405,1.899999976158142,95000000,10681131421,83.5999984741211,43240
6,가톨릭대학교,대학,사립,경기,A그룹,67.99861659000015,237,2019,1.7000000476837158,4112900000,260047098000,110.1999969482422,1151198,358103.6,31.700000762939453,202,17684.0,3187,229011807279,2.0999999046325684,8.800000190734863,140275,9847,2.5,3742182364,229011807279,117.9000015258789,1231695
7,가톨릭상지대학교,전문대학,사립,경북,C그룹,66.60881910902484,399,2019,1.7999999523162842,64500000,19091982559,59.5,109675,33806.0,59.29999923706055,38,3339.0,444,18626572441,1.100000023841858,5.5,17058,910,1.399999976158142,62338178,18626572441,63.29999923706055,116779
8,감리교신학대학교,대학,사립,서울,C그룹,66.02928574475403,425,2019,1.7000000476837158,150000000,16884162140,146.1999969482422,221370,99075.3,56.5,13,2542.0,402,17181267252,2.0,21.0,38116,1571,2.0,149999992,17181267252,60.0,90807
9,강남대학교,대학,사립,경기,B그룹,67.8215356501995,260,2019,0.800000011920929,511933000,84488900000,73.0999984741211,520881,47110.4,28.299999237060547,80,5555.0,1101,86067091932,1.2999999523162842,2.799999952316284,24450,3168,1.2000000476837158,335755724,86067091932,41.70000076293945,297446
10,강동대학교,전문대학,사립,충북,B그룹,68.7126387899501,166,2019,0.3000000119209289,110000000,33649682000,35.20000076293945,137678,27849.8,31.0,8,1055.0,350,36444745237,0.5,1.0,5445,404,0.5,108781252,36444745237,14.800000190734863,57911
11,강릉영동대학교,전문대학,사립,강원,B그룹,68.26287280559102,209,2019,0.8999999761581421,57240000,30453034050,32.5,92183,22430.2,58.5,16,2521.0,487,25827501889,0.4000000059604645,1.7000000476837158,5999,940,0.3000000119209289,63657034,25827501889,0.0,0
12,강서대학교,대학,사립,서울,C그룹,68.49533873155525,184,2019,0.5,101640000,14759407000,69.0,109172,58533.5,48.400001525878906,11,821.7999877929688,152,15554422167,1.2999999523162842,1.399999976158142,3433,369,1.2999999523162842,92599997,15554422167,4.099999904632568,6430
13,강원관광대학교,전문대학,사립,강원,C그룹,68.44941280848722,187,2019,0.8999999761581421,42000000,13302650000,39.70000076293945,46324,27184.1,30.0,21,1092.0,228,11978628459,0.8999999761581421,1.0,1290,163,0.8999999761581421,31750990,11978628459,23.39999961853028,27350
14,강원대학교,대학,국립,강원,A그룹,67.69817182159484,274,2019,1.2999999523162842,1671656000,219681468000,71.30000305175781,1609843,130508.6,74.80000305175781,336,28484.599609375,3733,278026506370,1.100000023841858,2.5,86580,10858,1.2999999523162842,2945709462,278026506370,98.8000030517578,2229920
15,강원도립대학교,전문대학,공립,강원,C그룹,67.72187272187686,271,2019,2.400000095367432,36500000,12740000000,81.80000305175781,58323,51101.0,45.0,10,1735.0,188,13039320910,1.399999976158142,4.400000095367432,5630,319,2.0999999046325684,36435000,13039320910,5.300000190734863,3748
16,개신대학원대학교,대학원대학,사립,서울,-,67.96935808771187,243,2019,1.2000000476837158,10000000,2155370000,137.8000030517578,24666,35316.1,32.0,8,221.5,40,1912887431,5.599999904632568,3.0,1459,117,5.599999904632568,6321583,1912887431,48.900001525878906,8760
