Year,ID,SchName,SchType,FoundType,Region,UnivScale,BookRes_TitleCount_DomBook,BookRes_TitleCount_ForBook,BookRes_TitleCount_TotalSum,BookRes_BookCount_DomBook,BookRes_BookCount_ForBook,BookRes_BookCount_TotalSum,ERes_EJournal_Package,ERes_WebDB_Package,ERes_SubEBook_TitleCount,ERes_ELearnVideo_Package,ERes_Total_Package,ERes_Total_TitleCount,Serials_Domestic,Serials_Foreign,Serials_Total,AnnualHoldChg_AnnualBookInc_Buy,AnnualHoldChg_AnnualBookInc_Donation,AnnualHoldChg_AnnualBookInc_Total,AnnualHoldChg_AnnualTitleInc,AnnualHoldChg_AnnualBookRm,BooksPerSt_BooksOwned,BooksPerSt_StCountPrev,BooksPerSt_BooksPerSt,HoldGrowRate_AnnualHoldBookCount,HoldGrowRate_BooksOwned,HoldGrowRate_HoldGrowRate
2017,126,대전가톨릭대학교,대학,사립,세종,C그룹,88001,34602,122603,103569,36836,140405,1,2,1621,0,3,1621,85,78,163,1980,719,2699,2630,0,140405,116,1210.4000244140625,2699,140405,2.0
2017,127,대전과학기술대학교,전문대학,사립,대전,B그룹,74323,98926,173249,164376,169551,333927,2,1,2798,0,3,2802,196,20,216,3275,1402,4677,2748,0,333927,4696,71.0999984741211,4677,333927,1.399999976158142
2017,128,대전대학교,대학,사립,대전,B그룹,346686,61185,407871,547666,105714,653380,6,15,36634,0,21,43552,501,30,531,33664,9688,43352,39790,0,653380,10612,61.59999847412109,43352,653380,7.099999904632568
2017,129,대전보건대학교,전문대학,사립,대전,A그룹,84810,10349,95159,147982,13213,161195,3,6,21977,0,9,22391,66,0,66,8653,713,9366,6377,0,161195,5901,27.299999237060547,9366,161195,6.199999809265137
2017,130,대전신학대학교,대학,사립,대전,C그룹,39670,9254,48924,64852,11640,76492,0,3,4338,0,3,4338,186,7,193,886,111,997,707,0,76492,282,271.20001220703125,997,76492,1.2999999523162842
2017,131,대진대학교,대학,사립,경기,B그룹,244510,85315,329825,488406,137501,625907,5,19,24027,0,24,24032,252,11,263,23399,6615,30014,19910,0,625907,8202,76.30000305175781,30014,625907,5.0
2017,132,대한신학대학원대학교,대학원대학,사립,경기,-,7405,1931,9336,13099,2699,15798,0,0,0,0,0,0,49,0,49,42,0,42,42,126,15798,327,48.29999923706055,42,15798,0.3000000119209289
2017,133,덕성여자대학교,대학,사립,서울,B그룹,354452,77351,431803,596051,132834,728885,13,20,12292,0,33,15100,765,105,870,20837,5341,26178,20908,1,728885,6284,116.0,26178,728885,3.700000047683716
2017,134,동강대학교,전문대학,사립,광주,B그룹,102866,8569,111435,148671,9974,158645,1,2,10837,0,3,11610,172,9,181,4615,471,5086,4612,0,158645,3350,47.400001525878906,5086,158645,3.299999952316284
2017,135,동국대학교,대학,사립,서울,A그룹,731689,171867,903556,1112622,240658,1353280,26,38,60004,0,64,60607,877,421,1298,37532,13957,51489,39300,4438,1353280,17358,78.0,51489,1353280,4.0
2017,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,441578,41428,483006,723391,68376,791767,13,12,36729,0,25,36753,1213,108,1321,11657,4015,15672,14577,4188,791767,8669,91.3000030517578,15672,791767,2.0
2017,137,동남보건대학교,전문대학,사립,경기,A그룹,67208,6440,73648,125267,7505,132772,0,4,12256,0,4,13365,45,0,45,9379,2313,11692,8402,0,132772,4892,27.100000381469727,11692,132772,9.699999809265137
2017,138,동덕여자대학교,대학,사립,서울,B그룹,195170,92545,287715,454794,126013,580807,10,30,61036,0,40,62481,288,256,544,17126,447,17573,10402,2477,580807,7397,78.5,17573,580807,3.0999999046325684
2017,139,동명대학교,대학,사립,부산,B그룹,310647,38409,349056,415711,44440,460151,3,2,15249,0,5,15249,86,7,93,34719,2949,37668,20555,0,460151,8709,52.79999923706055,37668,460151,8.899999618530273
2017,140,동방문화대학원대학교,대학원대학,사립,서울,-,18027,2084,20111,19186,3847,23033,4,0,852,0,4,852,15,0,15,1274,428,1702,1215,164,23033,223,103.3000030517578,1702,23033,8.0
2017,141,동부산대학교,전문대학,사립,부산,C그룹,105849,13014,118863,130240,13657,143897,0,1,3584,0,1,3596,173,0,173,2477,549,3026,2999,0,143897,2381,60.400001525878906,3026,143897,2.0999999046325684
2017,142,동서대학교,대학,사립,부산,B그룹,262243,105019,367262,541728,132760,674488,10,8,88081,0,18,88081,306,81,387,82250,58231,140481,71556,3781,674488,11432,59.0,140481,674488,26.299999237060547
2017,143,동서울대학교,전문대학,사립,경기,A그룹,94445,9027,103472,201004,10355,211359,2,2,11424,0,4,14452,83,0,83,6862,134,6996,3984,0,211359,5715,37.0,6996,211359,3.400000095367432
2017,144,동신대학교,대학,사립,전남,B그룹,440513,83695,524208,572242,99588,671830,6,13,25604,0,19,76421,356,41,397,11067,3064,14131,12865,0,671830,7627,88.0999984741211,14131,671830,2.0999999046325684
2017,145,동아대학교,대학,사립,부산,A그룹,530985,247792,778777,966890,356098,1322988,33,20,217167,0,53,217167,180,194,374,20277,6413,26690,20488,0,1322988,21958,60.29999923706055,26690,1322988,2.0999999046325684
2017,146,동아방송예술대학교,전문대학,사립,경기,B그룹,54959,11623,66582,74384,11883,86267,1,8,17230,0,9,17230,67,0,67,4118,3769,7887,5854,0,86267,3056,28.200000762939453,7887,86267,10.100000381469728
2017,147,동아보건대학교,전문대학,사립,전남,C그룹,34012,0,34012,42077,0,42077,1,1,2909,0,2,3371,43,0,43,1550,4900,6450,1801,0,42077,2006,21.0,6450,42077,18.100000381469727
2017,148,동양대학교,대학,사립,경북,C그룹,120167,47433,167600,233846,69455,303301,5,0,16983,0,5,17425,89,0,89,10701,3538,14239,7232,58,303301,4585,66.19999694824219,14239,303301,4.900000095367432
2017,149,동양미래대학교,전문대학,사립,서울,A그룹,162112,16952,179064,242939,22164,265103,5,4,16066,0,9,16854,180,30,210,6926,301,7227,6208,0,265103,5950,44.59999847412109,7227,265103,2.799999952316284
2017,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,151,동원과학기술대학교,전문대학,사립,경남,B그룹,49991,1895,51886,76844,2181,79025,1,0,1766,0,1,1766,85,0,85,1642,599,2241,1079,0,79025,2088,37.79999923706055,2241,79025,2.900000095367432
2017,152,동원대학교,전문대학,사립,경기,B그룹,79454,1998,81452,132991,2379,135370,0,1,11785,0,1,11985,82,0,82,5366,371,5737,4234,0,135370,3841,35.20000076293945,5737,135370,4.400000095367432
2017,153,동의과학대학교,전문대학,사립,부산,B그룹,89092,5989,95081,158252,7752,166004,3,2,10368,0,5,11057,183,18,201,5001,853,5854,3703,3368,166004,5465,30.399999618530277,5854,166004,3.700000047683716
2017,154,동의대학교,대학,사립,부산,A그룹,419501,149817,569318,891546,272634,1164180,11,12,10947,0,23,10947,573,31,604,16832,7176,24008,15423,0,1164180,16555,70.30000305175781,24008,1164180,2.0999999046325684
2017,155,두원공과대학교,전문대학,사립,경기,B그룹,58278,9365,67643,112132,10624,122756,1,1,505,0,2,520,155,51,206,3603,0,3603,1196,0,122756,5982,20.5,3603,122756,3.0
2017,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,1837,0,1837,9149,0,9149,1,0,9149,0,1,9149,0,0,0,0,0,0,0,0,9149,3813,2.400000095367432,0,9149,0.0
2017,157,루터대학교,대학,사립,경기,C그룹,20635,7868,28503,28586,10756,39342,3,4,2360,0,7,2360,82,15,97,1335,10,1345,1176,0,39342,449,87.5999984741211,1345,39342,3.5
2017,158,마산대학교,전문대학,사립,경남,A그룹,68658,1089,69747,138368,1339,139707,3,3,16493,0,6,66812,129,0,129,11885,0,11885,8468,0,139707,5875,23.799999237060547,11885,139707,9.300000190734863
2017,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,160,명지대학교,대학,사립,서울,A그룹,555874,222870,778744,1017168,291937,1309105,24,17,301352,0,41,359809,1475,104,1579,26831,17503,44334,42099,0,1309105,16153,81.0,44334,1309105,3.5
2017,161,명지전문대학,전문대학,사립,서울,A그룹,97803,11490,109293,191799,14465,206264,4,2,6578,0,6,7536,1972,22,1994,9727,662,10389,5203,0,206264,6986,29.5,10389,206264,5.300000190734863
2017,162,목원대학교,대학,사립,대전,B그룹,202830,159817,362647,380962,223998,604960,11,19,76194,0,30,78657,560,45,605,53645,5586,59231,52317,68,604960,9185,65.9000015258789,59231,604960,10.899999618530272
2017,163,목포가톨릭대학교,대학,사립,전남,C그룹,32020,3443,35463,41480,3519,44999,3,4,8216,0,7,58493,27,5,32,1411,118,1529,1355,0,44999,570,78.9000015258789,1529,44999,3.5
2017,164,목포과학대학교,전문대학,사립,전남,B그룹,50407,4436,54843,55917,5644,61561,0,1,2752,0,1,2826,29,0,29,2877,0,2877,1592,0,61561,2504,24.600000381469727,2877,61561,4.900000095367432
2017,165,문경대학교,전문대학,사립,경북,C그룹,28493,187,28680,39461,210,39671,2,0,1962,0,2,1962,116,0,116,987,196,1183,849,850,39671,864,45.900001525878906,1183,39671,3.0999999046325684
2017,166,배재대학교,대학,사립,대전,B그룹,188112,103513,291625,425375,153688,579063,8,12,67092,0,20,68354,315,129,444,25300,44953,70253,56461,20,579063,9896,58.5,70253,579063,13.800000190734863
2017,167,배화여자대학교,전문대학,사립,서울,B그룹,70211,5754,75965,139673,7163,146836,2,0,3759,0,2,3759,81,18,99,2596,757,3353,1860,1085,146836,3130,46.900001525878906,3353,146836,2.299999952316284
2017,168,백석대학교,대학,사립,충남,A그룹,326856,164328,491184,691405,198163,889568,6,12,182574,0,18,202669,237,95,332,24088,5708,29796,26821,0,889568,14788,60.20000076293945,29796,889568,3.5
2017,169,백석문화대학교,전문대학,사립,충남,A그룹,83076,14602,97678,162164,19853,182017,5,2,3451,0,7,8702,18,0,18,2325,585,2910,2428,0,182017,5873,31.0,2910,182017,1.600000023841858
2017,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,171,백제예술대학교,전문대학,사립,전북,C그룹,28612,1298,29910,38407,2228,40635,0,0,504,0,0,504,34,0,34,2288,378,2666,2666,0,40635,1754,23.200000762939453,2666,40635,7.0
2017,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,17554,169,17723,36726,202,36928,0,0,0,0,0,0,29,14,43,595,0,595,379,0,36928,87,424.5,595,36928,1.600000023841858
2017,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,174,부산가톨릭대학교,대학,사립,부산,C그룹,170117,105880,275997,251039,115173,366212,7,15,81745,0,22,82135,536,48,584,34533,44319,78852,76582,0,366212,4209,87.0,78852,366212,27.399999618530277
2017,175,부산경상대학교,전문대학,사립,부산,B그룹,85045,2188,87233,94205,2323,96528,0,0,5735,0,0,5735,182,0,182,1829,213,2042,1505,0,96528,3087,31.299999237060547,2042,96528,2.200000047683716
2017,176,부산과학기술대학교,전문대학,사립,부산,B그룹,101351,4704,106055,140431,5216,145647,1,1,9271,0,2,9271,120,0,120,4705,0,4705,3888,0,145647,4357,33.400001525878906,4705,145647,3.299999952316284
2017,177,부산교육대학교,대학,국립,부산,C그룹,155597,16646,172243,278098,19548,297646,6,10,44161,0,16,44237,543,33,576,10621,893,11514,5137,0,297646,2546,116.9000015258789,11514,297646,4.0
2017,178,부산대학교,대학,국립,부산,A그룹,770406,366495,1136901,1644603,686444,2331047,38,42,157597,0,80,158317,1120,1324,2444,51979,35885,87864,47632,0,2331047,29618,78.69999694824219,87864,2331047,3.900000095367432
2017,179,부산디지털대학교,대학,사립,부산,C그룹,2620,0,2620,2620,0,2620,1,0,656,0,1,656,0,0,0,81,1964,2045,2045,0,2620,2412,1.100000023841858,2045,2620,355.70001220703125
2017,180,부산보건대학교,전문대학,사립,부산,B그룹,64401,10704,75105,84031,14975,99006,1,4,26920,0,5,34645,239,2,241,9937,1390,11327,10895,0,99006,3472,28.5,11327,99006,12.899999618530272
2017,181,부산여자대학교,전문대학,사립,부산,C그룹,118314,1403,119717,149607,1468,151075,3,1,691,0,4,691,112,11,123,3239,166,3405,3245,0,151075,3056,49.400001525878906,3405,151075,2.299999952316284
2017,182,부산예술대학교,전문대학,사립,부산,C그룹,4186,0,4186,8250,0,8250,0,0,0,0,0,0,0,0,0,252,0,252,135,0,8250,862,9.600000381469728,252,8250,3.200000047683716
2017,183,부산외국어대학교,대학,사립,부산,B그룹,256065,168151,424216,491619,254775,746394,6,17,49374,0,23,118584,621,77,698,23150,2776,25926,21743,709,746394,9538,78.30000305175781,25926,746394,3.5999999046325684
2017,184,부산장신대학교,대학,사립,경남,C그룹,38068,4807,42875,58104,6202,64306,2,0,0,0,2,0,84,13,97,1080,962,2042,1247,0,64306,512,125.5999984741211,2042,64306,3.299999952316284
2017,185,부천대학교,전문대학,사립,경기,A그룹,148662,21223,169885,243088,26218,269306,2,4,33594,0,6,33778,121,15,136,11410,23626,35036,23551,0,269306,7669,35.099998474121094,35036,269306,15.0
2017,186,삼육대학교,대학,사립,서울,B그룹,186234,56943,243177,298671,87713,386384,6,18,17199,0,24,17584,121,144,265,19247,36114,55361,23654,26,386384,6006,64.30000305175781,55361,386384,16.700000762939453
2017,187,삼육보건대학교,전문대학,사립,서울,C그룹,38857,1712,40569,52077,2234,54311,1,2,2377,0,3,2377,155,6,161,2099,560,2659,2609,2402,54311,1356,40.09999847412109,2659,54311,5.099999904632568
2017,188,상명대학교,대학,사립,서울,A그룹,525371,189131,714502,980852,280741,1261593,13,28,114903,0,41,118685,368,198,566,22959,4124,27083,19430,34410,1261593,14952,84.4000015258789,27083,1261593,2.200000047683716
2017,189,상지대학교,대학,사립,강원,B그룹,223395,24870,248265,536007,46790,582797,7,4,5375,0,11,5449,280,0,280,2315,1435,3750,2009,0,582797,7620,76.5,3750,582797,0.6000000238418579
2017,190,상지영서대학교,전문대학,사립,강원,B그룹,56946,3886,60832,115245,4876,120121,0,0,7568,0,0,7568,24,1,25,3094,0,3094,2692,0,120121,2854,42.09999847412109,3094,120121,2.5999999046325684
2017,191,서강대학교,대학,사립,서울,A그룹,368905,427007,795912,663059,563863,1226922,38,47,54582,0,85,54595,366,222,588,34169,3792,37961,23761,0,1226922,11174,109.8000030517578,37961,1226922,3.200000047683716
2017,192,서경대학교,대학,사립,서울,B그룹,224151,41333,265484,425356,59665,485021,4,1,17136,0,5,24395,522,112,634,22937,1805,24742,23508,0,485021,7190,67.5,24742,485021,5.400000095367432
2017,193,서남대학교,대학,사립,전북,C그룹,109266,6353,115619,173894,8467,182361,1,3,4200,0,4,62089,28,0,28,0,117,117,102,0,182361,1758,103.6999969482422,117,182361,0.1000000014901161
2017,194,서라벌대학교,전문대학,사립,경북,C그룹,30059,4148,34207,104130,16522,120652,1,2,1298,0,3,1298,77,0,77,1017,143,1160,652,0,120652,872,138.39999389648438,1160,120652,1.0
2017,195,서영대학교,전문대학,사립,광주,A그룹,47169,5937,53106,68272,8809,77081,2,2,86,0,4,8738,132,91,223,1356,15,1371,1037,0,77081,5094,15.100000381469728,1371,77081,1.7999999523162842
2017,196,서울과학기술대학교,대학,국립,서울,A그룹,262210,103452,365662,573158,120433,693591,18,15,13012,0,33,17219,362,101,463,25936,923,26859,15285,28312,693591,12407,55.900001525878906,26859,693591,4.0
2017,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,1654,243,1897,2399,322,2721,3,1,0,0,4,0,4,0,4,0,0,0,0,0,2721,368,7.400000095367432,0,2721,0.0
2017,198,서울교육대학교,대학,국립,서울,C그룹,150757,23413,174170,263672,32276,295948,9,7,4474,0,16,4475,127,27,154,6263,1242,7505,6941,0,295948,2996,98.8000030517578,7505,295948,2.5999999046325684
2017,199,서울기독대학교,대학,사립,서울,C그룹,29545,11266,40811,40468,14246,54714,4,7,8442,0,11,8442,47,2,49,1338,255,1593,1479,14,54714,761,71.9000015258789,1593,54714,3.0
2017,200,서울대학교,대학,국립,서울,A그룹,553153,1046848,1600001,2351829,2676453,5028282,88,186,718739,0,274,718946,2292,2197,4489,36263,15562,51825,46214,40,5028282,28630,175.60000610351562,51825,5028282,1.0
2017,201,서울디지털대학교,대학,사립,서울,A그룹,9887,0,9887,28370,0,28370,0,0,27344,0,0,27344,0,0,0,0,0,0,0,0,28370,10833,2.5999999046325684,0,28370,0.0
2017,202,서울미디어대학원대학교,대학원대학,사립,서울,-,2989,1185,4174,3335,1305,4640,0,8,0,0,8,0,14,1,15,150,171,321,321,0,4640,104,44.59999847412109,321,4640,7.400000095367432
2017,203,서울벤처대학원대학교,대학원대학,사립,서울,-,230,390,620,2154,1146,3300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,256,12.899999618530272,0,3300,0.0
2017,204,서울불교대학원대학교,대학원대학,사립,서울,-,7677,1390,9067,8081,1390,9471,2,1,0,0,3,0,2,0,2,331,0,331,283,0,9471,172,55.09999847412109,331,9471,3.5999999046325684
2017,205,서울사이버대학교,대학,사립,서울,A그룹,2036,10325,12361,7933,50975,58908,0,3,53011,0,3,53011,0,0,0,810,50300,51110,10267,0,58908,11143,5.300000190734863,51110,58908,655.4000244140625
2017,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,5799,0,5799,5978,0,5978,0,0,0,0,0,0,0,0,0,10,419,429,415,0,5978,96,62.29999923706055,429,5978,7.699999809265137
2017,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,7000,363,7363,8640,458,9098,2,1,0,0,3,0,25,0,25,489,350,839,798,0,9098,97,93.8000030517578,839,9098,10.199999809265137
2017,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,16066,2385,18451,20014,3061,23075,0,4,5991,0,4,56268,64,0,64,172,1072,1244,983,159,23075,86,268.29998779296875,1244,23075,5.699999809265137
2017,209,서울시립대학교,대학,공립,서울,A그룹,392788,156502,549290,756676,272527,1029203,27,47,171514,0,74,172188,641,338,979,18050,1240,19290,16846,0,1029203,11793,87.30000305175781,19290,1029203,1.899999976158142
2017,210,서울신학대학교,대학,사립,경기,C그룹,116022,110040,226062,220686,137285,357971,4,9,52222,0,13,52227,86,47,133,3966,2816,6782,5118,0,357971,3170,112.9000015258789,6782,357971,1.899999976158142
2017,211,서울여자간호대학교,전문대학,사립,서울,C그룹,21789,1642,23431,31352,1931,33283,2,2,494,0,4,494,41,5,46,1314,1376,2690,1542,429,33283,966,34.5,2690,33283,8.800000190734863
2017,212,서울여자대학교,대학,사립,서울,B그룹,411693,134438,546131,585515,166400,751915,22,27,55813,0,49,57287,808,158,966,15849,3482,19331,15803,43,751915,8058,93.3000030517578,19331,751915,2.5999999046325684
2017,213,서울예술대학교,전문대학,사립,경기,B그룹,63363,10104,73467,80773,10713,91486,1,15,4725,0,16,23906,79,32,111,5207,177,5384,3313,1348,91486,3136,29.200000762939453,5384,91486,6.300000190734863
2017,214,서울외국어대학원대학교,대학원대학,사립,서울,-,1832,661,2493,2582,706,3288,0,0,0,0,0,0,21,0,21,0,145,145,139,0,3288,155,21.200000762939453,145,3288,4.599999904632568
2017,215,서울장신대학교,대학,사립,경기,C그룹,63134,7277,70411,84167,9288,93455,3,3,5124,0,6,5175,223,2,225,1991,719,2710,1257,0,93455,852,109.6999969482422,2710,93455,3.0
2017,216,서울한영대학교,대학,사립,서울,C그룹,45353,32429,77782,75033,48354,123387,4,5,2623,0,9,2623,200,15,215,2400,1922,4322,3049,0,123387,1090,113.1999969482422,4322,123387,3.5999999046325684
2017,217,서원대학교,대학,사립,충북,B그룹,280578,73649,354227,554054,108157,662211,6,11,35485,0,17,85834,489,23,512,24495,3857,28352,23580,4196,662211,7493,88.4000015258789,28352,662211,4.5
2017,218,서일대학교,전문대학,사립,서울,A그룹,99916,14213,114129,164439,16205,180644,4,6,10212,0,10,11809,115,25,140,6311,0,6311,4939,0,180644,6524,27.700000762939453,6311,180644,3.5999999046325684
2017,219,서정대학교,전문대학,사립,경기,A그룹,30976,9495,40471,52801,12624,65425,0,1,25526,0,1,25958,36,5,41,2027,8500,10527,9149,0,65425,4488,14.600000381469728,10527,65425,19.200000762939453
2017,220,서해대학,전문대학,사립,전북,C그룹,44101,1032,45133,57212,1346,58558,0,0,1009,0,0,1009,31,0,31,1092,0,1092,860,0,58558,1247,47.0,1092,58558,1.899999976158142
2017,221,선교청대학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,222,선린대학교,전문대학,사립,경북,C그룹,44982,2551,47533,72568,3271,75839,3,1,8723,0,4,8723,63,3,66,4669,63,4732,3456,0,75839,2606,29.100000381469727,4732,75839,6.699999809265137
2017,223,선문대학교,대학,사립,충남,B그룹,278575,101381,379956,495988,131723,627711,11,15,25226,0,26,38860,688,115,803,21287,15519,36806,29011,0,627711,10054,62.400001525878906,36806,627711,6.199999809265137
2017,224,선학유피대학원대학교,대학원대학,사립,경기,-,30441,8578,39019,34019,9956,43975,0,1,5000,0,1,5000,48,5,53,345,479,824,725,0,43975,75,586.2999877929688,824,43975,1.899999976158142
2017,225,성결대학교,대학,사립,경기,B그룹,218414,73236,291650,394085,91663,485748,7,10,20944,0,17,21468,260,142,402,10341,194,10535,7252,0,485748,6054,80.19999694824219,10535,485748,2.200000047683716
2017,226,성공회대학교,대학,사립,서울,C그룹,119561,69573,189134,156519,89225,245744,12,12,22858,0,24,77575,119,45,164,4170,1330,5500,4424,0,245744,2516,97.6999969482422,5500,245744,2.299999952316284
2017,227,성균관대학교,대학,사립,서울,A그룹,644825,458848,1103673,1224184,729630,1953814,85,104,296420,0,189,297348,657,519,1176,72622,8269,80891,45790,88,1953814,26654,73.30000305175781,80891,1953814,4.300000190734863
2017,228,성산효대학원대학교,대학원대학,사립,인천,-,17616,5469,23085,20105,5469,25574,1,0,0,0,1,0,33,1,34,277,637,914,822,0,25574,236,108.4000015258789,914,25574,3.700000047683716
2017,229,성서침례대학원대학교,대학원대학,사립,경기,-,15962,5987,21949,16241,6031,22272,0,0,0,0,0,0,55,14,69,123,488,611,611,0,22272,49,454.5,611,22272,2.799999952316284
2017,230,성신여자대학교,대학,사립,서울,A그룹,335080,164169,499249,679910,208256,888166,12,14,41364,0,26,97947,322,274,596,17642,2574,20216,13628,8179,888166,10445,85.0,20216,888166,2.299999952316284
2017,231,성운대학교,전문대학,사립,경북,C그룹,17486,85,17571,25458,85,25543,0,0,0,0,0,0,33,0,33,2382,318,2700,1504,0,25543,1364,18.700000762939453,2700,25543,11.800000190734863
2017,232,성화대학,전문대학,사립,전남,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,233,세경대학교,전문대학,사립,강원,C그룹,38952,1454,40406,40624,1454,42078,0,3,3722,0,3,3722,62,0,62,1019,97,1116,1116,0,42078,941,44.70000076293945,1116,42078,2.700000047683716
2017,234,세계사이버대학,기타,기타,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,235,세명대학교,대학,사립,충북,B그룹,234090,69582,303672,503665,114160,617825,1,19,22591,0,20,24202,173,23,196,18799,1618,20417,15723,0,617825,8347,74.0,20417,617825,3.400000095367432
2017,236,세종대학교,대학,사립,서울,A그룹,347191,166862,514053,613902,297433,911335,25,23,38653,0,48,41131,200,87,287,2969,2439,5408,3921,0,911335,13968,65.19999694824219,5408,911335,0.6000000238418579
2017,237,세한대학교,대학,사립,충남,C그룹,128001,46389,174390,227781,67463,295244,4,2,17930,0,6,18771,147,6,153,12713,806,13519,9761,0,295244,4261,69.30000305175781,13519,295244,4.800000190734863
2017,238,송곡대학교,전문대학,사립,강원,C그룹,9125,29,9154,10566,83,10649,2,0,874,0,2,874,13,0,13,588,0,588,511,4135,10649,751,14.199999809265137,588,10649,5.800000190734863
2017,239,송원대학교,대학,사립,광주,C그룹,94811,11634,106445,231871,19173,251044,2,4,11834,0,6,11834,96,0,96,52526,5292,57818,15137,0,251044,2587,97.0,57818,251044,29.899999618530277
2017,240,송호대학교,전문대학,사립,강원,C그룹,28337,1609,29946,39213,2244,41457,0,1,2072,0,1,2072,62,0,62,2073,30,2103,2005,164,41457,1007,41.20000076293945,2103,41457,5.300000190734863
2017,241,수도국제대학원대학교,대학원대학,사립,서울,-,16077,2417,18494,20082,3866,23948,0,0,0,0,0,0,34,0,34,51,309,360,264,0,23948,303,79.0,360,23948,1.5
2017,242,수성대학교,전문대학,사립,대구,B그룹,62995,2679,65674,106456,3601,110057,0,0,1990,0,0,3827,85,0,85,5479,2636,8115,4427,0,110057,3715,29.600000381469727,8115,110057,8.0
2017,243,수원가톨릭대학교,대학,사립,경기,C그룹,55908,24310,80218,89807,37946,127753,4,4,6318,0,8,6318,161,136,297,1907,1990,3897,3271,0,127753,197,648.5,3897,127753,3.0999999046325684
2017,244,수원과학대학교,전문대학,사립,경기,B그룹,103228,7755,110983,196163,10238,206401,1,2,17524,0,3,17686,121,3,124,6753,520,7273,5326,0,206401,6214,33.20000076293945,7273,206401,3.700000047683716
2017,245,수원대학교,대학,사립,경기,B그룹,263296,102850,366146,635594,244038,879632,9,16,41281,0,25,41607,223,20,243,5633,24917,30550,23470,0,879632,10917,80.5999984741211,30550,879632,3.5999999046325684
2017,246,수원여자대학교,전문대학,사립,경기,B그룹,65124,5424,70548,141436,11085,152521,1,2,4018,0,3,5028,31,0,31,4675,0,4675,2752,2075,152521,4466,34.20000076293945,4675,152521,3.200000047683716
2017,247,숙명여자대학교,대학,사립,서울,A그룹,369106,182664,551770,871871,275753,1147624,28,38,71285,0,66,72801,598,304,902,30808,4034,34842,21089,1128,1147624,12820,89.5,34842,1147624,3.0999999046325684
2017,248,순복음대학원대학교,대학원대학,사립,서울,-,16673,168,16841,27917,168,28085,0,0,0,0,0,0,10,0,10,0,779,779,469,0,28085,146,192.3999938964844,779,28085,2.900000095367432
2017,249,순복음총회신학교,대학,사립,충북,C그룹,13446,0,13446,24867,0,24867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24867,345,72.0999984741211,0,24867,0.0
2017,250,순천제일대학교,전문대학,사립,전남,B그룹,66287,1075,67362,98432,1193,99625,3,1,1737,0,4,1737,48,0,48,2947,337,3284,2828,0,99625,2576,38.70000076293945,3284,99625,3.400000095367432
2017,251,순천향대학교,대학,사립,충남,A그룹,321908,172891,494799,547095,217461,764556,40,19,89626,0,59,151439,199,59,258,18162,62882,81044,73734,0,764556,11771,65.0,81044,764556,11.899999618530272
2017,252,숭실대학교,대학,사립,서울,A그룹,377938,139802,517740,618650,234974,853624,26,29,234853,0,55,239036,202,142,344,70567,3434,74001,28204,0,853624,15399,55.400001525878906,74001,853624,9.5
2017,253,숭실사이버대학교,대학,사립,서울,B그룹,2203,0,2203,2203,0,2203,0,0,2203,0,0,2203,0,0,0,0,0,0,0,0,2203,5239,0.4000000059604645,0,2203,0.0
2017,254,숭의여자대학교,전문대학,사립,서울,B그룹,105660,19176,124836,152446,20936,173382,2,0,6267,0,2,9528,55,12,67,2898,173,3071,2200,0,173382,3509,49.400001525878906,3071,173382,1.7999999523162842
2017,255,신경주대학교,대학,사립,경북,C그룹,191837,39316,231153,326315,64262,390577,4,1,8701,0,5,27293,156,0,156,6560,1215,7775,7472,0,390577,2326,167.89999389648438,7775,390577,2.0
2017,256,신구대학교,전문대학,사립,경기,A그룹,102360,8306,110666,154220,9419,163639,2,0,11414,0,2,15329,94,47,141,6211,611,6822,4536,0,163639,6761,24.200000762939453,6822,163639,4.400000095367432
