Year,ID,SchName,SchType,FoundType,Region,UnivScale,Facility_LibAreaSqm,Facility_ReadSeat_TotSeats,Facility_Equip_InfoPCs,AreaPerSt_Area,AreaPerSt_StCountCurr,AreaPerSt_AreaPerSt
2020,258,신성대학교,전문대학,사립,충남,B그룹,3762.0,1131,50,3762.0,3678,1.0
2020,259,신안산대학교,전문대학,사립,경기,B그룹,2518.699951171875,476,62,2518.699951171875,4071,0.6000000238418579
2020,260,신한대학교,대학,사립,경기,B그룹,8062.89990234375,1618,91,8062.89990234375,6754,1.2000000476837158
2020,261,신흥대학교,전문대학,사립,경기,A그룹,0.0,0,0,0.0,0,0.0
2020,262,실천신학대학원대학교,대학원대학,사립,경기,-,117.0,16,1,117.0,53,2.200000047683716
2020,263,아신대학교,대학,사립,경기,C그룹,2061.0,443,17,2061.0,1197,1.7000000476837158
2020,264,아주대학교,대학,사립,경기,A그룹,16375.7998046875,2767,74,16375.7998046875,13356,1.2000000476837158
2020,265,아주자동차대학교,전문대학,사립,충남,C그룹,558.0,153,6,558.0,910,0.6000000238418579
2020,266,안동과학대학교,전문대학,사립,경북,B그룹,5885.7001953125,654,56,5885.7001953125,2612,2.299999952316284
2020,267,안산대학교,전문대학,사립,경기,A그룹,4870.60009765625,798,71,4870.60009765625,4550,1.100000023841858
2020,268,안양대학교,대학,사립,경기,B그룹,5334.89990234375,1277,66,5334.89990234375,5329,1.0
2020,269,에스라성경대학원대학교,대학원대학,사립,경기,-,135.0,100,2,135.0,73,1.7999999523162842
2020,270,여주대학교,전문대학,사립,경기,B그룹,6494.10009765625,935,40,6494.10009765625,5357,1.2000000476837158
2020,271,연성대학교,전문대학,사립,경기,A그룹,3047.0,494,72,3047.0,6030,0.5
2020,272,연세대학교,대학,사립,서울,A그룹,68830.0,7339,841,68830.0,30267,2.299999952316284
2020,273,연세대학교(미래),대학,사립,강원,B그룹,10486.0,1866,281,10486.0,8289,1.2999999523162842
2020,274,연암공과대학교,전문대학,사립,경남,C그룹,1533.0,324,14,1533.0,1207,1.2999999523162842
2020,275,연암대학교,전문대학,사립,충남,C그룹,1828.0,235,22,1828.0,1105,1.7000000476837158
2020,276,영남대학교,대학,사립,경북,A그룹,35460.1015625,3905,246,35460.1015625,22831,1.600000023841858
2020,277,영남사이버대학교,대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2020,278,영남신학대학교,대학,사립,경북,C그룹,3914.0,502,36,3914.0,777,5.0
2020,279,영남외국어대학,전문대학,사립,경북,C그룹,906.0,147,12,906.0,503,1.7999999523162842
2020,280,영남이공대학교,전문대학,사립,대구,A그룹,3904.199951171875,616,66,3904.199951171875,5911,0.699999988079071
2020,281,영산대학교,대학,사립,경남,B그룹,7856.89990234375,1093,138,7856.89990234375,7225,1.100000023841858
2020,282,영산선학대학교,대학,사립,전남,C그룹,416.0,18,1,416.0,29,14.300000190734863
2020,283,영진전문대학교,전문대학,사립,대구,A그룹,4713.0,1221,99,4713.0,7988,0.6000000238418579
2020,284,예명대학원대학교,대학원대학,사립,서울,-,309.0,50,4,309.0,240,1.2999999523162842
2020,285,예수대학교,대학,사립,전북,C그룹,1076.0,240,16,1076.0,559,1.899999976158142
2020,286,예원예술대학교,대학,사립,전북,C그룹,946.0,200,12,946.0,2341,0.4000000059604645
2020,287,오산대학교,전문대학,사립,경기,A그룹,2685.0,579,80,2685.0,5158,0.5
2020,288,온석대학원대학교,대학원대학,사립,경기,-,199.0,24,3,199.0,162,1.2000000476837158
2020,289,용인대학교,대학,사립,경기,B그룹,7677.7001953125,863,154,7677.7001953125,6874,1.100000023841858
2020,290,용인예술과학대학교,전문대학,사립,경기,B그룹,3124.0,670,45,3124.0,3902,0.800000011920929
2020,291,우석대학교,대학,사립,전북,B그룹,16996.400390625,1787,97,16996.400390625,8492,2.0
2020,292,우송공업대학,전문대학,사립,대전,B그룹,0.0,0,0,0.0,0,0.0
2020,293,우송대학교,대학,사립,대전,A그룹,20454.0,1037,97,20454.0,10357,2.0
2020,294,우송정보대학,전문대학,사립,대전,B그룹,1453.0,312,30,1453.0,4557,0.3000000119209289
2020,295,울산과학기술원,대학,국립,울산,C그룹,10657.0,1017,70,10657.0,3953,2.700000047683716
2020,296,울산과학대학교,전문대학,사립,울산,A그룹,4895.0,1475,14,4895.0,5719,0.8999999761581421
2020,297,울산대학교,대학,사립,울산,A그룹,22111.69921875,3265,150,22111.69921875,14081,1.600000023841858
2020,298,웅지세무대학교,전문대학,사립,경기,C그룹,2818.0,654,0,2818.0,1103,2.5999999046325684
2020,299,원광대학교,대학,사립,전북,A그룹,20566.30078125,3303,150,20566.30078125,16431,1.2999999523162842
2020,300,원광보건대학교,전문대학,사립,전북,B그룹,2016.0,457,3,2016.0,4593,0.4000000059604645
2020,301,원불교대학원대학교,대학원대학,사립,전북,-,379.0,42,2,379.0,46,8.199999809265137
2020,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,1303.0,102,5,1303.0,458,2.799999952316284
2020,303,위덕대학교,대학,사립,경북,C그룹,5933.0,908,30,5933.0,3260,1.7999999523162842
2020,304,유원대학교,대학,사립,충북,C그룹,3061.0,700,52,3061.0,3739,0.800000011920929
2020,305,유한대학교,전문대학,사립,경기,A그룹,3885.0,718,62,3885.0,4856,0.800000011920929
2020,306,육군사관학교,기타,기타,서울,-,6600.0,531,21,6600.0,0,0.0
2020,307,을지대학교,대학,사립,대전,B그룹,6815.5,1601,91,6815.5,4938,1.399999976158142
2020,308,이화여자대학교,대학,사립,서울,A그룹,22120.0,3788,387,22120.0,21050,1.100000023841858
2020,309,인덕대학교,전문대학,사립,서울,A그룹,4164.0,719,11,4164.0,6382,0.699999988079071
2020,310,인제대학교,대학,사립,경남,B그룹,13896.2001953125,2269,174,13896.2001953125,10384,1.2999999523162842
2020,311,인제대학원대학교,대학원대학,사립,서울,-,0.0,0,0,0.0,0,0.0
2020,312,인천가톨릭대학교,대학,사립,인천,C그룹,3260.0,243,19,3260.0,807,4.0
2020,313,인천대학교,대학,국립,인천,A그룹,14219.0,2000,181,14219.0,13210,1.100000023841858
2020,314,인천전문대학,전문대학,공립,인천,A그룹,0.0,0,0,0.0,0,0.0
2020,315,인하공업전문대학,전문대학,사립,인천,A그룹,2424.0,499,80,2424.0,6886,0.4000000059604645
2020,316,인하대학교,대학,사립,인천,A그룹,27123.0,4061,300,27123.0,20240,1.2999999523162842
2020,317,장로회신학대학교,대학,사립,서울,C그룹,5084.0,409,31,5084.0,2151,2.400000095367432
2020,318,장안대학교,전문대학,사립,경기,B그룹,5573.0,1197,18,5573.0,5535,1.0
2020,319,재능대학교,전문대학,사립,인천,B그룹,3114.0,235,87,3114.0,3951,0.800000011920929
2020,320,전남과학대학교,전문대학,사립,전남,B그룹,2286.0,828,62,2286.0,3976,0.6000000238418579
2020,321,전남대학교,대학,국립,광주,A그룹,30744.0,4929,151,30744.0,23581,1.2999999523162842
2020,322,전남도립대학교,전문대학,공립,전남,C그룹,2709.0,465,40,2709.0,1339,2.0
2020,323,전북과학대학교,전문대학,사립,전북,C그룹,953.0,240,25,953.0,1717,0.6000000238418579
2020,324,전북대학교,대학,국립,전북,A그룹,45010.0,4836,348,45010.0,21939,2.0999999046325684
2020,325,전주교육대학교,대학,국립,전북,C그룹,4731.0,673,55,4731.0,1367,3.5
2020,326,전주기전대학,전문대학,사립,전북,C그룹,702.0,187,3,702.0,1743,0.4000000059604645
2020,327,전주대학교,대학,사립,전북,A그룹,10997.0,1669,145,10997.0,12223,0.8999999761581421
2020,328,전주비전대학교,전문대학,사립,전북,B그룹,2063.10009765625,391,28,2063.10009765625,3587,0.6000000238418579
2020,329,제네바신학대학원대학교,대학원대학,사립,경기,-,330.0,60,2,330.0,9,36.70000076293945
2020,330,제주관광대학교,전문대학,사립,제주,C그룹,1274.0,352,8,1274.0,2106,0.6000000238418579
2020,331,제주국제대학교,대학,사립,제주,C그룹,2031.0,465,15,2031.0,1091,1.899999976158142
2020,332,제주대학교,대학,국립,제주,A그룹,17977.0,2500,154,17977.0,11772,1.5
2020,333,제주한라대학교,전문대학,사립,제주,A그룹,1881.0,890,42,1881.0,6274,0.3000000119209289
2020,334,조선간호대학교,전문대학,사립,광주,C그룹,688.7000122070312,307,14,688.7000122070312,771,0.8999999761581421
2020,335,조선대학교,대학,사립,광주,A그룹,23729.900390625,5475,203,23729.900390625,21073,1.100000023841858
2020,336,조선이공대학교,전문대학,사립,광주,B그룹,2043.300048828125,504,23,2043.300048828125,3355,0.6000000238418579
2020,337,주안대학원대학교,대학원대학,사립,인천,-,423.2999877929688,73,4,423.2999877929688,84,5.0
2020,338,중부대학교,대학,사립,충남,B그룹,11927.7001953125,1656,99,11927.7001953125,9814,1.2000000476837158
2020,339,중앙대학교,대학,사립,서울,A그룹,33174.0,5485,310,33174.0,29194,1.100000023841858
2020,340,중앙승가대학교,대학,사립,경기,C그룹,4487.0,349,57,4487.0,232,19.299999237060547
2020,341,중원대학교,대학,사립,충북,C그룹,3470.0,586,17,3470.0,4290,0.800000011920929
2020,342,진주교육대학교,대학,국립,경남,C그룹,7350.2001953125,1013,36,7350.2001953125,1697,4.300000190734863
2020,343,진주보건대학교,전문대학,사립,경남,B그룹,3319.0,927,93,3319.0,2878,1.2000000476837158
2020,344,차의과학대학교,대학,사립,경기,C그룹,2978.39990234375,655,40,2978.39990234375,3423,0.8999999761581421
2020,345,창신대학교,대학,사립,경남,C그룹,3912.0,815,60,3912.0,2124,1.7999999523162842
2020,346,창원문성대학교,전문대학,사립,경남,C그룹,3279.60009765625,702,54,3279.60009765625,2712,1.2000000476837158
2020,347,청강문화산업대학교,전문대학,사립,경기,B그룹,2883.0,484,23,2883.0,3842,0.800000011920929
2020,348,청암대학교,전문대학,사립,전남,B그룹,2002.0,420,8,2002.0,2697,0.699999988079071
2020,349,청운대학교,대학,사립,충남,B그룹,12269.5,1188,92,12269.5,6710,1.7999999523162842
2020,350,청주교육대학교,대학,국립,충북,C그룹,5097.0,992,95,5097.0,1582,3.200000047683716
2020,351,청주대학교,대학,사립,충북,A그룹,17568.0,2870,185,17568.0,11650,1.5
2020,352,초당대학교,대학,사립,전남,C그룹,8654.0,820,66,8654.0,3413,2.5
2020,353,총신대학교,대학,사립,서울,C그룹,8863.7998046875,1810,70,8863.7998046875,3781,2.299999952316284
2020,354,추계예술대학교,대학,사립,서울,C그룹,899.0,135,13,899.0,1260,0.699999988079071
2020,355,춘천교육대학교,대학,국립,강원,C그룹,5068.0,487,79,5068.0,1652,3.0999999046325684
2020,356,춘해보건대학교,전문대학,사립,울산,B그룹,2377.0,647,34,2377.0,2748,0.8999999761581421
2020,357,충남대학교,대학,국립,대전,A그룹,26685.0,4123,152,26685.0,22451,1.2000000476837158
2020,358,충남도립대학교,전문대학,공립,충남,C그룹,2886.0,542,33,2886.0,1005,2.900000095367432
2020,359,충북대학교,대학,국립,충북,A그룹,29127.19921875,3296,237,29127.19921875,16466,1.7999999523162842
2020,360,충북도립대학교,전문대학,공립,충북,C그룹,742.5,167,3,742.5,837,0.8999999761581421
2020,361,충북보건과학대학교,전문대학,사립,충북,B그룹,1660.0,395,10,1660.0,2690,0.6000000238418579
2020,362,충청대학교,전문대학,사립,충북,B그룹,5744.2001953125,572,35,5744.2001953125,3914,1.5
2020,363,치유상담대학원대학교,대학원대학,사립,서울,-,210.0,40,3,210.0,138,1.5
2020,364,칼빈대학교,대학,사립,경기,C그룹,830.0,208,9,830.0,1173,0.699999988079071
2020,365,탐라대학교,대학,사립,제주,C그룹,0.0,0,0,0.0,0,0.0
2020,366,평택대학교,대학,사립,경기,C그룹,4571.0,600,79,4571.0,4373,1.0
2020,367,포항공과대학교,대학,사립,경북,C그룹,17019.0,1214,15,17019.0,3227,5.300000190734863
2020,368,포항대학교,전문대학,사립,경북,C그룹,2585.0,537,5,2585.0,1823,1.399999976158142
2020,369,한경국립대학교,대학,국립,경기,B그룹,11070.7001953125,1343,66,11070.7001953125,6357,1.7000000476837158
2020,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,6065.2998046875,339,93,6065.2998046875,711,8.5
2020,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,606.0,105,9,606.0,441,1.399999976158142
2020,372,한국공학대학교,대학,사립,경기,B그룹,3908.0,1141,38,3908.0,7160,0.5
2020,373,한국과학기술원,대학,국립,대전,A그룹,28245.900390625,2772,102,28245.900390625,10723,2.5999999046325684
2020,374,한국관광대학교,전문대학,사립,경기,C그룹,1806.0,459,38,1806.0,1973,0.8999999761581421
2020,375,한국교원대학교,대학,국립,충북,B그룹,15195.599609375,1703,153,15195.599609375,5618,2.700000047683716
2020,376,한국국제대학교,대학,사립,경남,C그룹,3653.0,1145,43,3653.0,1613,2.299999952316284
2020,377,한국기술교육대학교,대학,사립,충남,C그룹,9270.2998046875,1968,39,9270.2998046875,4672,2.0
2020,378,한국농수산대학교,전문대학,국립,전북,C그룹,1195.0,113,3,1195.0,1673,0.699999988079071
2020,379,한국방송통신대학교,대학,국립,서울,A그룹,17902.0,5257,399,17902.0,105671,0.2000000029802322
2020,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,15.5,2,1,15.5,1977,0.0
2020,381,한국상담대학원대학교,대학원대학,사립,서울,-,384.0,86,18,384.0,159,2.400000095367432
2020,382,한국성서대학교,대학,사립,서울,C그룹,2921.0,277,31,2921.0,1240,2.400000095367432
2020,383,한국승강기대학교,전문대학,사립,경남,C그룹,893.2999877929688,178,6,893.2999877929688,635,1.399999976158142
2020,384,한국에너지공과대학교,대학,국립,전남,C그룹,0.0,0,0,0.0,0,0.0
2020,385,한국열린사이버대학교,대학,사립,서울,B그룹,0.0,0,0,0.0,5732,0.0
2020,386,한국영상대학교,전문대학,사립,세종,B그룹,1437.0,268,64,1437.0,3410,0.4000000059604645
2020,387,한국예술종합학교,대학,국립,서울,C그룹,5767.0,475,52,5767.0,2763,2.0999999046325684
2020,388,한국외국어대학교,대학,사립,서울,A그룹,18522.30078125,3927,178,18522.30078125,19858,0.8999999761581421
2020,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,150.0,62,6,150.0,85,1.7999999523162842
2020,390,한국전통문화대학교,대학,국립,충남,C그룹,4182.0,334,26,4182.0,777,5.400000095367432
2020,391,한국정보통신대학교,대학,사립,대전,C그룹,0.0,0,0,0.0,0,0.0
2020,392,한국철도대학,전문대학,국립,경기,C그룹,0.0,0,0,0.0,0,0.0
2020,393,한국체육대학교,대학,국립,서울,C그룹,2192.199951171875,314,15,2192.199951171875,3098,0.699999988079071
2020,394,한국침례신학대학교,대학,사립,대전,C그룹,3585.0,595,17,3585.0,2001,1.7999999523162842
2020,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,107.0,25,3,107.0,546,0.2000000029802322
2020,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,702.2000122070312,114,6,702.2000122070312,1468,0.5
2020,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,328.0,60,0,328.0,910,0.4000000059604645
2020,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,37.0,0,0,37.0,47,0.800000011920929
2020,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0.0,0,0,0.0,0,0.0
2020,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,495.0,90,1,495.0,2144,0.2000000029802322
2020,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0.0,0,0,0.0,0,0.0
2020,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,234.0,37,1,234.0,125,1.899999976158142
2020,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,466.0,65,4,466.0,80,5.800000190734863
2020,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,37.79999923706055,36,2,37.79999923706055,277,0.1000000014901161
2020,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,264.0,80,0,264.0,888,0.3000000119209289
2020,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,403.0,182,1,403.0,519,0.800000011920929
2020,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,173.0,23,2,173.0,729,0.2000000029802322
2020,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,545.0,60,2,545.0,226,2.400000095367432
2020,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,7101.0,180,1,7101.0,847,8.399999618530273
2020,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,70.0,17,0,70.0,18,3.900000095367432
2020,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,40.59999847412109,14,2,40.59999847412109,137,0.3000000119209289
2020,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,1582.199951171875,59,0,1582.199951171875,236,6.699999809265137
2020,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,325.0,23,0,325.0,486,0.699999988079071
2020,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,209.0,30,4,209.0,530,0.4000000059604645
2020,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,239.0,50,4,239.0,706,0.3000000119209289
2020,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,518.0,102,0,518.0,217,2.400000095367432
2020,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,33.0,0,0,33.0,54,0.6000000238418579
2020,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0.0,0,0,0.0,0,0.0
2020,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,305.0,126,2,305.0,873,0.3000000119209289
2020,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,683.0,142,2,683.0,722,0.8999999761581421
2020,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0.0,0,0,0.0,0,0.0
2020,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,1579.0,368,4,1579.0,1497,1.100000023841858
2020,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2020,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,536.0,87,1,536.0,390,1.399999976158142
2020,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,4061.0,55,0,4061.0,700,5.800000190734863
2020,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,375.0,110,1,375.0,539,0.699999988079071
2020,427,한국학대학원,대학원대학,국립,경기,-,8132.0,55,11,8132.0,269,30.200000762939453
2020,428,한국항공대학교,대학,사립,경기,C그룹,5664.60009765625,1209,41,5664.60009765625,4445,1.2999999523162842
2020,429,한남대학교,대학,사립,대전,A그룹,10465.0,2321,299,10465.0,12164,0.8999999761581421
2020,430,한동대학교,대학,사립,경북,C그룹,5267.5,1306,33,5267.5,4275,1.2000000476837158
2020,431,한라대학교,대학,사립,강원,C그룹,3811.0,801,70,3811.0,3771,1.0
2020,432,한려대학교,대학,사립,전남,C그룹,1188.0,45,2,1188.0,402,3.0
2020,433,한림국제대학원대학교,대학원대학,사립,서울,-,135.5,16,5,135.5,253,0.5
2020,434,한림대학교,대학,사립,강원,B그룹,18026.30078125,1983,140,18026.30078125,8508,2.0999999046325684
2020,435,한림성심대학교,전문대학,사립,강원,B그룹,2789.89990234375,370,16,2789.89990234375,3012,0.8999999761581421
2020,436,한민학교,대학,사립,충남,C그룹,0.0,0,0,0.0,0,0.0
2020,437,한반도국제대학원대학교,대학원대학,사립,서울,-,1281.0,14,1,1281.0,62,20.700000762939453
2020,438,한북대학교,대학,사립,경기,C그룹,0.0,0,0,0.0,0,0.0
2020,439,한서대학교,대학,사립,충남,B그룹,8796.7998046875,1524,63,8796.7998046875,7456,1.2000000476837158
2020,440,한성대학교,대학,사립,서울,B그룹,11992.2001953125,1287,60,11992.2001953125,7443,1.600000023841858
2020,441,한세대학교,대학,사립,경기,C그룹,4123.0,580,73,4123.0,3405,1.2000000476837158
2020,442,한신대학교,대학,사립,경기,B그룹,9452.2998046875,1326,94,9452.2998046875,5623,1.7000000476837158
2020,443,한양대학교,대학,사립,서울,A그룹,26082.0,3717,284,26082.0,22628,1.2000000476837158
2020,444,한양대학교(ERICA),대학,사립,경기,A그룹,12687.099609375,1592,81,12687.099609375,10462,1.2000000476837158
2020,445,한양여자대학교,전문대학,사립,서울,A그룹,6108.10009765625,718,68,6108.10009765625,6680,0.8999999761581421
2020,446,한영대학교,전문대학,사립,전남,C그룹,480.0,100,7,480.0,1372,0.3000000119209289
2020,447,한일장신대학교,대학,사립,전북,C그룹,2475.0,285,21,2475.0,1274,1.899999976158142
2020,448,한중대학교,대학,사립,강원,C그룹,0.0,0,0,0.0,0,0.0
2020,449,합동신학대학원대학교,대학원대학,사립,경기,-,2007.5999755859373,258,27,2007.5999755859373,312,6.400000095367432
2020,450,해군사관학교,기타,기타,경남,-,5497.0,372,23,5497.0,0,0.0
2020,451,협성대학교,대학,사립,경기,C그룹,4327.0,800,96,4327.0,4562,0.8999999761581421
2020,452,혜전대학교,전문대학,사립,충남,B그룹,2333.0,489,25,2333.0,2635,0.8999999761581421
2020,453,호남대학교,대학,사립,광주,B그룹,10668.400390625,1610,71,10668.400390625,7789,1.399999976158142
2020,454,호남신학대학교,대학,사립,광주,C그룹,3236.0,700,18,3236.0,954,3.400000095367432
2020,455,호산대학교,전문대학,사립,경북,C그룹,1245.0,385,13,1245.0,1923,0.6000000238418579
2020,456,호서대학교,대학,사립,충남,A그룹,19186.900390625,3242,378,19186.900390625,14217,1.2999999523162842
2020,457,호원대학교,대학,사립,전북,B그룹,6268.39990234375,1067,51,6268.39990234375,5436,1.2000000476837158
2020,458,홍익대학교,대학,사립,서울,A그룹,29191.400390625,4715,174,29191.400390625,21802,1.2999999523162842
2020,459,화성의과학대학교,대학,사립,경기,C그룹,729.0,69,2,729.0,569,1.2999999523162842
2020,460,화신사이버대학교,대학,사립,부산,C그룹,0.0,0,0,0.0,1397,0.0
2020,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,647.0,238,23,647.0,400,1.600000023841858
