YR,ID,SNM,STYP,FND,RGN,USC,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS
2015,21,건신대학원대학교,대학원대학,사립,대전,-,446,70,3,5,8,446,148,3.0
2015,22,건양대학교,대학,사립,충남,B그룹,9895,1820,25,169,194,9895,8799,1.100000023841858
2015,23,경기과학기술대학교,전문대학,사립,경기,A그룹,3118,762,7,80,87,3118,4505,0.699999988079071
2015,24,경기대학교,대학,사립,경기,A그룹,13909,2394,61,200,261,13909,16686,0.800000011920929
2015,25,경남대학교,대학,사립,경남,A그룹,9988,1713,35,89,124,9988,14088,0.699999988079071
2015,26,경남도립거창대학,전문대학,공립,경남,C그룹,420,180,4,15,19,420,955,0.4000000059604645
2015,27,경남도립남해대학,전문대학,공립,경남,C그룹,759,152,3,24,27,759,846,0.8999999761581421
2015,28,경남정보대학교,전문대학,사립,부산,A그룹,7791,1146,13,100,113,7791,7058,1.100000023841858
2015,29,경동대학교,대학,사립,강원,B그룹,9853,1437,8,90,98,9853,5987,1.600000023841858
2015,30,경민대학교,전문대학,사립,경기,B그룹,1596,207,9,19,28,1596,4723,0.3000000119209289
2015,31,경복대학교,전문대학,사립,경기,A그룹,3009,934,8,68,76,3009,6452,0.5
2015,32,경북과학대학교,전문대학,사립,경북,C그룹,924,272,2,26,28,924,1851,0.5
2015,33,경북대학교,대학,국립,대구,A그룹,35961,5410,151,499,650,35961,30890,1.2000000476837158
2015,34,경북보건대학교,전문대학,사립,경북,C그룹,726,243,2,21,23,726,1344,0.5
2015,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0.0
2015,36,경북전문대학교,전문대학,사립,경북,B그룹,1157,314,4,14,18,1157,2700,0.4000000059604645
2015,37,경상국립대학교,대학,국립,경남,A그룹,34984,3683,70,299,369,34984,23799,1.5
2015,38,경성대학교,대학,사립,부산,A그룹,11670,1696,36,125,161,11670,14008,0.800000011920929
2015,39,경안대학원대학교,대학원대학,사립,경북,-,95,33,0,0,0,95,76,1.2999999523162842
2015,40,경운대학교,대학,사립,경북,C그룹,5911,1170,7,143,150,5911,5211,1.100000023841858
2015,41,경인교육대학교,대학,국립,인천,C그룹,10673,1579,31,189,220,10673,4274,2.5
2015,42,경인여자대학교,전문대학,사립,인천,B그룹,2206,506,8,46,54,2206,4950,0.4000000059604645
2015,43,경일대학교,대학,사립,경북,B그룹,7388,1476,11,106,117,7388,7512,1.0
2015,44,경찰대학,기타,기타,충남,-,2046,231,14,10,24,2046,0,0.0
2015,45,경희대학교,대학,사립,서울,A그룹,35687,6628,137,362,499,35687,32961,1.100000023841858
2015,46,계명대학교,대학,사립,대구,A그룹,25329,2807,89,428,517,25329,25445,1.0
2015,47,계명문화대학교,전문대학,사립,대구,A그룹,5407,754,11,56,67,5407,5283,1.0
2015,48,계약신학대학원대학교,대학원대학,사립,경기,-,100,66,2,7,9,100,51,2.0
2015,49,계원예술대학교,전문대학,사립,경기,B그룹,2870,652,8,29,37,2870,2889,1.0
2015,50,고려대학교,대학,사립,서울,A그룹,54808,8514,198,786,984,54808,29511,1.899999976158142
2015,51,고려대학교(세종),대학,사립,세종,B그룹,8959,1479,50,100,150,8959,7982,1.100000023841858
2015,52,고려사이버대학교,대학,사립,서울,A그룹,0,0,2,3,5,0,10044,0.0
2015,53,고신대학교,대학,사립,부산,C그룹,7156,1943,28,63,91,7156,5249,1.399999976158142
2015,54,공군사관학교,기타,기타,충북,-,3490,305,21,10,31,3490,0,0.0
2015,55,공주교육대학교,대학,국립,충남,C그룹,6537,841,10,56,66,6537,2040,3.200000047683716
2015,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,0,0,0,0,0,0,1076,0.0
2015,57,광신대학교,대학,사립,광주,C그룹,2715,351,5,26,31,2715,938,2.900000095367432
2015,58,광양보건대학교,전문대학,사립,전남,C그룹,1308,238,2,2,4,1308,1984,0.699999988079071
2015,59,광운대학교,대학,사립,서울,B그룹,8250,1601,32,88,120,8250,10106,0.800000011920929
2015,60,광주가톨릭대학교,대학,사립,전남,C그룹,2883,181,6,21,27,2883,118,24.399999618530277
2015,61,광주과학기술원,대학,국립,광주,C그룹,0,0,0,0,0,0,0,0.0
2015,62,광주교육대학교,대학,국립,광주,C그룹,5612,664,10,48,58,5612,2207,2.5
2015,63,광주대학교,대학,사립,광주,B그룹,16469,1969,16,53,69,16469,7901,2.0999999046325684
2015,64,광주보건대학교,전문대학,사립,광주,B그룹,3830,1126,8,17,25,3830,4123,0.8999999761581421
2015,65,광주여자대학교,대학,사립,광주,C그룹,6280,1095,16,96,112,6280,4256,1.5
