Year,ID,SchName,SchType,FoundType,Region,UnivScale,BookRes_TitleCount_DomBook,BookRes_TitleCount_ForBook,BookRes_TitleCount_TotalSum,BookRes_BookCount_DomBook,BookRes_BookCount_ForBook,BookRes_BookCount_TotalSum,ERes_EJournal_Package,ERes_WebDB_Package,ERes_SubEBook_TitleCount,ERes_ELearnVideo_Package,ERes_Total_Package,ERes_Total_TitleCount,Serials_Domestic,Serials_Foreign,Serials_Total,AnnualHoldChg_AnnualBookInc_Buy,AnnualHoldChg_AnnualBookInc_Donation,AnnualHoldChg_AnnualBookInc_Total,AnnualHoldChg_AnnualTitleInc,AnnualHoldChg_AnnualBookRm,BooksPerSt_BooksOwned,BooksPerSt_StCountPrev,BooksPerSt_BooksPerSt,HoldGrowRate_AnnualHoldBookCount,HoldGrowRate_BooksOwned,HoldGrowRate_HoldGrowRate
2022,253,숭실사이버대학교,대학,사립,서울,B그룹,2203,0,2203,9519,0,9519,6,6,59069,0,12,59069,0,0,0,0,0,0,0,0,9519,6988,1.399999976158142,0,9519,0.0
2022,254,숭의여자대학교,전문대학,사립,서울,B그룹,121096,19302,140398,174687,20993,195680,13,7,74745,2,22,74745,49,8,57,3771,13,3784,2891,0,195680,3273,59.79999923706055,3784,195680,2.0
2022,255,신경주대학교,대학,사립,경북,C그룹,215867,34827,250694,353625,58291,411916,7,11,69903,0,18,69903,261,0,261,0,566,566,432,0,411916,833,494.5,566,411916,0.1000000014901161
2022,256,신구대학교,전문대학,사립,경기,A그룹,130728,8436,139164,192451,9549,202000,2,1,19889,4,7,19889,58,16,74,6814,35,6849,6796,0,202000,6488,31.100000381469727,6849,202000,3.5
2022,257,신라대학교,대학,사립,부산,B그룹,274406,70441,344847,632406,117077,749483,18,22,279311,3,43,279311,104,14,118,9487,2652,12139,6635,1008,749483,9058,82.69999694824219,12139,749483,1.600000023841858
2022,258,신성대학교,전문대학,사립,충남,B그룹,125927,12942,138869,173542,19924,193466,15,9,5981,0,24,5981,114,0,114,3930,256,4186,3982,0,193466,3243,59.70000076293945,4186,193466,2.200000047683716
2022,259,신안산대학교,전문대학,사립,경기,B그룹,89981,2110,92091,138124,2219,140343,2,0,2962,0,2,2962,35,0,35,3124,298,3422,3104,5108,140343,3043,46.09999847412109,3422,140343,2.5
2022,260,신한대학교,대학,사립,경기,B그룹,267173,100925,368098,374863,103108,477971,17,14,119831,3,34,119831,206,11,217,17913,2974,20887,15863,0,477971,6758,70.69999694824219,20887,477971,4.599999904632568
2022,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,262,실천신학대학원대학교,대학원대학,사립,경기,-,6421,5790,12211,7537,5754,13291,0,0,0,0,0,0,8,0,8,119,5,124,119,0,13291,44,302.1000061035156,124,13291,0.8999999761581421
2022,263,아신대학교,대학,사립,경기,C그룹,53285,33465,86750,89302,53387,142689,1,8,70813,0,9,70813,131,60,191,863,602,1465,978,0,142689,1157,123.3000030517578,1465,142689,1.0
2022,264,아주대학교,대학,사립,경기,A그룹,395254,253849,649103,702591,456017,1158608,53,50,105327,3,106,105327,217,36,253,17742,2331,20073,17440,0,1158608,13640,84.9000015258789,20073,1158608,1.7999999523162842
2022,265,아주자동차대학교,전문대학,사립,충남,C그룹,47554,257,47811,47700,280,47980,0,0,5685,0,0,5685,64,0,64,931,65,996,996,502,47980,858,55.900001525878906,996,47980,2.0999999046325684
2022,266,안동과학대학교,전문대학,사립,경북,B그룹,77144,2568,79712,138193,2976,141169,11,10,68399,1,22,68399,131,1,132,3631,513,4144,3200,0,141169,2369,59.59999847412109,4144,141169,3.0
2022,267,안산대학교,전문대학,사립,경기,A그룹,92127,31119,123246,168162,34305,202467,5,5,41484,1,11,41484,141,12,153,4967,453,5420,4433,0,202467,4213,48.09999847412109,5420,202467,2.799999952316284
2022,268,안양대학교,대학,사립,경기,B그룹,278486,82332,360818,402059,87865,489924,18,12,154398,4,34,154398,89,15,104,4574,2999,7573,5412,0,489924,5008,97.8000030517578,7573,489924,1.600000023841858
2022,269,에스라성경대학원대학교,대학원대학,사립,경기,-,3731,2786,6517,7548,2242,9790,0,0,0,0,0,0,8,0,8,47,0,47,35,594,9790,68,144.0,47,9790,0.5
2022,270,여주대학교,전문대학,사립,경기,B그룹,150594,50390,200984,158110,50599,208709,3,1,72387,0,4,72387,35,0,35,7307,235,7542,7519,0,208709,4526,46.09999847412109,7542,208709,3.700000047683716
2022,271,연성대학교,전문대학,사립,경기,A그룹,148734,20583,169317,193340,22020,215360,13,6,35944,5,24,35944,114,8,122,4815,1107,5922,4678,0,215360,5813,37.0,5922,215360,2.799999952316284
2022,272,연세대학교,대학,사립,서울,A그룹,903052,964121,1867173,1557490,1306902,2864392,74,88,450622,1,163,450622,753,588,1341,123318,15515,138833,128170,1348,2864392,30796,93.0,138833,2864392,5.099999904632568
2022,273,연세대학교(미래),대학,사립,강원,B그룹,362071,72304,434375,493389,130446,623835,39,25,294960,4,68,294960,270,13,283,15860,688,16548,13314,15335,623835,8105,77.0,16548,623835,2.700000047683716
2022,274,연암공과대학교,전문대학,사립,경남,C그룹,50779,110,50889,68399,195,68594,6,2,12129,0,8,12129,120,0,120,1999,11,2010,1676,7976,68594,1198,57.29999923706055,2010,68594,3.0
2022,275,연암대학교,전문대학,사립,충남,C그룹,48440,2264,50704,70131,2858,72989,0,1,9985,0,1,9985,27,2,29,2062,300,2362,2289,0,72989,1038,70.30000305175781,2362,72989,3.299999952316284
2022,276,영남대학교,대학,사립,경북,A그룹,556275,415703,971978,1233268,661608,1894876,57,43,109874,0,100,109874,636,119,755,21211,9011,30222,26669,0,1894876,23067,82.0999984741211,30222,1894876,1.600000023841858
2022,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,278,영남신학대학교,대학,사립,경북,C그룹,68141,35424,103565,99407,46477,145884,11,8,18818,0,19,18818,47,1,48,274,991,1265,1169,0,145884,762,191.3999938964844,1265,145884,0.8999999761581421
2022,279,영남외국어대학,전문대학,사립,경북,C그룹,25123,1024,26147,25606,1026,26632,0,0,1345,0,0,1345,0,0,0,0,0,0,0,0,26632,449,59.29999923706055,0,26632,0.0
2022,280,영남이공대학교,전문대학,사립,대구,A그룹,104619,4204,108823,216074,5821,221895,16,9,88172,2,27,88172,153,2,155,5653,399,6052,3567,11457,221895,5135,43.20000076293945,6052,221895,2.799999952316284
2022,281,영산대학교,대학,사립,경남,B그룹,269144,59480,328624,416438,72662,489100,17,16,71385,8,41,71385,95,4,99,5620,1322,6942,5530,0,489100,6354,77.0,6942,489100,1.399999976158142
2022,282,영산선학대학교,대학,사립,전남,C그룹,35260,2978,38238,46185,5753,51938,0,0,0,0,0,0,55,0,55,103,0,103,0,0,51938,34,1527.5999755859375,103,51938,0.2000000029802322
2022,283,영진전문대학교,전문대학,사립,대구,A그룹,163319,24354,187673,332841,36384,369225,5,12,28675,3,20,28675,104,0,104,14170,0,14170,6603,0,369225,7167,51.5,14170,369225,4.0
2022,284,예명대학원대학교,대학원대학,사립,서울,-,9530,1250,10780,16045,1582,17627,0,0,0,0,0,0,0,0,0,210,0,210,201,0,17627,194,90.9000015258789,210,17627,1.2000000476837158
2022,285,예수대학교,대학,사립,전북,C그룹,28084,3277,31361,43254,3935,47189,0,8,8520,1,9,8520,19,6,25,401,137,538,478,245,47189,551,85.5999984741211,538,47189,1.2000000476837158
2022,286,예원예술대학교,대학,사립,전북,C그룹,31697,149,31846,42083,189,42272,10,9,57911,0,19,57911,2,0,2,60,427,487,459,0,42272,1920,22.0,487,42272,1.2000000476837158
2022,287,오산대학교,전문대학,사립,경기,A그룹,129880,6856,136736,170264,7502,177766,15,8,65576,2,25,65576,43,1,44,5240,0,5240,4651,0,177766,4706,37.79999923706055,5240,177766,3.0
2022,288,온석대학원대학교,대학원대학,사립,경기,-,12552,4448,17000,22199,9207,31406,0,0,10448,0,0,10448,0,0,0,26,0,26,26,0,31406,167,188.1000061035156,26,31406,0.1000000014901161
2022,289,용인대학교,대학,사립,경기,B그룹,206094,24520,230614,396545,40716,437261,12,8,48912,3,23,48912,107,1,108,12811,186,12997,6400,0,437261,6227,70.19999694824219,12997,437261,3.0999999046325684
2022,290,용인예술과학대학교,전문대학,사립,경기,B그룹,96584,12498,109082,153820,12820,166640,13,9,93810,0,22,93810,18,0,18,3783,396,4179,4016,3357,166640,3267,51.0,4179,166640,2.5999999046325684
2022,291,우석대학교,대학,사립,전북,B그룹,253700,125877,379577,623101,200012,823113,19,16,112087,4,39,112087,260,6,266,9375,1704,11079,6757,0,823113,8255,99.6999969482422,11079,823113,1.399999976158142
2022,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,293,우송대학교,대학,사립,대전,A그룹,173970,165279,339249,461369,178030,639399,16,10,252184,2,28,252184,36,6,42,21433,122,21555,10576,0,639399,10074,63.5,21555,639399,3.5
2022,294,우송정보대학,전문대학,사립,대전,B그룹,85533,9662,95195,164216,13730,177946,11,6,12036,0,17,12036,45,2,47,1544,247,1791,943,0,177946,3833,46.400001525878906,1791,177946,1.0
2022,295,울산과학기술원,대학,국립,울산,C그룹,99999,145192,245191,112097,157716,269813,37,21,376361,0,58,376361,0,0,0,5955,456,6411,6322,1166,269813,4041,66.80000305175781,6411,269813,2.400000095367432
2022,296,울산과학대학교,전문대학,사립,울산,A그룹,128514,3363,131877,190502,5663,196165,6,6,11611,0,12,11611,21,0,21,6433,579,7012,4896,0,196165,5500,35.70000076293945,7012,196165,3.700000047683716
2022,297,울산대학교,대학,사립,울산,A그룹,409278,203666,612944,694350,459293,1153643,55,46,86854,0,101,86854,204,12,216,10328,2014,12342,10396,0,1153643,13888,83.0999984741211,12342,1153643,1.100000023841858
2022,298,웅지세무대학교,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0,0,0.0
2022,299,원광대학교,대학,사립,전북,A그룹,501243,248452,749695,1120583,476629,1597212,28,32,94467,2,62,94467,520,13,533,32865,2779,35644,20965,42338,1597212,16132,99.0,35644,1597212,2.299999952316284
2022,300,원광보건대학교,전문대학,사립,전북,B그룹,73308,9772,83080,178168,15231,193399,6,6,22457,3,15,22457,123,2,125,6009,694,6703,1375,7436,193399,4479,43.20000076293945,6703,193399,3.5999999046325684
2022,301,원불교대학원대학교,대학원대학,사립,전북,-,16243,1966,18209,24905,2290,27195,0,0,0,0,0,0,34,0,34,90,998,1088,532,50,27195,42,647.5,1088,27195,4.199999809265137
2022,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,29993,8442,38435,40480,10206,50686,12,8,57012,0,20,57012,306,0,306,434,3228,3662,3231,366,50686,425,119.3000030517578,3662,50686,7.800000190734863
2022,303,위덕대학교,대학,사립,경북,C그룹,112859,63880,176739,218157,80673,298830,14,13,90067,1,28,90067,58,8,66,4051,516,4567,3290,0,298830,3017,99.0,4567,298830,1.600000023841858
2022,304,유원대학교,대학,사립,충북,C그룹,218764,6358,225122,408342,10538,418880,11,13,59598,3,27,59598,61,0,61,5293,16,5309,4513,0,418880,3362,124.5999984741211,5309,418880,1.2999999523162842
2022,305,유한대학교,전문대학,사립,경기,A그룹,125100,15692,140792,202988,17490,220478,8,5,19454,0,13,19454,77,11,88,5531,49,5580,5095,0,220478,4535,48.59999847412109,5580,220478,2.5999999046325684
2022,306,육군사관학교,기타,기타,서울,-,165264,73896,239160,208699,82321,291020,12,0,17652,0,12,17652,154,40,194,3112,1441,4553,4015,0,291020,0,0.0,4553,291020,1.600000023841858
2022,307,을지대학교,대학,사립,대전,B그룹,119005,59223,178228,187423,64343,251766,22,16,96380,1,39,96380,73,0,73,6427,2968,9395,5804,0,251766,4789,52.59999847412109,9395,251766,3.900000095367432
2022,308,이화여자대학교,대학,사립,서울,A그룹,627658,536806,1164464,992515,748314,1740829,37,88,436967,8,133,436967,533,711,1244,44364,3708,48072,43470,53150,1740829,21515,80.9000015258789,48072,1740829,2.799999952316284
2022,309,인덕대학교,전문대학,사립,서울,A그룹,120058,37709,157767,235224,45228,280452,12,9,81672,0,21,81672,80,0,80,10433,125,10558,10050,11593,280452,5955,47.09999847412109,10558,280452,3.900000095367432
2022,310,인제대학교,대학,사립,경남,B그룹,421292,168296,589588,674403,243698,918101,36,26,209706,0,62,209706,94,13,107,6782,774,7556,6265,0,918101,9707,94.5999984741211,7556,918101,0.800000011920929
2022,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,312,인천가톨릭대학교,대학,사립,인천,C그룹,68125,33198,101323,98181,39847,138028,32,24,76567,3,59,76567,149,87,236,2731,1574,4305,2898,0,138028,815,169.39999389648438,4305,138028,3.200000047683716
2022,313,인천대학교,대학,국립,인천,A그룹,439550,177983,617533,1087161,228104,1315265,41,35,83140,3,79,83140,314,37,351,34000,4771,38771,16606,0,1315265,12885,102.0999984741211,38771,1315265,3.0
2022,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,315,인하공업전문대학,전문대학,사립,인천,A그룹,97020,16178,113198,206475,21203,227678,6,7,75484,1,14,75484,50,9,59,7668,56,7724,4444,0,227678,6703,34.0,7724,227678,3.5
2022,316,인하대학교,대학,사립,인천,A그룹,588597,336816,925413,1247493,405126,1652619,47,44,112675,3,94,112675,441,83,524,14971,2799,17770,16387,52812,1652619,20639,80.0999984741211,17770,1652619,1.100000023841858
2022,317,장로회신학대학교,대학,사립,서울,C그룹,138011,89474,227485,230554,174245,404799,9,12,57014,2,23,57014,140,103,243,1738,1353,3091,2591,0,404799,2124,190.6000061035156,3091,404799,0.800000011920929
2022,318,장안대학교,전문대학,사립,경기,B그룹,115765,24179,139944,182270,25598,207868,14,8,86473,5,27,86473,76,9,85,5249,658,5907,4319,0,207868,4101,50.70000076293945,5907,207868,2.900000095367432
2022,319,재능대학교,전문대학,사립,인천,B그룹,75064,870,75934,122569,904,123473,3,5,64474,0,8,64474,85,0,85,3834,438,4272,4155,0,123473,3674,33.599998474121094,4272,123473,3.5999999046325684
2022,320,전남과학대학교,전문대학,사립,전남,B그룹,108835,1092,109927,136436,1204,137640,6,5,36287,1,12,36287,100,0,100,4397,1259,5656,4598,0,137640,3662,37.59999847412109,5656,137640,4.300000190734863
2022,321,전남대학교,대학,국립,광주,A그룹,860470,481364,1341834,1333253,603440,1936693,42,43,245340,0,85,245340,1154,267,1421,27942,10199,38141,24767,104445,1936693,23752,81.5,38141,1936693,2.0
2022,322,전남도립대학교,전문대학,공립,전남,C그룹,76161,1798,77959,97076,1981,99057,4,5,9034,2,11,9034,142,0,142,2187,902,3089,3089,0,99057,1207,82.0999984741211,3089,99057,3.200000047683716
2022,323,전북과학대학교,전문대학,사립,전북,C그룹,55462,1583,57045,58683,4222,62905,0,16,10566,4,20,10566,121,1,122,3157,0,3157,3001,1117,62905,1738,36.20000076293945,3157,62905,5.300000190734863
2022,324,전북대학교,대학,국립,전북,A그룹,621867,176051,797918,1439740,430795,1870535,44,39,138708,6,89,138708,756,375,1131,24532,9491,34023,25608,0,1870535,21919,85.30000305175781,34023,1870535,1.899999976158142
2022,325,전주교육대학교,대학,국립,전북,C그룹,127987,11496,139483,295540,15789,311329,10,11,59884,0,21,59884,139,19,158,4194,563,4757,1756,0,311329,1344,231.6000061035156,4757,311329,1.600000023841858
2022,326,전주기전대학,전문대학,사립,전북,C그룹,46385,2309,48694,94230,3600,97830,0,0,8713,0,0,8713,8,0,8,2266,53,2319,2421,820,97830,1590,61.5,2319,97830,2.400000095367432
2022,327,전주대학교,대학,사립,전북,A그룹,316615,63018,379633,603933,130857,734790,19,16,77279,4,39,77279,234,0,234,48996,41031,90027,13232,0,734790,12444,59.0,90027,734790,14.0
2022,328,전주비전대학교,전문대학,사립,전북,B그룹,79925,7109,87034,145590,8565,154155,3,6,15211,38,47,15211,29,1,30,5495,480,5975,4343,0,154155,3611,42.70000076293945,5975,154155,4.0
2022,329,제네바신학대학원대학교,대학원대학,사립,경기,-,20799,6690,27489,37172,9608,46780,0,0,0,0,0,0,59,29,88,205,0,205,188,251,46780,7,6682.89990234375,205,46780,0.4000000059604645
2022,330,제주관광대학교,전문대학,사립,제주,C그룹,46202,1271,47473,78389,1541,79930,1,2,16732,0,3,16732,102,4,106,2169,99,2268,1733,0,79930,1911,41.79999923706055,2268,79930,2.900000095367432
2022,331,제주국제대학교,대학,사립,제주,C그룹,54014,7705,61719,74340,8318,82658,0,0,6248,0,0,6248,135,0,135,0,68,68,62,0,82658,882,93.6999969482422,68,82658,0.1000000014901161
2022,332,제주대학교,대학,국립,제주,A그룹,488079,305953,794032,965963,419263,1385226,30,37,424755,3,70,424755,254,127,381,24963,3273,28236,18827,85256,1385226,11544,120.0,28236,1385226,2.0999999046325684
2022,333,제주한라대학교,전문대학,사립,제주,A그룹,86898,12455,99353,127154,14140,141294,4,7,14632,1,12,14632,135,0,135,809,0,809,799,5463,141294,5664,24.899999618530277,809,141294,0.6000000238418579
2022,334,조선간호대학교,전문대학,사립,광주,C그룹,30110,1908,32018,35421,2045,37466,11,6,65867,0,17,65867,29,0,29,778,63,841,814,0,37466,743,50.400001525878906,841,37466,2.299999952316284
2022,335,조선대학교,대학,사립,광주,A그룹,491795,234985,726780,1019701,404759,1424460,34,28,177629,3,65,177629,137,48,185,15902,4702,20604,14958,0,1424460,20247,70.4000015258789,20604,1424460,1.5
2022,336,조선이공대학교,전문대학,사립,광주,B그룹,66706,15666,82372,97641,20083,117724,0,0,16928,0,0,16928,31,0,31,2246,0,2246,2246,0,117724,3071,38.29999923706055,2246,117724,1.899999976158142
2022,337,주안대학원대학교,대학원대학,사립,인천,-,7018,3041,10059,11898,3343,15241,4,4,6476,0,8,6476,28,3,31,429,218,647,570,34,15241,92,165.6999969482422,647,15241,4.400000095367432
2022,338,중부대학교,대학,사립,충남,B그룹,286184,69336,355520,620434,83121,703555,18,22,170753,3,43,170753,272,0,272,26946,17176,44122,24043,0,703555,9508,74.0,44122,703555,6.699999809265137
2022,339,중앙대학교,대학,사립,서울,A그룹,533171,607638,1140809,1495036,840956,2335992,49,79,710820,2,130,710820,135,149,284,67136,3222,70358,59445,12824,2335992,29731,78.5999984741211,70358,2335992,3.0999999046325684
2022,340,중앙승가대학교,대학,사립,경기,C그룹,62564,6801,69365,81703,9673,91376,3,0,272,0,3,272,1215,0,1215,0,483,483,471,0,91376,191,478.3999938964844,483,91376,0.5
2022,341,중원대학교,대학,사립,충북,C그룹,66504,134056,200560,81008,134806,215814,14,13,185445,0,27,185445,0,0,0,1694,703,2397,2213,0,215814,4157,51.900001525878906,2397,215814,1.100000023841858
2022,342,진주교육대학교,대학,국립,경남,C그룹,151499,9404,160903,301027,11902,312929,17,9,129542,0,26,129542,25,0,25,3101,40,3141,1886,3660,312929,1686,185.6000061035156,3141,312929,1.0
2022,343,진주보건대학교,전문대학,사립,경남,B그룹,71615,1986,73601,98790,2428,101218,8,7,52085,0,15,52085,127,0,127,3584,468,4052,2746,0,101218,2701,37.5,4052,101218,4.199999809265137
2022,344,차의과학대학교,대학,사립,경기,C그룹,46297,11174,57471,88372,18568,106940,15,15,72072,0,30,72072,123,0,123,1610,228,1838,1573,7294,106940,3308,32.29999923706055,1838,106940,1.7000000476837158
2022,345,창신대학교,대학,사립,경남,C그룹,102054,4338,106392,152649,5972,158621,11,10,22216,2,23,22216,35,0,35,937,625,1562,1165,0,158621,2048,77.5,1562,158621,1.0
2022,346,창원문성대학교,전문대학,사립,경남,C그룹,98153,2655,100808,199006,5657,204663,1,1,10453,0,2,10453,20,0,20,2637,0,2637,1873,0,204663,2006,102.0,2637,204663,1.2999999523162842
2022,347,청강문화산업대학교,전문대학,사립,경기,B그룹,103307,15873,119180,178880,16997,195877,12,10,70691,1,23,70691,89,44,133,4414,251,4665,4603,0,195877,3424,57.20000076293945,4665,195877,2.400000095367432
2022,348,청암대학교,전문대학,사립,전남,B그룹,62919,7286,70205,89495,10785,100280,0,1,1489,0,1,1489,5,0,5,1842,0,1842,1652,0,100280,2441,41.09999847412109,1842,100280,1.899999976158142
2022,349,청운대학교,대학,사립,충남,B그룹,293405,66370,359775,602317,76494,678811,18,13,158945,5,36,158945,185,25,210,13834,772,14606,10371,0,678811,6103,111.1999969482422,14606,678811,2.200000047683716
2022,350,청주교육대학교,대학,국립,충북,C그룹,158488,10816,169304,282115,24644,306759,11,7,10979,0,18,10979,111,3,114,8136,2075,10211,6695,0,306759,1564,196.1000061035156,10211,306759,3.400000095367432
2022,351,청주대학교,대학,사립,충북,A그룹,473139,188441,661580,1023391,287483,1310874,20,25,134525,3,48,134525,461,37,498,24723,3105,27828,16151,0,1310874,11490,114.0999984741211,27828,1310874,2.200000047683716
2022,352,초당대학교,대학,사립,전남,C그룹,198106,43644,241750,329232,50516,379748,16,14,105943,4,34,105943,99,7,106,9071,283,9354,5627,0,379748,3445,110.1999969482422,9354,379748,2.5
2022,353,총신대학교,대학,사립,서울,C그룹,122400,344557,466957,287815,406898,694713,15,21,58202,3,39,58202,138,159,297,14219,1193,15412,13070,0,694713,3681,188.6999969482422,15412,694713,2.299999952316284
2022,354,추계예술대학교,대학,사립,서울,C그룹,105615,9916,115531,133554,10610,144164,14,13,60860,3,30,60860,88,24,112,2147,112,2259,2215,1,144164,1314,109.6999969482422,2259,144164,1.600000023841858
2022,355,춘천교육대학교,대학,국립,강원,C그룹,215236,7329,222565,337096,9285,346381,10,16,0,1,27,0,33,0,33,7173,12,7185,4415,0,346381,1674,206.8999938964844,7185,346381,2.0999999046325684
2022,356,춘해보건대학교,전문대학,사립,울산,B그룹,79593,1774,81367,91166,2223,93389,6,5,22887,0,11,22887,77,1,78,3359,385,3744,3644,0,93389,2713,34.400001525878906,3744,93389,4.199999809265137
2022,357,충남대학교,대학,국립,대전,A그룹,638183,320343,958526,1389254,464656,1853910,41,53,356603,7,101,356603,67,491,558,10130,12959,23089,16900,16300,1853910,22412,82.69999694824219,23089,1853910,1.2999999523162842
2022,358,충남도립대학교,전문대학,공립,충남,C그룹,48352,1626,49978,70974,1957,72931,4,0,1392,1,5,1392,100,3,103,1938,866,2804,2062,4948,72931,1025,71.19999694824219,2804,72931,4.0
2022,359,충북대학교,대학,국립,충북,A그룹,448368,174364,622732,1113684,262938,1376622,47,43,120612,6,96,120612,627,182,809,23544,5360,28904,18923,44,1376622,16386,84.0,28904,1376622,2.0999999046325684
2022,360,충북도립대학교,전문대학,공립,충북,C그룹,39020,193,39213,68037,216,68253,0,1,4046,0,1,4046,59,0,59,1965,256,2221,1151,3699,68253,724,94.3000030517578,2221,68253,3.400000095367432
2022,361,충북보건과학대학교,전문대학,사립,충북,B그룹,69497,4098,73595,107282,4750,112032,4,4,16605,0,8,16605,144,0,144,1965,0,1965,1467,5569,112032,2557,43.79999923706055,1965,112032,1.7999999523162842
2022,362,충청대학교,전문대학,사립,충북,B그룹,100043,17156,117199,159574,19326,178900,16,9,72517,4,29,72517,89,1,90,4525,216,4741,4562,0,178900,3484,51.29999923706055,4741,178900,2.700000047683716
2022,363,치유상담대학원대학교,대학원대학,사립,서울,-,14529,3153,17682,14636,3176,17812,0,2,0,0,2,0,5,0,5,80,1382,1462,1451,0,17812,143,124.5999984741211,1462,17812,8.899999618530273
2022,364,칼빈대학교,대학,사립,경기,C그룹,46314,38359,84673,79078,43287,122365,12,13,78212,0,25,78212,138,19,157,687,639,1326,1105,0,122365,984,124.4000015258789,1326,122365,1.100000023841858
2022,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,366,평택대학교,대학,사립,경기,C그룹,232602,73717,306319,356117,88581,444698,15,11,74644,1,27,74644,86,0,86,7558,2258,9816,7186,0,444698,4189,106.1999969482422,9816,444698,2.299999952316284
2022,367,포항공과대학교,대학,사립,경북,C그룹,89865,179590,269455,114065,265175,379240,41,22,630565,0,63,630565,32,31,63,2987,242,3229,2901,657,379240,3298,115.0,3229,379240,0.8999999761581421
2022,368,포항대학교,전문대학,사립,경북,C그룹,45866,15389,61255,77966,24502,102468,0,2,1634,0,2,1634,45,0,45,5793,0,5793,5719,0,102468,1641,62.400001525878906,5793,102468,6.0
2022,369,한경국립대학교,대학,국립,경기,B그룹,248586,37802,286388,496641,50078,546719,26,14,68962,4,44,68962,276,34,310,12681,1738,14419,9026,0,546719,6197,88.19999694824219,14419,546719,2.700000047683716
2022,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,86581,145828,232409,97435,171935,269370,11,28,585537,0,39,585537,1,11,12,1333,1171,2504,2358,0,269370,745,361.6000061035156,2504,269370,0.8999999761581421
2022,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,15533,47,15580,16300,47,16347,0,0,2274,0,0,2274,17,0,17,433,4,437,425,0,16347,423,38.59999847412109,437,16347,2.700000047683716
2022,372,한국공학대학교,대학,사립,경기,B그룹,129458,10400,139858,202203,13650,215853,20,12,90815,6,38,90815,95,11,106,5759,1204,6963,5905,0,215853,7415,29.100000381469727,6963,215853,3.299999952316284
2022,373,한국과학기술원,대학,국립,대전,A그룹,307498,396437,703935,426908,457848,884756,71,68,465713,2,141,465713,89,14,103,30972,5715,36687,31970,164,884756,10824,81.69999694824219,36687,884756,4.300000190734863
2022,374,한국관광대학교,전문대학,사립,경기,C그룹,55052,1635,56687,101279,2078,103357,9,7,60981,1,17,60981,94,1,95,4329,329,4658,2312,0,103357,1653,62.5,4658,103357,4.699999809265137
2022,375,한국교원대학교,대학,국립,충북,B그룹,256423,118921,375344,536087,156445,692532,28,19,133566,0,47,133566,160,47,207,14170,2934,17104,13300,0,692532,5695,121.5999984741211,17104,692532,2.5
2022,376,한국국제대학교,대학,사립,경남,C그룹,103624,21158,124782,246050,23959,270009,18,10,35138,0,28,35138,93,0,93,0,96,96,71,0,270009,1196,225.8000030517578,96,270009,0.0
2022,377,한국기술교육대학교,대학,사립,충남,C그룹,183542,37935,221477,380635,47890,428525,21,21,70934,5,47,70934,206,54,260,15678,1144,16822,9546,5070,428525,4609,93.0,16822,428525,4.099999904632568
2022,378,한국농수산대학교,전문대학,국립,전북,C그룹,52690,4145,56835,61235,4952,66187,1,3,14742,2,6,14742,163,23,186,1208,290,1498,1267,0,66187,1636,40.5,1498,66187,2.299999952316284
2022,379,한국방송통신대학교,대학,국립,서울,A그룹,250633,145230,395863,884881,131022,1015903,1,21,78136,5,27,78136,91,1,92,10780,1217,11997,6320,31635,1015903,107154,9.5,11997,1015903,1.2000000476837158
2022,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,2908,5491,8399,6084,5491,11575,0,0,8399,0,0,8399,0,0,0,128,331,459,443,0,11575,2592,4.5,459,11575,4.099999904632568
2022,381,한국상담대학원대학교,대학원대학,사립,서울,-,13048,2105,15153,19324,2523,21847,11,7,0,0,18,0,0,0,0,234,1996,2230,1503,0,21847,167,130.8000030517578,2230,21847,11.399999618530272
2022,382,한국성서대학교,대학,사립,서울,C그룹,92463,21958,114421,139749,26740,166489,11,14,94558,3,28,94558,108,36,144,1466,4207,5673,2686,2189,166489,1248,133.39999389648438,5673,166489,3.5
