YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_18A,BG3Y_MCS_19B,BG3Y_MCS_20C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2020,176,부산과학기술대학교,전문대학,사립,부산,B그룹,106109,4004,110113,155368,4399,159767,1,2,14556,0,3,14556,120,0,120,5290,0,5290,1328,0,159767,4173,38.29999923706055,5290,159767,3.400000095367432,8564.599609375,1387,51,8564.599609375,3984,2.0999999046325684,107562883280,306222220,8871960,16318232,218413008,218154821,0,82581545,850561786,77684926000,295000000,70000000,30000000,301016000,168000000,0,55000000,919016000,850561786,7778,109354.8,850561786,107562883280,.8,1111499213,1076364922,850561786,-12.1,18562,16326,2236,599,888,540,12709,33298,18376,16094,2282,591,906,596,10460,30929,0,799450,7767,875,494,221,1245,10602,82092,13102,9553,5019,10170,119936,0,0,2179,13900,169,149,134,930,92,61,2199,95194,18562,5.099999904632568,799450,18562,43.09999847412109,3,8,0,1,12,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,10,0,1,14,0,0,0,0,0,3,10,0,1,14,717.5999755859375,109,11,1,2,0,7285,1.7999999523162842,11,2,7285,1.7999999523162842,717.5999755859375,13,0,55.20000076293945
2020,70,국립경국대학교,대학,국립,경북,B그룹,356523,78310,434833,750877,119533,870410,10,10,32839,3,23,32839,130,7,137,18623,4410,23033,8487,1436,870410,7331,118.6999969482422,23033,870410,2.700000047683716,324,50,2,324,635,.5,8508479168,2700000,0,0,0,0,0,0,2700000,9680332100,3000000,0,0,0,0,0,0,3000000,2700000,321,8411.2,2700000,8508479168,0,2543220,2618640,2700000,3,7778,7017,761,326,367,267,12814,21552,7737,6988,749,331,394,284,8487,17233,0,169557,3275,277,214,170,3519,7455,28170,2239,3162,2552,19415,55538,0,0,655,131,6436,79,55,320,16,62,1251,30409,7778,3.900000095367432,169557,7778,21.799999237060547,11,8,0,2,21,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,11,8,0,2,21,0,0,0,1,1,11,8,0,3,22,872.9000244140625,146,19,3,0,0,15426,1.399999976158142,19,0,15426,1.2000000476837158,872.9000244140625,21,0,41.59999847412109
2020,71,국립공주대학교,대학,국립,충남,A그룹,497306,106438,603744,1159286,173755,1333041,20,22,78763,1,43,78763,422,77,499,24474,5664,30138,15790,0,1333041,15712,84.80000305175781,30138,1333041,2.299999952316284,3487.699951171875,643,23,3487.699951171875,3066,1.100000023841858,57973273878,86362230,17215000,5106330,21077000,0,0,9000000,138760560,33003242000,70000000,20000000,10000000,26000000,10000000,0,14000000,150000000,138760560,2549,54437.3,138760560,57973273878,.2,144937020,147846695,138760560,-2.1,60,0,60,18,93,6,0,177,67,0,67,18,101,9,0,195,0,26000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,26000,60,433.2999877929688,2,10,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,10,0,1,13,0,0,0,0,0,2,10,0,1,13,793,149,12,0,0,1,8105,1.5,12,0,8105,1.5,793,12,1,61
2020,72,국립군산대학교,대학,국립,전북,B그룹,278298,47900,326198,603030,95497,698527,13,11,25412,5,29,25412,325,63,388,10395,3274,13669,10746,0,698527,8001,87.30000305175781,13669,698527,2,736,156,11,736,946,.800000011920929,261245429365,620943730,0,29960100,1013632585,446339820,0,20830000,2131706235,294025591000,600000000,0,50000000,904000000,560000000,0,50000000,2164000000,2131706235,20801,102480.9,2131706235,261245429365,.8,1899850184,1847452882,2131706235,6.3,9260,8022,1238,325,563,319,2096,12563,9100,7915,1185,342,601,320,2011,12374,0,836577,3751,387,241,214,718,5311,24273,4186,4078,3217,12614,48368,0,0,1904,1632,35,205,87,500,67,10,189,28459,9260,3.0999999046325684,836577,9260,90.3000030517578,2,4,0,0,6,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,6,0,0,8,0,0,0,0,0,2,6,0,0,8,536,59,6,0,2,0,6101,1.2000000476837158,6,2,6101,1.2999999523162842,536,6,2,67
2020,73,국립금오공과대학교,대학,국립,경북,B그룹,196674,47001,243675,427728,73632,501360,20,18,202863,5,43,202863,156,49,205,16761,3168,19929,13032,0,501360,6318,79.4000015258789,19929,501360,4.099999904632568,246,46,8,246,372,.699999988079071,106940058918,237732970,7047000,9701170,326190554,147322895,0,64454703,792449292,114273754000,230000000,9000000,10000000,350810000,120987000,0,71080000,791877000,792449292,8474,93515.4,792449292,106940058918,.7,758269988,815274799,792449292,2.4,8813,8230,583,332,314,306,318,10083,8820,8254,566,334,316,319,357,10146,0,266022,4305,125,168,232,88,4918,25910,697,2234,2753,792,32386,0,0,1940,3175,82,7,4,37,0,27,491,26607,8813,3,266022,8813,30.200000762939453,5,3,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,10,0,0,0,0,0,5,3,0,2,10,795.5,141,8,2,0,0,8142,1.2000000476837158,8,0,8142,1,795.5,11,0,72.30000305175781
2020,74,국립목포대학교,대학,국립,전남,B그룹,258003,88531,346534,515552,133190,648742,12,19,17881,1,32,17881,419,16,435,10365,5477,15842,10104,0,648742,8132,79.80000305175781,15842,648742,2.5,4295.39990234375,915,33,4295.39990234375,3484,1.2000000476837158,9080185063,24126000,2182000,0,0,23692000,0,0,50000000,8323643000,16800000,2200000,0,0,25000000,0,6000000,50000000,50000000,510,98039.2,50000000,9080185063,.6,90000000,95000000,50000000,-20.9,321,321,0,17,10,31,7,386,307,307,0,16,6,29,2,360,0,357,34,0,6,13,2,55,105,0,38,60,7,210,0,0,0,0,0,0,0,0,0,0,0,105,321,.3000000119209289,357,321,1.100000023841858,1,2,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,1,4,0,0,0,0,0,1,2,0,1,4,103,18,3,0,0,1,2639,1.2999999523162842,3,0,2639,1.100000023841858,103,3,1,25.799999237060547
2020,75,국립목포해양대학교,대학,국립,전남,C그룹,105472,15165,120637,215484,20364,235848,3,5,22186,0,8,22186,121,0,121,3392,1146,4538,2241,0,235848,2689,87.69999694824219,4538,235848,2,3033.10009765625,175,20,3033.10009765625,170,17.799999237060547,237108156271,391714878,97553750,37329260,3066582464,422280821,0,72949661,4088410834,277981210000,391600000,103749000,40500000,3085452957,489103786,0,71580257,4181986000,4088410834,10503,389261.2,4088410834,237108156271,1.7,3829331680,3742182364,4088410834,3.5,2549,2450,99,87,80,69,1,2786,2277,2176,101,97,112,70,1,2557,0,50747,561,11,32,38,0,642,5020,80,560,1262,1357,8279,0,0,61,34,29,26,5,24,0,5,176,5100,2549,2,50747,2549,19.89999961853028,5,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,19,0,0,0,0,0,5,14,0,0,19,1188,222,19,0,0,0,18376,1,19,0,18376,1,1188,20,0,59.400001525878906
2020,76,국립부경대학교,대학,국립,부산,A그룹,358341,149930,508271,1058473,238162,1296635,23,29,275169,4,56,275169,480,132,612,14078,18191,32269,18599,0,1296635,18562,69.9000015258789,32269,1296635,2.5999999046325684,4791,834,74,4791,5981,.800000011920929,22888177356,38436620,1572300,1277000,12000000,2569207,0,7800000,63655127,22193443034,36810000,2700000,2000000,8500000,2600000,0,8300000,60910000,63655127,1885,33769.3,63655127,22888177356,.3,63462347,62338178,63655127,.2,20801,18550,2251,897,1104,312,1103,24217,21077,18678,2399,905,1191,317,63,23553,0,911345,6080,458,239,187,96,7060,44693,3856,4199,2116,13690,68554,0,0,21,897,556,76,143,539,132,37,390,48549,20801,2.299999952316284,911345,20801,43.79999923706055,3.5,7.5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,7.5,0,0,11,0,0,0,0,0,3.5,7.5,0,0,11,533,110,11,0,0,0,7737,1.399999976158142,11,0,7737,1.399999976158142,533,11.5,1,42.59999847412109
2020,77,국립순천대학교,대학,국립,전남,B그룹,392474,102875,495349,719174,152046,871220,18,25,59485,8,51,59485,293,105,398,18209,7109,25318,20225,0,871220,7778,112,25318,871220,3,18747,2500,82,18747,9876,1.899999976158142,18194584445,90970660,7112146,94050,26833296,18894023,0,6000000,149904175,16967874801,51400000,9000000,1000000,20000000,18000000,0,600000,100000000,149904175,1544,97088.2,149904175,18194584445,.8,139999391,149999992,149904175,3.5,8474,8057,417,438,379,182,257,9730,8518,8107,411,423,406,231,278,9856,0,438324,1992,66,163,136,97,2454,16523,851,2590,2768,1289,24021,0,0,6617,2769,19,1,87,106,36,28,474,17374,8474,2.0999999046325684,438324,8474,51.70000076293945,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,11.5,3,1,0,0,0,67,14.899999618530272,1,0,67,14.899999618530272,11.5,1,0,11.5
2020,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,802,718,1520,806,718,1524,0,0,250,0,0,250,0,0,0,0,0,0,0,0,1524,60,25.39999961853028,0,1524,0,2263.5,473,41,2263.5,4367,.5,78358404265,165969320,31207321,27073770,128511654,116423743,0,11450000,480635808,76974844000,172096000,50000000,20000000,142000000,123000000,0,15000000,522096000,480635808,7152,67203,480635808,78358404265,.6,388767755,335755724,480635808,14.8,510,448,62,24,21,37,3,595,524,457,67,25,37,36,3,625,0,36320,338,17,23,10,0,388,2283,119,301,71,16,2790,0,0,12,7,3,0,0,0,0,1,111,2402,510,4.699999809265137,36320,510,71.19999694824219,1,11,1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1,1,14,0,0,0,0,0,1,11,1,1,14,854.2000122070312,173,13,1,0,0,9100,1.5,13,0,9100,1.399999976158142,854.2000122070312,13,1,61
2020,79,국립창원대학교,대학,국립,경남,B그룹,287352,122882,410234,528560,177918,706478,19,20,53358,2,41,53358,567,136,703,18064,2689,20753,19440,0,706478,9260,76.30000305175781,20753,706478,3,16496.5,2808,222,16496.5,12391,1.2999999523162842,33401280949,70447970,3920300,0,0,15388800,0,0,89757070,43619426000,70000000,4000000,0,0,16000000,0,0,90000000,89757070,3763,23852.5,89757070,33401280949,.3,109801332,108781252,89757070,-9.2,10503,8181,2322,1163,1293,457,5456,18872,10484,8317,2167,1169,1466,477,4938,18534,0,1201344,5447,794,1938,179,758,9116,60818,21568,24138,4796,14096,125416,0,0,6318,5630,3026,821,2061,635,1433,123,1499,82386,10503,7.800000190734863,1201344,10503,114.4000015258789,2,7,0,0,9,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,8,0,2,12,0,0,0,0,0,2,8,0,2,12,775.9000244140625,107,9,0,1,2,8820,1.2000000476837158,9,1,8820,1.100000023841858,775.9000244140625,10,2,64.69999694824219
2020,80,국립한국교통대학교,대학,국립,충북,B그룹,271242,69922,341164,612714,94391,707105,10,18,56686,0,28,56686,78,22,100,24412,2917,27329,15046,0,707105,8813,80.19999694824219,27329,707105,4,135,24,2,135,116,1.2000000476837158,22561524702,52013550,0,0,5780000,2599913,0,0,60393463,27857118760,56160000,0,0,0,0,0,0,56160000,60393463,2795,21607.7,60393463,22561524702,.3,68867734,63657034,60393463,-6.3,1885,1885,0,54,123,66,45,2173,1860,1860,0,52,153,59,65,2189,0,111091,783,0,23,36,23,865,9950,0,341,557,6700,17548,0,0,27,8,0,0,0,1,0,9,517,9950,1885,5.300000190734863,111091,1885,58.900001525878906,5,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,5,5,0,0,10,810.5999755859375,242,10,0,0,0,7325,1.399999976158142,10,0,7325,1.399999976158142,810.5999755859375,11,0,73.69999694824219
2020,81,국립한국해양대학교,대학,국립,부산,B그룹,193521,96187,289708,417628,153860,571488,13,15,17180,1,29,17180,215,40,255,5000,9583,14583,7929,0,571488,7386,77.4000015258789,14583,571488,2.5999999046325684,352,72,0,352,185,1.899999976158142,16312543695,36078051,7633915,190800,24167000,31370229,0,2200000,101639995,15966259000,32440000,10000000,1000000,26780000,33020000,0,2200000,105440000,101639995,1520,66868.4,101639995,16312543695,.6,99000000,92599997,101639995,1.6,1544,833,711,25,113,33,284,1999,1526,814,712,25,95,31,262,1939,0,100363,666,619,101,21,137,1544,10923,17945,3083,576,1929,34456,0,0,210,370,190,21,29,7,26,7,180,28868,1544,18.700000762939453,100363,1544,65,1,7,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,9,0,0,0,0,0,1,7,1,0,9,667,152,9,0,0,0,9305,1,9,0,9305,1,667,9,0,74.0999984741211
2020,82,국립한밭대학교,대학,국립,대전,B그룹,241387,75413,316800,524438,97243,621681,13,18,24665,2,33,24665,288,50,338,14739,6184,20923,13718,0,621681,9285,67,20923,621681,3.5,4501,510,17,4501,2551,1.7999999523162842,12117965087,22311950,1440300,0,4480000,0,0,0,28232250,13124533000,35000000,2000000,0,5000000,0,0,0,42000000,28232250,1187,23784.5,28232250,12117965087,.2,32045990,31750990,28232250,-6,7152,6760,392,238,208,165,72,7835,7101,6695,406,238,216,171,140,7866,0,148134,3379,116,118,136,46,3795,16612,1016,1760,2200,433,22021,0,0,75,103,35,23,41,37,51,4,71,17628,7152,2.5,148134,7152,20.700000762939453,5,5,1,2,13,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,5,21,1,2,29,0,0,0,0,0,5,21,1,2,29,1412.5,405,11,2,16,0,18122,1.399999976158142,11,16,18122,1.5,1412.5,12,18,47.09999847412109
2020,83,국민대학교,대학,사립,서울,A그룹,441293,221502,662795,1126759,306100,1432859,24,36,106998,7,67,106998,917,188,1105,22109,4969,27078,19561,161,1432859,18582,77.0999984741211,27078,1432859,1.899999976158142,12801.7001953125,1718,110,12801.7001953125,11771,1.100000023841858,283616942500,353263901,663100431,7851380,1423419153,506571533,0,17371190,2971577588,250853993000,473000000,644500000,7500000,1160000000,10000000,0,15000000,2310000000,2971577588,22414,132576.9,2971577588,283616942500,1,2337919950,2945709462,2971577588,13.4,3763,3763,0,107,158,47,0,4075,3534,3534,0,106,153,40,0,3833,0,24423,289,0,24,34,0,347,1326,0,128,208,683,2345,0,0,0,0,0,0,0,1,0,6,500,1326,3763,.4000000059604645,24423,3763,6.5,2,5,1,3,11,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,5,1,3,11,0,0,0,1,1,2,5,1,4,12,194,16,8,4,0,0,0,0,8,0,0,0,194,12,0,16.200000762939453
2020,84,국방대학교,기타,기타,충남,-,177905,72134,250039,293510,88362,381872,0,28,917,0,28,917,184,80,264,7989,4280,12269,8938,0,381872,0,0,12269,381872,3.299999952316284,11575,2789,109,11575,16141,.699999988079071,13403950820,29999200,2875000,0,0,0,0,3500000,36374200,13450000000,30000000,3000000,0,0,0,0,3500000,36500000,36374200,619,58762.8,36374200,13403950820,.3,36474800,36435000,36374200,-.1,2795,2795,0,88,137,53,68,3141,2663,2663,0,81,119,53,0,2916,0,0,701,0,35,24,18,778,4821,0,418,290,148,5677,0,0,1,1,0,1,0,2,0,0,0,4821,2795,1.7000000476837158,0,2795,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,270,3,0,1,270,3.700000047683716,0,1,0,0
2020,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,5312,164,5476,5369,164,5533,2,0,0,0,2,0,4,0,4,74,32,106,100,9775,5533,268,20.600000381469727,106,5533,2,0,0,0,0,6316,0,1245099399,4159545,332000,0,0,0,0,0,4491545,1335790000,8200000,800000,0,0,0,0,0,9000000,4491545,157,28608.6,4491545,1245099399,.4,7165584,6321583,4491545,-20.4,1520,1389,131,46,92,43,333,2034,1492,1351,141,47,111,52,230,1932,0,5178,230,60,31,20,23,364,1055,924,493,432,492,3396,0,0,521,198,2,1,35,1,1,8,404,1979,1520,1.2999999523162842,5178,1520,3.400000095367432,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,2,354,49,1,0,1,0,3857,.5,1,1,3857,.5,354,1,2,118
2020,86,국제대학교,전문대학,사립,경기,B그룹,48833,22552,71385,105943,22580,128523,7,5,44213,0,12,44213,75,0,75,4610,779,5389,3704,0,128523,3889,33,5389,128523,4.400000095367432,1132.300048828125,300,32,1132.300048828125,3396,.3000000119209289,14381336558,28103990,3595500,1250210,4388000,2539015,0,0,39876715,13013192000,27000000,4000000,1500000,3500000,3500000,0,0,39500000,39876715,1199,33258.3,39876715,14381336558,.3,39689373,43235984,39876715,.6,1187,1187,0,27,54,30,0,1298,1012,1012,0,23,33,33,0,1101,0,23600,248,0,12,6,0,266,1400,0,66,47,0,1513,0,0,1221,287,27,0,0,0,0,9,225,1400,1187,1.2000000476837158,23600,1187,19.89999961853028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3430,569,26,3430,1097,3.0999999046325684,396992983030,506434126,85180020,1557600,1387784205,509044049,0,10000000,2500000000,376628928000,495000000,85000000,10000000,1400000000,500000000,0,10000000,2500000000,2500000000,20277,123292.4,2500000000,396992983030,.6,2742552820,2602122040,2500000000,-4.5,22414,19800,2614,1006,1386,812,1302,26920,22114,19587,2527,1004,1288,815,764,25985,0,1715470,7448,2211,973,297,579,11508,41498,8459,9221,3410,18384,80972,0,0,592,3533,134,213,179,1667,4745,175,2635,49957,22414,2.200000047683716,1715470,22414,76.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,84,9.5,0,0,84,0,0,1,0,0
2020,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1289,2708,3997,2148,4565,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713,124,54.09999847412109,0,6713,0,5567,1595,68,5567,6749,.800000011920929,0,315806788,45203090,182830,353490986,100297868,0,15200000,830181562,0,274878000,47839515,800000,371165535,142495821,0,15200000,852378871,830181562,7667,108279.8,830181562,0,0,1033027905,899983367,830181562,-10.3,619,619,0,30,66,57,290,1062,635,635,0,30,94,62,282,1103,0,31800,200,0,20,54,94,368,1859,0,206,490,1249,3804,0,0,82,0,0,0,0,0,0,10,214,1859,619,3,31800,619,51.400001525878906,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,2,54,14,0,2,0,0,3119,.5,0,0,3119,0,54,2,0,27
2020,89,국제사이버대학교,대학,사립,경기,C그룹,1200,0,1200,9798,0,9798,0,0,1200,0,0,1200,0,0,0,408,0,408,341,0,9798,3046,3.200000047683716,408,9798,4.300000190734863,10720.400390625,2091,202,10720.400390625,9607,1.100000023841858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,157,7,15,8,199,386,145,0,145,7,18,6,206,382,0,7400,0,44,13,4,38,99,0,568,202,24,377,1171,0,0,100,30,60,30,0,146,0,1,12,568,157,3.5999999046325684,7400,157,47.09999847412109,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,2,32,4,1,1,0,0,46,39.09999847412109,1,0,46,21.700000762939453,32,1,1,16
2020,90,국제언어대학원대학교,대학원대학,사립,서울,-,2911,12323,15234,3828,13432,17260,0,0,130,0,0,130,0,2,2,157,3,160,22,0,17260,55,313.79998779296875,160,17260,.8999999761581421,3762,1131,50,3762,3678,1,1360043314,4117140,935000,0,7643570,0,0,0,12695710,1467921000,8500000,1600000,0,7500000,0,0,0,17600000,12695710,165,76943.7,12695710,1360043314,.9,17455724,13712160,12695710,-14.4,1199,1199,0,41,77,39,31,1387,1181,1181,0,39,68,39,52,1379,0,69445,365,0,51,32,37,485,2247,0,881,623,504,4255,0,0,5,1,1,3,0,18,0,6,670,2247,1199,1.899999976158142,69445,1199,57.900001525878906,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020,91,국제예술대학교,기타,기타,서울,-,1041,26,1067,1052,26,1078,0,0,0,0,0,0,0,0,0,11,0,11,11,0,1078,0,0,11,1078,1,2518.699951171875,476,62,2518.699951171875,4071,.6000000238418579,125916414310,249998810,0,9999405,283872716,110047384,0,0,653918315,121080463738,218000000,0,7000000,317000000,103000000,0,25000000,670000000,653918315,7914,82628,653918315,125916414310,.5,564605744,634995167,653918315,7.7,20277,15933,4344,698,1258,490,26907,49630,20087,15766,4321,689,1349,538,31783,54446,0,1682509,8305,2210,671,400,2806,14392,59742,23689,10858,5262,29009,128560,0,0,0,0,0,86,238,1059,186,57,825,83431,20277,4.099999904632568,1682509,20277,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,57,5,0,0,1,0,1152,.699999988079071,0,1,1152,.8999999761581421,57,1,1,28.5
2020,92,군산간호대학교,전문대학,사립,전북,C그룹,23672,3703,27375,33525,4825,38350,1,5,6910,0,6,6910,25,0,25,1201,340,1541,1113,386,38350,1134,33.79999923706055,1541,38350,4.199999809265137,8062.89990234375,1618,91,8062.89990234375,6754,1.2000000476837158,42266299442,100398440,11154600,1098400,10822000,3000000,0,890000,127363440,43451959665,101000000,11450000,3000000,11000000,3200000,0,900000,130550000,127363440,4269,29834.5,127363440,42266299442,.3,142583910,121899270,127363440,-5,7667,7244,423,455,365,184,592,9263,7402,6995,407,462,341,177,1061,9443,0,347449,3702,163,233,188,102,4388,26470,1405,5298,2655,2503,38331,0,0,0,0,10,41,129,101,41,89,1957,27875,7667,3.5999999046325684,347449,7667,45.29999923706055,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,2,29.5,4,1,1,0,0,1904,.8999999761581421,1,0,1904,.5,29.5,2,0,14.800000190734863
2020,93,군장대학교,전문대학,사립,전북,C그룹,55938,247,56185,88805,325,89130,5,5,15533,12,22,15533,13,0,13,3122,91,3213,3197,0,89130,1951,45.70000076293945,3213,89130,3.700000047683716,0,0,0,0,0,0,187022294585,149000000,10276000,53407687,507377885,117580490,0,39480000,877122062,191127475000,149000000,12220000,45000000,518000000,121500000,0,41000000,886720000,877122062,16083,54537.2,877122062,187022294585,.5,903259039,826935439,877122062,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,1,0,3,4,166,31,0,3,1,0,3792,.800000011920929,0,1,3792,.3000000119209289,166,4,1,33.20000076293945
2020,94,극동대학교,대학,사립,충북,C그룹,167221,38113,205334,269083,44778,313861,3,7,111607,3,13,111607,115,0,115,8907,219,9126,8921,0,313861,3770,83.30000305175781,9126,313861,3,117,16,1,117,53,2.200000047683716,128454943550,240150617,22445705,5768510,424671463,168692472,0,14262987,875991754,124334991000,262000000,29000000,7000000,430000000,170000000,0,20000000,918000000,875991754,12609,69473.5,875991754,128454943550,.7,891476760,877981409,875991754,-.9,165,0,165,13,17,8,963,1166,169,0,169,13,20,7,1061,1270,0,2159,0,80,9,4,6,99,0,1074,138,17,37,1266,0,0,5,0,0,2,0,1,0,2,17,1074,165,6.5,2159,165,13.100000381469728,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2454,.3000000119209289,0,0,2454,0,0,1,0,0
