YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCP,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_15A,BG3Y_MCS_16B,BG3Y_MCS_17C,BG3Y_BG3Y,VUC_SCP,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCP,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2017,1,서울대학교,62.23,200,대학,국립,서울,A그룹,553153,1046848,1600001,2351829,2676453,5028282,88,186,718739,0,274,718946,2292,2197,4489,36263,15562,51825,46214,40,5028282,28630,175.60000610351562,51825,5028282,1,3339,444,10,37,47,3339,1975,1.7000000476837158,27403640000,77993310,5859800,0,14404500,0,0,0,98257610,24686053000,50000000,6050000,500000,14950000,0,0,0,71500000,98257610,2606,37704.4,98257610,27403640000,.4,79255315,82158000,98257610,11.6,3136,3136,0,89,357,58,37,3677,15,191597,1616,0,87,47,5,1755,19647,0,1928,739,35,22349,0,0,0,5,5,0,0,11,0,0,0,19647,3136,6.300000190734863,191597,3136,61.09999847412109,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,31,1,1,0,0,1,1079,1.399999976158142,1,0,1079,.8999999761581421,31,1,1,15.5
2017,2,연세대학교,48.53,272,대학,사립,서울,A그룹,848648,766468,1615116,1484554,1148825,2633379,63,111,290133,0,174,290133,1349,941,2290,51019,20015,71034,53045,91865,2633379,31007,84.9000015258789,71034,2633379,2.799999952316284,3005,485,11,25,36,3005,3709,.800000011920929,740321015000,763385826,39082664,0,3977966827,1212537325,0,21704253,6014676895,794973626000,544300000,41439000,0,4528148000,1307393000,0,15500000,6436780000,6014676895,10633,565661.3,6014676895,740321015000,.8,5380416000,6027695000,6014676895,5.9,575,567,8,24,20,19,86,724,2,18227,297,9,18,14,48,386,12223,156,211,293,438,13321,0,0,56,28,18,22,16,22,16,5,172,12379,575,21.5,18227,575,31.700000762939453,0,0,3,0,3,0,3,0,0,0,0,0,3,0,3,65,7,0,0,3,0,3709,.6000000238418579,0,3,3709,.800000011920929,65,0,3,21.700000762939453
2017,3,고려대학교,47.94,50,대학,사립,서울,A그룹,659966,754791,1414757,1469665,1342724,2812389,98,102,365307,0,200,427201,1711,1621,3332,42524,14929,57453,35864,734,2812389,29540,95.1999969482422,57453,2812389,2.0999999046325684,13342,2484,56,116,172,13342,18182,.699999988079071,39913998000,213370590,32286000,10947090,67979960,26970040,0,7000000,358553680,47803228000,196000000,35200000,4000000,71000000,28500000,0,0,334700000,358553680,4246,84445,358553680,39913998000,.9,458147080,399313470,358553680,-11.5,24537,22378,2159,898,1017,662,30878,57992,101,1205655,12760,1214,884,513,1999,17370,101088,17112,17447,6402,39409,181458,0,0,10472,24017,135,490,721,3136,1129,104,2827,118200,24537,4.800000190734863,1205655,24537,49.09999847412109,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,41,1,1,0,0,0,1520,.699999988079071,1,0,1520,.699999988079071,41,1,0,41
2017,4,한국과학기술원,47.34,373,대학,국립,대전,A그룹,234347,294243,528590,318613,348470,667083,63,57,212401,0,120,213623,163,52,215,45991,7182,53173,51035,19,667083,10633,62.70000076293945,53173,667083,8.699999809265137,2928,564,4,5,9,2928,1145,2.5999999046325684,29838469000,62465910,3028650,2505270,5547000,2485604,0,0,76032434,29965787000,57000000,3000000,3000000,5720000,2430000,0,0,71150000,76032434,2635,28854.8,76032434,29838469000,.3,68842781,82021970,76032434,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1145,.699999988079071,0,0,1145,0,0,1,0,0
2017,5,성균관대학교,45.71,227,대학,사립,서울,A그룹,644825,458848,1103673,1224184,729630,1953814,85,104,296420,0,189,297348,657,519,1176,72622,8269,80891,45790,88,1953814,26654,73.30000305175781,80891,1953814,4.300000190734863,726,260,2,21,23,726,1300,.6000000238418579,2508538000,0,0,0,0,0,0,0,0,2680568000,0,0,0,0,0,0,0,0,0,345,0,0,2508538000,0,0,0,0,0,1007,1007,0,33,64,39,16,1159,11,8505,266,0,11,27,9,313,1273,0,153,213,93,1732,0,0,278,19,0,0,0,0,0,7,188,1273,1007,1.2999999523162842,8505,1007,8.399999618530273,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,30,1,1,0,0,0,401,2.5,1,0,401,2.5,30,1,0,30
2017,6,한양대학교,45.56,443,대학,사립,서울,A그룹,609635,369100,978735,1000198,552117,1552315,46,53,116171,0,99,116351,1447,309,1756,18133,8471,26604,23690,49,1552315,22624,68.5999984741211,26604,1552315,1.7000000476837158,5680,667,6,72,78,5680,3130,1.7999999523162842,32841394000,86087605,8587930,1275780,5386000,3993887,0,0,105331202,31041558000,81900000,9000000,1800000,5547000,4200000,0,0,102447000,105331202,3472,30337.3,105331202,32841394000,.3,100876402,101314661,105331202,2.2,1754,1754,0,46,137,30,10,1977,15,20317,292,0,11,5,4,312,1642,0,74,66,16,1798,0,0,0,0,0,0,0,0,0,8,417,1642,1754,.8999999761581421,20317,1754,11.600000381469728,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,38,2,1,0,0,0,941,1.100000023841858,1,0,941,1.100000023841858,38,1,0,38
2017,7,포항공과대학교,45.48,367,대학,사립,경북,C그룹,83172,186918,270090,114877,328815,443692,28,13,395629,0,41,396495,102,116,218,2517,1382,3899,3371,2964,443692,3238,137,3899,443692,.8999999761581421,10150,1505,38,92,130,10150,5761,1.7999999523162842,21527721000,54536290,36458992,0,0,26279339,0,0,117274621,19440912000,47000000,41800000,3000000,0,17600000,0,0,109400000,117274621,1703,68863.5,117274621,21527721000,.5,173564000,125791000,117274621,-17.1,1069,1069,0,53,50,18,4,1194,7,7450,773,0,17,19,0,809,2360,0,124,150,0,2634,0,0,50,230,60,0,0,0,0,0,0,2360,1069,2.200000047683716,7450,1069,7,3,2,4,0,7,2,9,1,2,0,3,0,4,0,4,314,43,3,2,4,0,5761,1.399999976158142,3,4,5761,1.2000000476837158,314,5,4,34.900001525878906
2017,8,경북대학교,44.13,33,대학,국립,대구,A그룹,909063,598074,1507137,2262887,1104207,3367094,36,56,298264,0,92,299480,1382,1049,2431,167717,23478,191195,173894,4184,3367094,30296,111.0999984741211,191195,3367094,6,22616,4048,94,290,384,22616,21552,1,42843223000,25466580,5847700,30459000,13473000,2477030,0,21944431,99667741,39378741000,20000000,7000000,37000000,14000000,5000000,0,24000000,107000000,99667741,4951,20130.8,99667741,42843223000,.2,193190546,135922700,99667741,-28.2,17884,14521,3363,756,987,442,2266,22335,94,1970640,8714,1811,471,396,699,12091,76255,20558,6160,4443,33695,141111,0,0,26414,6407,284,1675,282,438,379,33,522,96813,17884,5.400000095367432,1970640,17884,110.1999969482422,5,0,0,9,5,9,14,1,4,0,5,0,0,0,0,437,52,5,0,0,9,9332,1,5,0,9332,.5,437,5,9,31.200000762939453
2017,9,경희대학교,43.66,45,대학,사립,서울,A그룹,852852,398645,1251497,1913172,594574,2507746,60,47,252632,0,107,257717,435,302,737,35329,7599,42928,30699,102514,2507746,33327,75.19999694824219,42928,2507746,1.7000000476837158,210,56,1,18,19,210,66,3.200000047683716,30675230000,40716550,3434300,21600,4800000,2085170,0,0,51057620,29405827000,46645040,4487000,2000000,5547000,2320960,0,0,61000000,51057620,2562,19928.8,51057620,30675230000,.2,60889350,52698750,51057620,-8.3,4246,2624,1622,132,187,138,592,5295,14,279814,2509,1050,192,105,119,3975,47412,7017,3529,1236,1964,61158,0,0,11904,5952,167,21,41,116,25,20,527,54429,4246,12.800000190734863,279814,4246,65.9000015258789,5,1,0,1,5,2,7,0,4,1,5,0,0,0,0,199,19,5,1,0,1,5064,1.2000000476837158,5,0,5064,1,199,6,1,28.39999961853028
2017,10,부산대학교,43.62,178,대학,국립,부산,A그룹,770406,366495,1136901,1644603,686444,2331047,38,42,157597,0,80,158317,1120,1324,2444,51979,35885,87864,47632,0,2331047,29618,78.69999694824219,87864,2331047,3.900000095367432,1280,285,6,45,51,1280,1356,.8999999761581421,843343242910,1852599000,1033128000,36550000,6618812000,1199978000,0,136479000,10877546000,803119227000,1394500000,747000000,35000000,6700000000,1160058000,0,98000000,10134558000,10877546000,28630,379935.2,10877546000,843343242910,1.3,9854134830,10435071896,10877546000,5.1,11174,7982,3192,434,738,265,9458,22069,37,1323489,6563,2441,445,212,821,10482,79364,57753,12706,4103,19370,173296,0,0,3337,2529,663,2772,3540,824,1129,106,2818,137117,11174,12.300000190734863,1323489,11174,118.4000015258789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5239,0,0,0,5239,0,0,0,0,0
