YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_PKG,ER_ELV_PKG,ER_TTL_PKG,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_22A,BG3Y_MCS_23B,BG3Y_MCS_24C,BG3Y_BG3Y,VUC_VTC_PYR_SC,VUC_VTC_PYR_UGRD,VUC_VTC_PYR_GRAD,VUC_VTC_PYR_FFAC,VUC_VTC_PYR_PFAC,VUC_VTC_PYR_STF,VUC_VTC_PYR_OTH,VUC_VTC_PYR_SUM,VUC_VTC_CYR_SC,VUC_VTC_CYR_UGRD,VUC_VTC_CYR_GRAD,VUC_VTC_CYR_FFAC,VUC_VTC_CYR_PFAC,VUC_VTC_CYR_STF,VUC_VTC_CYR_OTH,VUC_VTC_CYR_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_OEU_EDC,UE_OEU_EP,UE_REU_EDC,UE_REU_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_EXC_SL1,STF_FT_EXC_SL2,STF_FT_EXC_ALIB,STF_FT_EXC_NOH,STF_FT_EXC_SUM,STF_FT_MRL_SL1,STF_FT_MRL_SL2,STF_FT_MRL_ALIB,STF_FT_MRL_NOH,STF_FT_MRL_SUM,STF_PT_EXC_SL1,STF_PT_EXC_SL2,STF_PT_EXC_ALIB,STF_PT_EXC_NOH,STF_PT_EXC_SUM,STF_PT_MRL_SL1,STF_PT_MRL_SL2,STF_PT_MRL_ALIB,STF_PT_MRL_NOH,STF_PT_MRL_SUM,STF_TTL_EXC_SL1,STF_TTL_EXC_SL2,STF_TTL_EXC_ALIB,STF_TTL_EXC_NOH,STF_TTL_EXC_SUM,STF_TTL_MRL_SL1,STF_TTL_MRL_SL2,STF_TTL_MRL_ALIB,STF_TTL_MRL_NOH,STF_TTL_MRL_SUM,STF_TTL_SUM_SL1,STF_TTL_SUM_SL2,STF_TTL_SUM_ALIB,STF_TTL_SUM_NOH,STF_TTL_SUM_SUM,SES_OE_PTH,SES_OE_PTC,SES_OE2_PTH,SES_OE2_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCC,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2024,146,동아방송예술대학교,전문대학,사립,경기,B그룹,71884,23610,95494,106423,23891,130314,10,15,4,0,29,54,0,54,5179,386,5565,3676,0,130314,3054,42.70000076293945,5565,130314,4.5,33,10,4,33,249,.1000000014901161,9245303153,23519290,4088190,220400,13606000,8562584,0,0,49996464,7760000000,13000000,4300000,500000,13000000,9200000,0,0,40000000,49996464,616,81163.1,49996464,9245303153,.5,28347330,35911100,49996464,33,1789,1789,0,64,136,45,0,2034,1580,1580,0,57,141,56,0,1834,0,20000,251,0,14,39,6,310,2979,0,204,481,73,3737,0,0,0,0,0,0,0,0,0,2,100,0,0,2979,1789,1.7000000476837158,20000,1789,11.199999809265137,5,4,0,0,9,0,0,0,0,0,0,13,0,1,14,0,0,0,0,0,5,17,0,1,23,0,0,0,0,0,5,17,0,1,23,354,56,742,176,9,0,13,1,17982,1.100000023841858,9,13,17982,1.2000000476837158,1096,7,11,60.900001525878906
2024,147,동아보건대학교,전문대학,사립,전남,C그룹,29689,0,29689,35618,0,35618,11,12,4,0,27,46,0,46,1076,52,1128,1072,14292,35618,1026,34.70000076293945,1128,35618,3.299999952316284,218.6000061035156,51,3,218.6000061035156,210,1,24132856789,34865180,4264300,1491820,10855000,0,0,10000000,61476300,22680543000,27600000,3000000,0,11000000,0,0,10000000,51600000,61476300,1789,34363.5,61476300,24132856789,.3,75408150,51219546,61476300,-6,57,35,22,11,25,30,125,248,53,33,20,11,24,34,170,292,0,3513,39,20,28,21,45,153,1846,1672,546,459,1165,5688,0,0,0,0,0,21,9,10,0,4,52,0,0,3518,57,61.70000076293945,3513,57,61.59999847412109,0,0,0,2,2,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,7,0,2,9,0,0,0,0,0,0,7,0,2,9,129.39999389648438,26,189.6999969482422,45,0,2,7,0,7029,1,0,7,7029,1,319.1000061035156,2,7,35.5
2024,148,동양대학교,대학,사립,경북,C그룹,171965,65203,237168,301156,80316,381472,17,15,4,4,40,6,0,6,6206,104,6310,4598,0,381472,4106,92.9000015258789,6310,381472,1.7000000476837158,122,4,4,122,16737,0,7118110524,19379700,13723935,0,6900000,4859626,0,0,44863261,4583845000,20000000,15200000,0,8300000,5500000,0,0,49000000,44863261,57,787074.8,44863261,7118110524,.6,41688146,45154777,44863261,3.8,3890,3890,0,115,200,76,198,4479,3812,3812,0,107,197,80,244,4440,0,85252,317,0,32,51,72,472,3550,0,465,1259,785,6059,0,0,0,0,0,11,49,0,2,0,0,0,0,3550,3890,.8999999761581421,85252,3890,21.89999961853028,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,46,8,0,0,1,0,4630,.2000000029802322,0,1,4630,.2000000029802322,48,0,1,48
2024,149,동양미래대학교,전문대학,사립,서울,A그룹,187196,19236,206432,275298,25041,300339,5,4,4,1,14,181,19,200,5790,0,5790,5616,0,300339,5783,51.900001525878906,5790,300339,2,158,24,4,158,193,.800000011920929,36823108165,10000000,2075500,0,6354000,3154000,0,0,21583500,41536000000,12000000,2800000,0,6900000,3800000,0,0,25500000,21583500,3890,5548.5,21583500,36823108165,.1,21495967,21236202,21583500,.2,8895,8295,600,315,518,194,309,10231,8531,7952,579,298,530,195,408,9962,0,190111,2695,63,195,121,110,3184,29018,780,4325,2549,1646,38318,0,0,0,0,0,39,100,99,24,16,270,0,0,29798,8895,3.299999952316284,190111,8895,21.39999961853028,3,3,0,0,6,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,3,8,0,1,12,0,0,0,0,0,3,8,0,1,12,302,70,129,46,6,0,5,1,7306,1.399999976158142,6,5,7306,1.5,431,6,6,35.900001525878906
2024,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.1000061035156,77,7,380.1000061035156,133,2.900000095367432,114579284808,500998918,8961000,7000000,113885645,147810834,0,81400000,860056397,95339223000,501000000,0,7000000,133000000,133868000,0,81400000,856268000,860056397,8895,96689.9,860056397,114579284808,.8,693800649,764087818,860056397,11.3,4429,4429,0,147,236,103,0,4915,4228,4228,0,141,236,105,4,4714,0,173711,601,0,53,28,2,684,4620,0,574,213,4,5411,0,0,0,0,0,0,0,0,0,9,50,1,322,4620,4429,1,173711,4429,39.20000076293945,0,1,0,0,1,0,1,0,0,1,0,4,0,3,7,0,0,0,0,0,0,5,0,3,8,0,1,0,0,1,0,6,0,3,9,0,0,364,86,2,0,4,3,7367,.8999999761581421,2,4,7367,.800000011920929,364,3,7,36.400001525878906
2024,151,동원과학기술대학교,전문대학,사립,경남,B그룹,54407,1962,56369,83180,2209,85389,1,0,0,0,1,44,0,44,2316,9,2325,1912,0,85389,2241,38.09999847412109,2325,85389,2.799999952316284,252,77,3,252,69,3.700000047683716,52698967179,89476930,0,0,27464000,36891230,0,0,153832160,63041540493,100000000,0,0,21410000,36700000,0,0,158110000,153832160,4429,34732.9,153832160,52698967179,.3,146498053,145823446,153832160,2.5,135,41,94,8,23,8,174,348,176,50,126,8,22,8,0,214,0,2694,28,68,18,4,41,159,281,1102,299,61,328,2071,0,0,0,0,0,2,2,1,0,29,42,0,0,1383,135,10.199999809265137,2694,135,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,10,1,32,9,1,0,0,0,318,3.0999999046325684,1,0,318,3.0999999046325684,42,1,0,42
2024,152,동원대학교,전문대학,사립,경기,B그룹,76885,2018,78903,108766,3235,112001,1,0,0,1,2,2,0,2,1714,4,1718,1488,0,112001,2547,44,1718,112001,1.600000023841858,16414.69921875,2395,253,16414.69921875,11746,1.399999976158142,2162430060,2679450,266000,0,0,0,0,0,2945450,2767959000,0,0,0,0,0,0,0,0,2945450,135,21818.1,2945450,2162430060,.1,6968710,7000000,2945450,-28.7,7577,7118,459,256,271,227,0,8331,7672,7304,368,243,294,237,32,8478,0,190225,1530,41,109,135,20,1835,14328,489,2836,2676,871,21200,0,0,0,0,0,62,23,50,11,14,245,0,0,14817,7577,2,190225,7577,25.100000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,153,동의과학대학교,전문대학,사립,부산,B그룹,105942,5540,111482,178693,7031,185724,11,3,1,0,15,20,1,21,3802,212,4014,2911,0,185724,3813,48.70000076293945,4014,185724,2.200000047683716,3830,491,26,3830,2703,1.399999976158142,104447022500,289985050,6211480,0,148814567,120144855,8501500,30982100,604639552,111218658000,290000000,6000000,0,150000000,121000000,8000000,31000000,606000000,604639552,7577,79799.3,604639552,104447022500,.6,580737806,615169370,604639552,2.1,194,0,194,12,37,6,0,249,225,0,225,10,49,7,0,291,0,20,0,10,3,0,0,13,0,40,10,0,0,50,0,0,0,0,0,0,0,10,3,0,0,0,0,40,194,.2000000029802322,20,194,.1000000014901161,1,5,2,0,8,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,7,2,0,10,0,0,0,0,0,1,7,2,0,10,80.5,21,303.5,80,8,0,2,0,9159,1,8,2,9159,1.100000023841858,384,9,1,38.400001525878906
2024,154,동의대학교,대학,사립,부산,A그룹,482020,198197,680217,994891,321340,1316231,17,25,4,2,48,368,11,379,19976,903,20879,17110,0,1316231,15079,87.30000305175781,20879,1316231,1.600000023841858,1195.199951171875,371,12,1195.199951171875,879,1.399999976158142,2836732935,0,0,0,0,0,0,0,0,2058887000,5355000,0,0,0,0,0,0,5355000,0,194,0,0,2836732935,0,300000,420000,0,-30,5738,5385,353,209,330,183,764,7224,5686,5357,329,200,353,182,558,6979,0,668938,5281,186,246,256,390,6359,30936,1466,3354,3194,2415,41365,0,0,0,0,0,88,527,95,84,57,248,0,0,32402,5738,5.599999904632568,668938,5738,116.5999984741211,0,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,83,10,56,17,1,0,2,0,5766,.5,1,2,5766,.5,139,1,2,46.29999923706055
2024,155,두원공과대학교,전문대학,사립,경기,B그룹,65912,9196,75108,128444,10609,139053,2,1,0,0,3,0,0,0,1095,0,1095,622,0,139053,2204,63.09999847412109,1095,139053,.800000011920929,10449,1319,122,10449,7461,1.399999976158142,76185532953,179585410,16788221,1356080,205261217,129331874,29800000,42360200,604483002,80048609000,117182888,15177974,535693,165299386,129331874,0,18883185,446411000,604483002,5738,105347.3,604483002,76185532953,.8,496384574,521867966,604483002,10.5,2402,2402,0,72,166,62,2,2704,2415,2415,0,64,172,67,2,2720,0,11609,386,0,15,23,16,440,3009,0,137,152,742,4040,0,0,0,0,0,0,0,2,0,20,610,0,0,3009,2402,1.2999999523162842,11609,2402,4.800000190734863,0,1,0,4,5,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,4,9,0,0,0,0,0,0,5,0,4,9,161.5,71,175,46,1,4,4,0,6528,1.100000023841858,1,4,6528,.800000011920929,336.5,6,4,33.70000076293945
2024,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3287,0,3287,10918,0,10918,10,14,4,0,28,0,0,0,149,0,149,135,0,10918,3187,3.400000095367432,149,10918,1.399999976158142,1092,242,41,1092,3139,.3000000119209289,20343368666,39130520,1490000,0,4748000,0,0,6526000,51894520,20867898000,19874000,500000,200000,5000000,0,2000000,6526000,34100000,51894520,2402,21604.7,51894520,20343368666,.3,58979030,55142290,51894520,-6.2,17607,13416,4191,681,1793,537,9974,30592,17982,13559,4423,684,1850,567,11305,32388,0,685479,6885,1973,574,296,542,10270,66615,32342,11635,4188,6042,120822,0,0,0,0,0,145,235,555,404,113,3133,0,0,98957,17607,5.599999904632568,685479,17607,38.900001525878906,0,5,0,1,6,0,0,0,0,0,0,15,0,2,17,0,0,0,0,0,0,20,0,3,23,0,0,0,0,0,0,20,0,3,23,59.5,11,755.5,189,5,1,15,2,19832,.8999999761581421,5,15,19832,1,815,7,18,32.599998474121094
2024,157,루터대학교,대학,사립,경기,C그룹,24959,7975,32934,34128,10904,45032,14,13,4,0,31,42,32,74,379,32,411,406,0,45032,400,112.5999984741211,411,45032,.8999999761581421,777.2000122070312,248,3,777.2000122070312,165,4.699999809265137,29011601585,155796110,4940000,0,33725000,20187000,0,0,214648110,30487061000,110000000,6000000,0,33000000,22650000,0,0,171650000,214648110,1916,112029.3,214648110,29011601585,.7,154987000,163768490,214648110,18.4,7279,6873,406,319,711,158,626,9093,7029,6610,419,307,717,157,561,8771,0,29703,2079,140,179,74,177,2649,30167,4313,8773,1620,7000,51873,0,0,0,0,0,238,105,265,17,77,211,1,478,34480,7279,4.699999809265137,29703,7279,4.099999904632568,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,1,0,0,1,0,3,0,0,3,66.5,13,51,12,1,0,2,0,2992,.8999999761581421,1,2,2992,1,117.5,1,2,39.20000076293945
2024,158,마산대학교,전문대학,사립,경남,A그룹,100464,2136,102600,182465,2183,184648,13,14,4,0,31,58,0,58,3742,0,3742,3193,28274,184648,5112,36.09999847412109,3742,184648,2.0999999046325684,1805,203,34,1805,562,3.200000047683716,27154474055,251524541,0,0,24435000,97163928,0,0,373123469,26824429908,227000000,0,0,25000000,98000000,0,0,350000000,373123469,1352,275978.9,373123469,27154474055,1.4,259574187,294799249,373123469,20.1,4685,4685,0,122,258,58,0,5123,4630,4630,0,120,286,56,0,5092,0,9769,232,0,9,11,0,252,2002,0,88,245,0,2335,0,0,0,0,0,1,1,1,1,1,122,0,0,2002,4685,.4000000059604645,9769,4685,2.0999999046325684,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,43,9,1,0,0,0,937,1.100000023841858,1,0,937,1.100000023841858,43,1,0,43
2024,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.5,243,21,1550.5,915,1.7000000476837158,10072110021,105325640,292500,0,11726000,0,0,0,117344140,12520422000,47500000,500000,1000000,12000000,0,1000000,0,62000000,117344140,948,123780.7,117344140,10072110021,1.2,39634274,13451817,117344140,353.1,1916,1377,539,85,112,78,20,2211,1921,1373,548,85,130,84,28,2248,0,123816,5942,72,135,72,13,6234,11866,313,700,294,79,13252,0,0,0,0,0,59,9,87,13,7,242,0,0,12179,1916,6.400000095367432,123816,1916,64.5999984741211,0,3,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,0,4,208,66,136,33,3,0,1,0,4291,.8999999761581421,3,1,4291,.8999999761581421,344,3,1,86
2024,160,명지대학교,대학,사립,서울,A그룹,721057,336715,1057772,1305887,416470,1722357,27,34,4,5,70,1119,56,1175,36230,2326,38556,23019,12719,1722357,15984,107.8000030517578,38556,1722357,2.299999952316284,7606.7998046875,1321,17,7606.7998046875,7146,1.100000023841858,-5207922489,0,0,0,0,0,0,0,0,447348278,890000,90000,870000,440000,440000,200000,190000,3120000,0,116,0,0,-5207922489,0,0,89000,0,0,1352,0,1352,1208,179,82,0,2821,1465,0,1465,1299,195,86,0,3045,0,3000,0,141,98,25,0,264,0,1056,751,220,0,2027,0,0,0,0,0,0,0,3,3,5,124,0,0,1056,1352,.800000011920929,3000,1352,2.200000047683716,0,0,2,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,2,1,3,0,0,103,26,2,0,0,1,5736,.4000000059604645,2,0,5736,.3000000119209289,103,2,1,34.29999923706055
2024,161,명지전문대학,전문대학,사립,서울,A그룹,145540,12479,158019,259056,14880,273936,13,13,4,4,34,65,7,72,5339,488,5827,4855,23560,273936,6622,41.400001525878906,5827,273936,2.200000047683716,2519,577,37,2519,5992,.4000000059604645,125115505393,301401444,15103750,1944090,774835115,331114000,28747800,20500000,1473646199,122482872000,244000000,10000000,2000000,775000000,329000000,30000000,21000000,1411000000,1473646199,9808,150249.4,1473646199,125115505393,1.2,1375577560,1409202590,1473646199,3.5,948,454,494,50,117,26,140,1281,965,440,525,50,107,28,150,1300,0,18646,57,90,13,6,3,169,467,825,167,79,22,1560,0,0,0,0,0,1,7,14,6,0,0,0,0,1292,948,1.399999976158142,18646,948,19.700000762939453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,162,목원대학교,대학,사립,대전,B그룹,262126,193242,455368,500216,246733,746949,21,29,5,7,62,310,13,323,15331,2262,17593,12975,625,746949,7706,96.9000015258789,17593,746949,2.400000095367432,1042,234,10,1042,8487,.1000000014901161,2924007946,24888430,23997800,0,0,9461054,0,0,58347284,3212597000,47000000,21700000,300000,25000000,10000000,0,0,104000000,58347284,95,614181.9,58347284,2924007946,2,80994071,81000000,58347284,-14,116,116,0,20,15,9,0,160,118,118,0,19,16,9,0,162,0,18,5,0,6,7,0,18,5,0,6,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,116,0,18,116,.2000000029802322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,2,0,0,2,39,7,7,2,0,0,2,0,2245,.699999988079071,0,2,2245,.8999999761581421,46,0,2,23
2024,163,목포가톨릭대학교,대학,사립,전남,C그룹,39674,3470,43144,50261,3546,53807,14,16,4,0,34,5,0,5,1082,39,1121,1058,0,53807,509,105.6999969482422,1121,53807,2.0999999046325684,0,0,0,0,0,0,275539014000,43426275,0,0,1693113599,265311258,0,7900000,2009751132,270109817000,60000000,0,0,1104688742,265311258,0,7900000,1437900000,2009751132,2110,952488.7,2009751132,275539014000,.7,1832944275,1664448615,2009751132,5.8,9808,8447,1361,323,665,253,5742,16791,9897,8392,1505,320,719,264,5469,16669,0,1073557,4225,534,266,182,745,5952,32018,6047,4868,4007,27920,74860,0,0,0,0,0,60,649,206,57,78,1490,0,0,38065,9808,3.900000095367432,1073557,9808,109.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,57,12,12.199999809265137,5,0,0,1,0,2709,.3000000119209289,0,1,2709,.4000000059604645,69.19999694824219,0,2,34.599998474121094
2024,164,목포과학대학교,전문대학,사립,전남,B그룹,60232,4503,64735,75689,5723,81412,3,0,0,0,3,8,0,8,1615,0,1615,1440,0,81412,2390,34.099998474121094,1615,81412,2,0,0,0,0,0,0,36254235810,90000000,0,34456750,3910000,34710000,0,0,163076750,40276246000,90000000,0,20000000,4000000,40000000,8000000,0,162000000,163076750,1757,92815.5,163076750,36254235810,.4,158500000,182265000,163076750,2.2,95,58,37,16,6,21,602,740,97,58,39,16,12,21,617,763,0,16240,58,20,17,5,53,153,3311,2163,796,111,2154,8535,0,0,0,0,0,3,3,12,11,5,65,0,0,5474,95,57.59999847412109,16240,95,170.89999389648438,0,2,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,85,15,7,2,2,0,0,1,3627,.699999988079071,2,0,3627,.6000000238418579,92,2,1,30.700000762939453
2024,165,문경대학교,전문대학,사립,경북,C그룹,35754,291,36045,43255,324,43579,0,2,0,0,2,40,0,40,409,0,409,357,310,43579,775,56.20000076293945,409,43579,.8999999761581421,1140,385,12,1140,1893,.6000000238418579,82288708685,174991500,13377000,0,82560000,93228156,0,41548000,405704656,76350788180,195200000,15000000,5000000,84000000,99600000,0,43000000,441800000,405704656,6118,66313.3,405704656,82288708685,.5,480665101,459777340,405704656,-8.1,2110,833,1277,188,108,741,0,3147,2229,897,1332,191,113,640,163,3336,0,135834,550,595,146,270,31,1592,8459,5371,6185,6105,441,26561,0,0,0,0,0,86,128,174,3,0,0,21,181,13830,2110,6.599999904632568,135834,2110,64.4000015258789,0,13,1,0,14,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,15,1,0,16,0,0,0,0,0,0,15,1,0,16,719.5,234,485.5,124,14,0,2,0,14899,1,14,2,14899,1.100000023841858,1205,14,2,75.30000305175781
2024,166,배재대학교,대학,사립,대전,B그룹,251426,224326,475752,551289,277614,828903,16,21,4,4,45,199,23,222,14792,2463,17255,10438,52,828903,8148,101.6999969482422,17255,828903,2.0999999046325684,12967,2090,148,12967,9133,1.399999976158142,30292549260,27137000,11486700,0,12663000,11012000,0,13700000,75998700,31739241000,26600000,11700000,0,13000000,11000000,0,13700000,76000000,75998700,3498,21726.3,75998700,30292549260,.3,80000000,79999460,75998700,-2.5,1757,1290,467,74,172,95,99,2197,1715,1270,445,72,178,106,130,2201,0,28480,827,41,61,29,24,982,6100,146,1173,433,8305,16157,0,0,0,0,0,37,1,36,0,7,129,0,0,6246,1757,3.5999999046325684,28480,1757,16.200000762939453,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,22,3,17,2,2,0,0,0,2088,1,2,0,2088,1,39,2,0,19.5
2024,167,배화여자대학교,전문대학,사립,서울,B그룹,76085,5192,81277,153624,6677,160301,12,12,4,2,30,23,3,26,2602,163,2765,1451,5200,160301,2741,58.5,2765,160301,1.7999999523162842,1657,69,6,1657,62,26.700000762939453,48981571439,108218641,1478000,0,68490000,16305759,0,9250000,203742400,46350870830,85150000,1500000,0,49843600,17000000,0,9500000,162993600,203742400,3773,54000.1,203742400,48981571439,.4,215082000,214542000,203742400,-2.6,6118,5710,408,230,214,128,1677,8367,5648,5210,438,212,211,139,1784,7994,0,148852,2040,65,133,74,110,2422,23683,618,1388,842,1214,27745,0,0,0,0,0,7,261,21,20,12,1244,1,735,24301,6118,4,148852,6118,24.299999237060547,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,0,19,4,0,2,0,0,2919,.5,0,0,2919,0,19,2,0,9.5
2024,168,백석대학교,대학,사립,충남,A그룹,443534,385577,829111,751215,423476,1174691,18,28,6,4,56,147,0,147,44468,159,44627,40274,91891,1174691,14031,83.69999694824219,44627,1174691,3.900000095367432,8931.900390625,1312,134,8931.900390625,5626,1.600000023841858,74085979301,57577900,3467500,0,7961000,3078000,0,0,72084400,70304849460,57000000,3000000,0,7900000,3000000,0,0,70900000,72084400,5256,13714.7,72084400,74085979301,.1,75048883,76907360,72084400,-1.9,3498,3498,0,103,177,86,0,3864,3475,3475,0,104,191,58,0,3828,0,18733,205,0,14,18,4,241,776,0,165,58,543,1542,0,0,0,0,0,1,17,2,2,0,0,0,0,776,3498,.2000000029802322,18733,3498,5.400000095367432,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,11,3,45,11,1,0,0,0,373,2.700000047683716,1,0,373,2.700000047683716,56,1,0,56
2024,169,백석문화대학교,전문대학,사립,충남,A그룹,82065,15358,97423,141405,16890,158295,1,1,0,3,5,8,0,8,3155,355,3510,2923,30349,158295,4384,36.09999847412109,3510,158295,2.299999952316284,4071.5,542,40,4071.5,2275,1.7999999523162842,1517317225,5575080,397500,0,0,0,0,0,5972580,1975976713,6000000,605000,0,0,0,0,0,6605000,5972580,16,373286.3,5972580,1517317225,.4,6075620,6061610,5972580,-.8,3773,3559,214,127,179,93,13,4185,3506,3261,245,121,158,91,7,3883,0,91332,1018,34,69,46,3,1170,15192,354,857,679,63,17145,0,0,0,0,0,0,0,146,0,27,638,2,162,15546,3773,4.099999904632568,91332,3773,24.200000762939453,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,37,3,56,14,1,0,1,0,4979,.4000000059604645,1,1,4979,.4000000059604645,93,1,2,31
2024,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41619.69921875,6435,512,41619.69921875,28254,1.5,0,32592000,9047000,0,44894000,13821000,0,6278000,106632000,0,16164000,8441000,0,11884000,49997000,0,0,86486000,106632000,0,0,106632000,0,0,111846000,110140000,106632000,-2.4,5256,5256,0,126,255,78,0,5715,5410,5410,0,128,258,76,0,5872,0,19856,405,0,13,16,0,434,2204,0,34,117,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,0,2204,5256,.4000000059604645,19856,5256,3.799999952316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,171,백제예술대학교,전문대학,사립,전북,C그룹,33703,1298,35001,46292,2307,48599,0,0,0,0,0,14,0,14,550,0,550,544,0,48599,835,58.20000076293945,550,48599,1.100000023841858,213,20,4,213,193,1.100000023841858,143955556080,214026240,15015440,31562360,417293380,134681160,22300000,51853580,886732160,136528798230,209000000,13440000,30000000,444070000,145000000,0,52000000,893510000,886732160,7803,113639.9,886732160,143955556080,.6,753187450,712091440,886732160,9.5,16,0,16,6,14,9,5,50,16,0,16,6,17,13,4,56,0,665,0,19,6,2,3,30,0,165,126,5,15,311,0,0,0,0,0,0,0,0,0,0,0,0,0,165,16,10.300000190734863,665,16,41.59999847412109,2,4,1,2,9,0,1,0,0,1,0,9,0,1,10,0,0,0,0,0,2,13,1,3,19,0,1,0,0,1,2,14,1,3,20,298,86,424.5,117,8,2,9,1,15693,1.100000023841858,8,9,15693,1.100000023841858,722.5,10,10,36.09999847412109
