Year,ID,SchName,SchType,FoundType,Region,UnivScale,Settle_UnivSettle,Settle_BookCost,Settle_SerialsCost,Settle_NonBookCost,Settle_ECost_EJournal,Settle_ECost_WebDB,Settle_ECost_SubEBook,Settle_ECost_OthERes,Settle_MatCostTot,Budget_UnivBgt,Budget_BookCost,Budget_SerialsCost,Budget_NonBookCost,Budget_ECost_EJournal,Budget_ECost_WebDB,Budget_ECost_SubEBook,Budget_ECost_OthERes,Budget_MatCostTot,CostPerStSettle_MatCost,CostPerStSettle_StCountPrev,CostPerStSettle_CostPerSt,LibBgtRt_MatCost,LibBgtRt_UnivSettle,LibBgtRt_BgtRtSettle,BgtGrowth3Y_MatCostSettle_2018A,BgtGrowth3Y_MatCostSettle_2019B,BgtGrowth3Y_MatCostSettle_2020C,BgtGrowth3Y_BgtGrowth3Y
2020,429,한남대학교,대학,사립,대전,A그룹,142289353092,175308030,13341510,1227318,593762093,170339257,0,0,953978208,128227371989,151800000,15000000,1200000,597054000,176554000,0,0,941608000,953978208,13389,71250.9,953978208,142289353092,0.7,1034584357,1105646091,953978208,-3.4
2020,430,한동대학교,대학,사립,경북,C그룹,68420170203,99467660,22376335,1015533,120323264,56874574,0,1908429,301965795,69273904000,110200000,32700000,14500000,148150000,48212000,0,0,353762000,301965795,4325,69818.7,301965795,68420170203,0.4,276211977,294300496,301965795,4.6
2020,431,한라대학교,대학,사립,강원,C그룹,39312771945,103330720,32902310,12250600,76156108,32080178,0,63539530,320259446,39355049000,90520000,23878000,12300000,71432000,22733000,0,73625000,294488000,320259446,3709,86346.6,320259446,39312771945,0.8,205867414,271214999,320259446,24.9
2020,432,한려대학교,대학,사립,전남,C그룹,-1734032719,0,0,0,0,0,0,1800000,1800000,5436073500,1000000,0,0,0,0,0,0,1000000,1800000,449,4008.9,1800000,-1734032719,-0.1,6772000,6772000,1800000,-36.7
2020,433,한림국제대학원대학교,대학원대학,사립,서울,-,3263372436,14400,0,0,0,0,0,0,14400,3201378000,1600000,0,0,0,0,0,0,1600000,14400,217,66.4,14400,3263372436,0.0,860570,626360,14400,-62.5
2020,434,한림대학교,대학,사립,강원,B그룹,177518771593,130166660,19194473,5293850,833991847,100130609,0,0,1088777439,164608787021,115300000,19584740,4700000,591404520,78475240,0,0,809464500,1088777439,8759,124303.9,1088777439,177518771593,0.6,1222726880,1122541654,1088777439,-5.6
2020,435,한림성심대학교,전문대학,사립,강원,B그룹,35599723008,24219450,4906000,0,0,0,0,0,29125450,36970273000,68000000,5000000,1000000,0,0,0,6000000,80000000,29125450,3124,9323.1,29125450,35599723008,0.1,108863590,93396060,29125450,-41.5
2020,436,한민학교,대학,사립,충남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2020,437,한반도국제대학원대학교,대학원대학,사립,서울,-,601194125,600550,0,0,0,0,0,0,600550,800000000,3000000,0,0,0,0,0,0,3000000,600550,62,9686.3,600550,601194125,0.1,725450,600550,600550,-8.6
2020,438,한북대학교,대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2020,439,한서대학교,대학,사립,충남,B그룹,96475098658,140147738,18319736,81289162,163387881,143265061,0,63140000,609549578,96821694000,220000000,30000000,10000000,165000000,125000000,0,100000000,650000000,609549578,7447,81851.7,609549578,96475098658,0.6,480299453,531239928,609549578,12.7
2020,440,한성대학교,대학,사립,서울,B그룹,98437410155,264724968,39049024,4699280,297806943,125424565,0,38260000,769964780,102304480089,267908928,41015791,5408000,318935194,137323035,0,38760000,809350948,769964780,7482,102909.0,769964780,98437410155,0.8,856645796,737680008,769964780,-4.8
2020,441,한세대학교,대학,사립,경기,C그룹,0,136684378,18809980,226802,43715000,41796597,0,14700000,255932757,41572263000,140000000,30000000,0,48000000,62000000,0,0,280000000,255932757,3568,71730.0,255932757,0,0.0,223698144,226197857,255932757,7.1
2020,442,한신대학교,대학,사립,경기,B그룹,66555624269,159563244,27478649,5804832,83891573,20829275,0,0,297567573,62801943000,134200000,34900000,6300000,60000000,55600000,0,6600000,297600000,297567573,5574,53384.9,297567573,66555624269,0.4,298172160,302952172,297567573,-0.1
2020,443,한양대학교,대학,사립,서울,A그룹,607510252731,664438806,124168690,9908290,3341913115,1075600223,0,97436650,5313465774,568759528495,626455400,125890000,8000000,3561350000,879900000,0,110294600,5311890000,5313465774,22902,232008.8,5313465774,607510252731,0.9,4899032906,5368477407,5313465774,4.3
2020,444,한양대학교(ERICA),대학,사립,경기,A그룹,0,354000000,44928140,12000000,1505617969,228352773,0,100791982,2245690864,0,404000000,53244000,12000000,1462536000,246078000,0,74142000,2252000000,2245690864,10246,219177.3,2245690864,0,0.0,2178652473,2140348252,2245690864,1.6
2020,445,한양여자대학교,전문대학,사립,서울,A그룹,72233213299,161901950,6490810,4094350,24911000,6000000,0,21090000,224488110,70324943097,160750000,6750000,4000000,25000000,6000000,0,22000000,224500000,224488110,6559,34226.0,224488110,72233213299,0.3,160322940,175797900,224488110,18.7
2020,446,한영대학교,전문대학,사립,전남,C그룹,11130439384,19074250,0,5760780,0,4480000,0,0,29315030,12400186000,20040000,0,5100000,0,10860000,0,0,36000000,29315030,1364,21492.0,29315030,11130439384,0.3,25374219,24417700,29315030,8.1
2020,447,한일장신대학교,대학,사립,전북,C그룹,14364989253,26994853,3962917,197600,16430000,17497630,0,0,65083000,14334081000,30500000,4200000,300000,17000000,18000000,0,0,70000000,65083000,1319,49342.7,65083000,14364989253,0.5,66999069,68200000,65083000,-1.4
2020,448,한중대학교,대학,사립,강원,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0
2020,449,합동신학대학원대학교,대학원대학,사립,경기,-,4934542367,39607267,30469304,0,8507034,17300644,0,0,95884249,5085691000,48000000,35476000,0,8900000,19600000,0,0,111976000,95884249,290,330635.3,95884249,4934542367,1.9,124376984,118006252,95884249,-11.9
2020,450,해군사관학교,기타,기타,경남,-,0,102999640,24994530,5000000,28496590,36314840,0,23949190,221754790,0,120000000,26477000,5000000,0,58079000,0,12000000,221556000,221754790,0,0.0,221754790,0,0.0,206717370,220816440,221754790,3.6
2020,451,협성대학교,대학,사립,경기,C그룹,52685244872,104462670,27703409,0,10800000,107774921,0,18384000,269125000,51164874000,85000000,27000000,1000000,6400000,115507000,0,19584000,254491000,269125000,4708,57163.3,269125000,52685244872,0.5,246857311,249500000,269125000,4.5
2020,452,혜전대학교,전문대학,사립,충남,B그룹,31272630975,42415800,5996000,10600000,0,8401000,0,7000000,74412800,29265138000,35200000,6000000,10600000,0,9150000,0,7000000,67950000,74412800,2831,26285.0,74412800,31272630975,0.2,87475380,75982660,74412800,-7.6
2020,453,호남대학교,대학,사립,광주,B그룹,117216823295,131185520,54493719,6942080,164727754,51449230,0,40645000,449443303,84012590000,126800000,57136820,8000000,173945000,54300000,0,41400000,461581820,449443303,7739,58075.1,449443303,117216823295,0.4,448410796,449819236,449443303,0.1
2020,454,호남신학대학교,대학,사립,광주,C그룹,9626978091,27845620,9575350,0,9110000,14016578,0,0,60547548,9279320320,30000000,9900000,1000000,9510000,14580000,0,0,64990000,60547548,936,64687.6,60547548,9626978091,0.6,59993542,57490936,60547548,0.6
2020,455,호산대학교,전문대학,사립,경북,C그룹,17715018720,27540170,5223070,0,5946000,2369251,0,0,41078491,16785970000,26000000,3380000,0,5223090,1694910,0,0,36298000,41078491,1934,21240.2,41078491,17715018720,0.2,42298820,41480420,41078491,-1.5
2020,456,호서대학교,대학,사립,충남,A그룹,151218152202,249999584,21858080,4490820,320629847,217886548,0,93306000,908170879,156078128000,161800000,16727000,3600000,286200000,193800000,0,60000000,722127000,908170879,13266,68458.5,908170879,151218152202,0.6,987070576,1102717249,908170879,-3.0
2020,457,호원대학교,대학,사립,전북,B그룹,56270501799,142055085,13359700,8176780,69904000,35774024,0,27190000,296459589,54841129000,139498000,13500000,8000000,70000000,35400000,0,27200000,293598000,296459589,5472,54177.6,296459589,56270501799,0.5,309999014,301970661,296459589,-2.2
2020,458,홍익대학교,대학,사립,서울,A그룹,379773192174,747419864,96566640,21701700,1738639912,484030576,0,17439000,3105797692,319730554231,668658718,104634000,38998385,1872256000,495671992,0,17961290,3198180385,3105797692,21986,141262.5,3105797692,379773192174,0.8,2856606291,3085928354,3105797692,4.3
2020,459,화성의과학대학교,대학,사립,경기,C그룹,2877401036,1852200,0,0,6500000,4819000,0,0,13171200,4200757000,20000000,0,0,6500000,5071000,0,0,31571000,13171200,636,20709.4,13171200,2877401036,0.5,9372000,10926500,13171200,18.6
2020,460,화신사이버대학교,대학,사립,부산,C그룹,6972768116,9772000,0,0,0,0,0,0,9772000,8048443146,10000000,0,0,0,0,0,0,10000000,9772000,1193,8191.1,9772000,6972768116,0.1,9649830,8043000,9772000,2.4
2020,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,5127597262,33999275,34265783,0,25640507,28369827,0,0,122275392,5320000000,32800000,35000000,200000,26607000,29393000,0,0,124000000,122275392,376,325200.5,122275392,5127597262,2.4,121545760,116389163,122275392,0.4
