YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCC,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCC,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_13A,BG3Y_MCS_14B,BG3Y_MCS_15C,BG3Y_BG3Y,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2015,76,국립부경대학교,대학,국립,부산,A그룹,299152,134643,433795,898103,200011,1098114,18,20,28551,0,38,56163,511,199,710,12948,15623,28571,15545,0,1098114,20223,54.29999923706055,28571,1098114,2.700000047683716,22549,4405,44,127,171,22549,20223,1.100000023841858,201358797000,231811340,101358940,8180820,1028607990,284048780,0,0,1654007870,192826297000,230000000,82000000,10000000,762268000,289918000,0,20000000,1394186000,1654007870,20223,81788.5,1654007870,201358797000,0.8,1970680000,1868022370,1654007870,-8.3,20223,17667,2556,592,816,430,712,22773,82,1670305,11593,1305,467,227,326,13918,98158,18113,7621,3779,3346,131017,0,0,3625,1104,69,169,146,855,283,45,1971,116271,20223,5.699999809265137,1670305,20223,82.5999984741211,19,0,1,0,20,0,20,5,13,1,19,0,1,0,1,1901,62,19,0,1,0,20223,1.0,19,1,20223,1.0,1901,19,1,95.0999984741211
2015,77,국립순천대학교,대학,국립,전남,B그룹,303727,69466,373193,620258,127142,747400,20,26,16703,0,46,77674,398,123,521,14824,3975,18799,12417,0,747400,8655,86.4000015258789,18799,747400,2.5999999046325684,11169,1956,21,77,98,11169,8655,1.2999999523162842,84856739000,256147570,62512920,31595421,368491395,336729792,0,66711902,1122189000,80677367000,270000000,65000000,25000000,232389000,200000000,0,65000000,857389000,1122189000,8655,129657.9,1122189000,84856739000,1.3,1120953000,1116144000,1122189000,0.1,8655,7798,857,323,350,240,2280,11848,62,418470,5152,393,208,165,750,6668,48949,4881,5203,1993,7939,68965,0,0,312,34,58,0,0,656,38,2,1538,53830,8655,6.199999809265137,418470,8655,48.400001525878906,12,0,0,0,12,0,12,7,5,0,12,0,0,0,0,1175,31,12,0,0,0,8655,1.399999976158142,12,0,8655,1.399999976158142,1175,12,0,97.9000015258789
2015,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,9,10,19,445,340,785,12,0,0,0,12,4185,0,0,0,785,0,785,19,0,785,44,17.799999237060547,785,785,0.0,210,56,1,18,19,210,44,4.800000190734863,3877029000,34728515,0,0,0,0,0,0,34728515,4883971000,17600000,0,0,0,0,0,0,17600000,34728515,44,789284.4,34728515,3877029000,0.9,0,0,34728515,0.0,44,0,44,20,54,7,0,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,0,44,0.0,0,44,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0.0,0,0,44,0.0,0,0,0,0.0
2015,79,국립창원대학교,대학,국립,경남,B그룹,226191,57291,283482,456791,137930,594721,14,11,31668,0,25,41045,704,255,959,15116,3903,19019,12454,23265,594721,10353,57.400001525878906,19019,594721,3.299999952316284,15603,2257,36,111,147,15603,10353,1.5,98695332000,297880830,128481680,6574130,417369845,52571484,0,48428327,951306296,86553695000,237000000,138700000,0,382682000,57488100,0,9000000,824870100,951306296,10353,91887.0,951306296,98695332000,1.0,859202850,859255520,951306296,5.4,10353,8877,1476,332,557,397,1592,13231,61,682266,6121,507,239,194,655,7716,50423,5220,4662,2816,5078,68199,0,0,267,198,21,61,59,290,49,36,1327,55643,10353,5.400000095367432,682266,10353,65.9000015258789,13,1,0,0,13,1,14,1,11,1,13,0,0,0,0,775,21,13,1,0,0,10353,1.2999999523162842,13,0,10353,1.2999999523162842,775,14,0,55.400001525878906
2015,80,국립한국교통대학교,대학,국립,충북,B그룹,205558,40605,246163,513590,63555,577145,14,2,5875,0,16,51186,79,27,106,13987,1520,15507,9465,0,577145,9884,58.400001525878906,15507,577145,2.799999952316284,11832,1448,32,178,210,11832,9884,1.2000000476837158,100193137000,246054660,1134000,28928880,350069328,7110000,0,56749333,690046201,99004224000,490814000,44250000,25000000,369250000,7110000,0,126696000,1063120000,690046201,9884,69814.5,690046201,100193137000,0.7,551611958,610002343,690046201,11.9,9884,9240,644,314,443,213,135,10989,55,282962,5178,147,167,114,36,5642,40184,1346,2469,1688,415,46102,0,0,395,920,33,87,2,87,2,12,430,41530,9884,4.199999809265137,282962,9884,28.600000381469727,9,0,0,1,9,1,10,3,6,0,9,0,0,0,0,402,34,9,0,0,1,9884,1.0,9,0,9884,0.8999999761581421,402,9,1,40.20000076293945
2015,81,국립한국해양대학교,대학,국립,부산,B그룹,155099,87841,242940,354014,139683,493697,9,11,10529,0,20,42403,296,88,384,5919,8165,14084,9654,0,493697,7870,62.70000076293945,14084,493697,2.900000095367432,7566,1314,16,109,125,7566,7870,1.0,84201011000,124489420,39456290,4013350,511393540,60531360,0,43616040,783500000,85268093000,100000000,32664000,2000000,380000000,35000000,0,40336000,590000000,783500000,7870,99555.3,783500000,84201011000,0.9,952276660,854513000,783500000,-9.3,7870,6955,915,266,438,242,150,8966,36,566602,4418,255,210,140,24,5047,34432,2865,3797,1969,241,43304,0,0,4248,2102,2967,64,43,504,105,9,707,37297,7870,4.699999809265137,566602,7870,72.0,12,0,0,0,12,0,12,6,6,0,12,0,0,0,0,725,105,12,0,0,0,7870,1.5,12,0,7870,1.5,725,12,0,60.400001525878906
2015,82,국립한밭대학교,대학,국립,대전,B그룹,218809,59235,278044,440043,81100,521143,8,0,2350,0,8,29851,338,89,427,14355,1440,15795,8809,0,521143,9037,57.70000076293945,15795,521143,3.0999999046325684,13559,1334,25,84,109,13559,9037,1.5,83171811000,263670000,55994750,4589120,313453034,3000000,0,12774840,653481744,81514934000,240579000,59094000,5000000,171274000,0,0,5000000,480947000,653481744,9037,72311.8,653481744,83171811000,0.8,684962000,735262000,653481744,-1.9,9037,8486,551,256,459,187,423,10362,26,441105,4514,215,174,201,241,5345,32779,2001,8009,2887,2657,48333,0,0,5861,1652,248,13,40,110,5,5,2120,34780,9037,3.799999952316284,441105,9037,48.79999923706055,7,2,0,1,7,3,10,1,4,2,7,0,0,0,0,43,8,7,2,0,1,9037,1.0,7,0,9037,0.800000011920929,43,9,1,4.300000190734863
2015,83,국민대학교,대학,사립,서울,A그룹,374647,139413,514060,895731,222858,1118589,24,41,46695,0,65,79090,1184,305,1489,22428,4614,27042,16979,442,1118589,18578,60.20000076293945,27042,1118589,2.5,13342,2348,73,91,164,13342,18578,0.699999988079071,228553268000,712847588,105152412,13216951,651054806,356862553,0,166945687,2006079997,225886590000,550000000,80000000,5000000,635000000,350000000,0,180000000,1800000000,2006079997,18578,107981.5,2006079997,228553268000,0.9,2780000000,2500000000,2006079997,-14.9,18578,15617,2961,633,1168,450,406,21235,85,1013390,15374,2379,629,524,341,19247,102350,20956,8360,5026,1856,138548,0,0,1180,944,354,212,380,807,377,31,872,123306,18578,6.599999904632568,1013390,18578,54.5,11,0,11,15,22,15,37,5,5,1,11,0,11,0,11,559,126,11,0,11,15,18578,1.5,11,11,18578,1.2000000476837158,559,11,26,15.100000381469728
2015,84,국방대학교,기타,기타,충남,-,148182,65791,213973,259209,79550,338759,0,11,9572,0,11,9625,429,183,612,5489,3934,9423,6259,0,338759,0,0.0,9423,338759,2.900000095367432,4895,114,25,52,77,4895,0,0.0,0,142538000,54518000,5217000,49471000,0,0,30000000,281744000,0,177422000,48640000,7500000,49471000,0,0,30000000,313033000,281744000,0,0.0,281744000,0,0.0,0,231079000,281744000,0.0,0,0,0,0,0,0,2250,2250,0,42000,0,488,132,153,611,1384,0,11381,2044,3967,11160,28552,0,0,13634,7572,5233,29,21,9,11,7,650,11381,0,0.0,42000,0,0.0,7,5,0,0,7,5,12,2,4,1,7,0,0,0,0,150,4,7,5,0,0,0,0.0,7,0,0,0.0,150,12,0,12.5
2015,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,14725,529,15254,17556,529,18085,0,1,0,0,1,0,18,1,19,18,300,318,58,0,18085,233,77.5999984741211,318,18085,1.7999999523162842,194,36,2,3,5,194,233,0.800000011920929,2425660000,4000000,250000,0,0,4800000,0,0,9050000,2727305000,4000000,250000,0,0,5180000,0,0,9430000,9050000,233,38841.2,9050000,2425660000,0.4,5542000,5542000,9050000,31.6,233,0,233,15,16,22,200,486,3,200,10,170,5,5,5,195,0,722,9,9,10,750,0,0,35,30,10,10,10,10,10,1,250,722,233,3.0999999046325684,200,233,0.8999999761581421,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,5,0,1,0,0,0,233,4.300000190734863,1,0,233,4.300000190734863,5,1,0,5.0
2015,86,국제대학교,전문대학,사립,경기,B그룹,29579,1038,30617,51273,1057,52330,4,3,17092,0,7,30791,86,0,86,2291,809,3100,2553,0,52330,4458,11.699999809265137,3100,52330,6.300000190734863,396,86,8,15,23,396,4458,0.1000000014901161,50378024000,19627240,0,0,17017000,0,0,50802160,87446400,54039850000,115220000,0,0,17320000,0,0,16100000,148640000,87446400,4458,19615.6,87446400,50378024000,0.2,37186400,80135630,87446400,62.3,4458,4458,0,109,343,59,2,4971,54,26165,631,0,39,33,2,705,2528,0,453,414,22,3417,0,0,449,12,6,0,0,0,0,18,720,2528,4458,0.6000000238418579,26165,4458,5.900000095367432,1,0,1,0,2,0,2,0,0,1,1,0,0,1,1,242,4,1,0,1,0,4458,0.4000000059604645,1,1,4458,0.4000000059604645,242,1,1,121.0
2015,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1283,2703,3986,2252,4837,7089,1,0,0,0,1,0,0,0,0,0,100,100,100,11,7089,87,81.5,100,7089,1.399999976158142,583,111,2,5,7,583,87,6.699999809265137,1498257000,0,0,0,0,0,0,0,0,4336950000,0,0,0,0,0,0,0,0,0,87,0.0,0,1498257000,0.0,0,0,0,0.0,87,0,87,5,5,9,0,106,2,90,0,87,3,1,0,91,0,769,15,2,0,786,0,0,0,0,0,0,0,0,0,0,0,769,87,8.800000190734863,90,87,1.0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,87,18.39999961853028,0,0,87,0.0,0,2,0,0.0
2015,89,국제사이버대학교,대학,사립,경기,C그룹,0,0,0,9390,0,9390,0,0,9390,0,0,9390,0,0,0,0,0,0,0,0,9390,2384,3.900000095367432,0,9390,0.0,0,0,2,0,2,0,2384,0.0,10235609000,0,0,207590,0,0,0,0,207590,10396844000,0,0,5000000,0,0,0,45000001,50000001,207590,2384,87.1,207590,10235609000,0.0,295500,510000,207590,6.6,2384,2384,0,16,97,33,1100,3630,5,0,520,0,5,10,0,535,520,0,5,10,0,535,0,0,0,0,0,0,0,0,0,1,35,520,2384,0.2000000029802322,0,2384,0.0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,20,2,0,2,0,0,2384,0.699999988079071,0,0,2384,0.0,20,2,0,10.0
2015,90,국제언어대학원대학교,대학원대학,사립,서울,-,2512,8990,11502,3094,12273,15367,1,0,107,0,1,128,17,36,53,294,82,376,362,1275,15367,90,170.6999969482422,376,15367,2.5,420,40,2,7,9,420,90,4.699999809265137,5084189000,5547370,20667623,0,0,0,0,0,26214993,5316159000,5000000,25240000,0,0,0,0,0,30240000,26214993,90,291277.7,26214993,5084189000,0.5,30969409,26436730,26214993,-7.7,90,0,90,4,14,13,596,717,2,596,0,90,6,9,45,150,0,3130,243,178,345,3896,0,0,200,50,50,0,0,0,0,15,750,3130,90,34.79999923706055,596,90,6.599999904632568,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,50,0,1,0,0,1,90,16.700000762939453,1,0,90,11.100000381469728,50,1,1,25.0
2015,91,국제예술대학교,기타,기타,서울,-,5,1,6,1001,26,1027,0,0,0,0,0,0,0,0,0,26,25,51,4,26,1027,0,0.0,51,1027,5.199999809265137,86,25,0,0,0,86,0,0.0,0,342370,0,0,0,0,0,0,342370,0,5000000,0,5000000,0,0,0,0,10000000,342370,0,0.0,342370,0,0.0,107400,342370,342370,109.4,0,0,0,0,0,0,0,0,0,2400,12,0,0,0,0,12,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0.0,2400,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,92,군산간호대학교,전문대학,사립,전북,C그룹,26976,1017,27993,31423,2129,33552,0,2,2167,0,2,2777,35,0,35,1147,683,1830,1214,561,33552,1153,29.100000381469727,1830,33552,5.800000190734863,817,226,3,38,41,817,1153,0.699999988079071,10993710000,25554790,650000,1871100,0,2105971,0,0,30181861,11299036000,25840000,700000,2000000,0,4800000,0,0,33340000,30181861,1153,26176.8,30181861,10993710000,0.3,53975380,56023989,30181861,-21.2,1153,1153,0,30,41,28,51,1303,2,36773,947,0,20,11,28,1006,9862,0,272,200,113,10447,0,0,930,192,61,0,0,0,0,1,303,9862,1153,8.600000381469727,36773,1153,31.89999961853028,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1153,1.2999999523162842,1,0,1153,0.8999999761581421,0,1,1,0.0
2015,93,군장대학교,전문대학,사립,전북,C그룹,42458,161,42619,75308,217,75525,2,0,17270,0,2,21184,23,1,24,11695,15,11710,1212,0,75525,2122,35.599998474121094,11710,75525,18.299999237060547,712,250,2,13,15,712,2122,0.3000000119209289,18322139000,34250720,1193700,5676910,3000000,0,0,10000000,54121330,19023817000,26800000,1100000,5000000,3000000,0,0,8000000,43900000,54121330,2122,25504.9,54121330,18322139000,0.3,19154760,51262105,54121330,86.6,2122,2122,0,58,149,67,0,2396,39,28820,152,0,15,11,0,178,770,0,387,88,0,1245,0,0,92,82,56,0,0,0,0,1,22,770,2122,0.4000000059604645,28820,2122,13.600000381469728,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,72,6,1,0,0,1,2122,0.699999988079071,1,0,2122,0.5,72,1,1,36.0
2015,94,극동대학교,대학,사립,충북,C그룹,48564,26133,74697,76131,32515,108646,1,1,12269,0,2,14199,205,14,219,9786,0,9786,8186,0,108646,4332,25.100000381469727,9786,108646,9.899999618530272,628,146,8,50,58,628,4332,0.1000000014901161,51075285000,149541254,1600000,608146,32324947,0,0,65921000,249995347,49782748000,120000000,20000000,0,40000000,0,0,70000000,250000000,249995347,4332,57709.0,249995347,51075285000,0.5,225854830,270454990,249995347,6.1,4332,4209,123,152,328,56,8,4876,39,25080,950,8,36,50,8,1052,4941,37,555,467,137,6137,0,0,0,0,5,0,0,26,0,0,0,4978,4332,1.100000023841858,25080,4332,5.800000190734863,0,3,1,1,1,4,5,0,0,0,0,0,1,0,1,51,6,0,3,1,1,4332,0.8999999761581421,0,1,4332,0.2000000029802322,51,3,2,10.199999809265137
2015,95,글로벌사이버대학교,대학,사립,충남,C그룹,426,0,426,1368,0,1368,0,2,374,0,2,1179,0,0,0,0,39,39,33,0,1368,2222,0.6000000238418579,39,1368,2.900000095367432,0,0,0,0,0,0,2222,0.0,8608491000,0,0,0,0,2000000,0,8884800,10884800,9407996000,0,0,0,0,10700000,0,0,10700000,10884800,2222,4898.6,10884800,8608491000,0.1,0,6958000,10884800,0.0,2222,2222,0,15,143,36,0,2416,11,0,131,0,0,9,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2222,0.0,0,2222,0.0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2222,0.699999988079071,0,0,2222,0.0,0,2,0,0.0
2015,96,금강대학교,대학,사립,충남,C그룹,43397,22938,66335,73973,35050,109023,0,3,1509,0,3,1509,70,11,81,627,1707,2334,2334,0,109023,525,207.6999969482422,2334,109023,2.200000047683716,10475,645,11,47,58,10475,525,20.0,10088939000,10365100,8969240,995360,0,13144000,0,0,33473700,10920959000,15000000,8000000,2000000,0,13544000,0,0,38544000,33473700,525,63759.4,33473700,10088939000,0.3,26946970,30365390,33473700,11.5,525,501,24,28,61,35,62,711,12,56538,423,17,26,30,1,497,8036,1029,777,487,26,10355,0,0,40,10,0,0,0,7,6,1,104,9065,525,17.299999237060547,56538,525,107.6999969482422,2,0,1,0,3,0,3,1,1,0,2,0,1,0,1,4,1,2,0,1,0,525,5.300000190734863,2,1,525,5.699999809265137,4,2,1,1.2999999523162842
2015,97,기독간호대학교,전문대학,사립,광주,C그룹,17167,4164,21331,25151,4916,30067,0,3,97,0,3,97,43,0,43,330,133,463,463,0,30067,655,45.900001525878906,463,30067,1.600000023841858,344,121,2,2,4,344,655,0.5,5957352000,6217794,350000,600000,0,6191206,0,2641000,16000000,5847472000,8000000,400000,500000,0,5800000,0,2800000,17500000,16000000,655,24427.5,16000000,5957352000,0.3,9604090,15400000,16000000,32.1,655,655,0,21,23,16,0,715,4,6000,171,0,11,7,0,189,714,0,73,45,4,836,0,0,150,50,0,0,0,0,0,2,700,714,655,1.100000023841858,6000,655,9.199999809265137,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,7,1,0,0,1,0,655,1.2000000476837158,0,1,655,1.5,7,0,1,7.0
2015,98,김천대학교,대학,사립,경북,C그룹,75515,2816,78331,93303,3794,97097,2,2,5865,0,4,9487,122,2,124,8599,1615,10214,8068,3,97097,3801,25.5,10214,97097,11.800000190734863,2719,830,6,36,42,2719,3801,0.699999988079071,34340096000,60995350,14872350,363360,28263000,17147637,0,53830816,175472513,36240388000,139050000,16000000,0,35000000,7400000,0,0,197450000,175472513,3801,46164.8,175472513,34340096000,0.5,127689560,49014900,175472513,98.2,3801,3760,41,150,118,77,10,4156,24,121112,1242,12,41,53,0,1348,6985,90,813,561,0,8449,0,0,50,19,0,0,0,16,0,13,322,7075,3801,1.899999976158142,121112,3801,31.89999961853028,1,3,1,1,2,4,6,0,1,0,1,0,1,0,1,82,12,1,3,1,1,3801,1.2000000476837158,1,1,3801,0.5,82,4,2,13.699999809265137
2015,99,김포대학교,전문대학,사립,경기,C그룹,58121,2598,60719,99161,2955,102116,3,0,7913,0,3,11899,107,11,118,5319,332,5651,3119,0,102116,3371,30.299999237060547,5651,102116,5.900000095367432,1435,358,5,34,39,1435,3371,0.4000000059604645,46397281000,73652650,15086800,4951740,15316000,0,0,24981000,133988190,31012859000,82000000,14400000,5300000,13000000,0,0,25000000,139700000,133988190,3371,39747.3,133988190,46397281000,0.3,131205063,169679900,133988190,4.1,3371,3371,0,95,160,50,16,3692,40,58388,942,0,83,72,5,1102,8687,0,1708,1119,58,11572,0,0,20,30,74,15,1,27,0,23,1746,8687,3371,2.5999999046325684,58388,3371,17.299999237060547,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,62,13,1,0,0,1,3371,0.4000000059604645,1,0,3371,0.3000000119209289,62,1,1,31.0
2015,100,김해대학교,전문대학,사립,경남,C그룹,14950,35,14985,16952,37,16989,1,0,0,0,1,1837,26,0,26,2130,251,2381,2368,0,16989,1520,11.199999809265137,2381,16989,16.299999237060547,519,309,5,2,7,519,1520,0.3000000119209289,12378449000,31901670,1510700,3217850,3839000,0,0,0,40469220,13505935000,17450000,1700000,10000000,0,15850000,0,0,45000000,40469220,1520,26624.5,40469220,12378449000,0.3,22195250,33001630,40469220,35.7,1520,1520,0,43,133,60,1,1757,33,14659,262,0,13,41,1,317,1618,0,365,1285,0,3268,0,0,3,0,0,0,0,0,0,0,0,1618,1520,1.100000023841858,14659,1520,9.600000381469728,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,51,1,1,1,0,0,1520,1.2000000476837158,1,0,1520,0.699999988079071,51,2,0,25.5
2015,101,나사렛대학교,대학,사립,충남,B그룹,136842,50192,187034,206388,56539,262927,5,5,43024,0,10,63670,165,71,236,9896,487,10383,6112,0,262927,6034,43.59999847412109,10383,262927,4.099999904632568,3653,670,16,49,65,3653,6034,0.6000000238418579,65995291000,145946850,32787000,17098560,46466000,47655855,0,56428832,346383097,71167450000,150000000,35000000,15000000,50800000,53500000,0,80700000,385000000,346383097,6034,57405.2,346383097,65995291000,0.5,356709546,329999919,346383097,-1.3,6034,5695,339,173,309,84,1092,7692,41,186329,3578,186,129,72,230,4195,33868,3474,2157,1118,2561,43178,0,0,1927,210,283,74,57,309,30,61,1046,37342,6034,6.199999809265137,186329,6034,30.89999961853028,3,0,4,0,7,0,7,0,3,0,3,0,4,0,4,234,13,3,0,4,0,6034,1.0,3,4,6034,1.2000000476837158,234,3,4,33.400001525878906
2015,102,나주대학교,전문대학,사립,전남,C그룹,9008,10,9018,23799,10,23809,0,0,0,0,0,0,118,0,118,320,615,935,522,0,23809,2117,11.199999809265137,935,23809,4.099999904632568,367,120,1,7,8,367,2117,0.2000000029802322,12370346000,15000000,0,1000000,2000000,0,0,2500000,20500000,12802038000,3931180,0,0,0,0,0,0,3931180,20500000,2117,9683.5,20500000,12370346000,0.2,90000,3788600,20500000,2275.3,2117,2117,0,55,180,37,65,2454,45,2048,350,0,9,50,0,409,1098,0,432,348,0,1878,0,0,0,0,0,0,0,11,0,0,0,1098,2117,0.5,2048,2117,1.0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2117,0.4000000059604645,0,1,2117,0.5,0,0,1,0.0
2015,103,남부대학교,대학,사립,광주,C그룹,65837,823,66660,67689,885,68574,4,4,3788,0,8,9927,228,3,231,2328,411,2739,2089,0,68574,3551,19.299999237060547,2739,68574,4.199999809265137,2128,988,6,21,27,2128,3551,0.6000000238418579,34317490000,57086770,11715500,6596520,36340000,37480381,0,33276000,182495171,34359278000,55000000,11000000,25000000,33000000,33000000,0,25000000,182000000,182495171,3551,51392.6,182495171,34317490000,0.5,185630780,182920388,182495171,-0.8,3551,3174,377,123,175,96,0,3945,21,18850,913,11,46,43,0,1013,5204,74,913,1545,0,7736,0,0,30,80,0,3,1,31,1,9,526,5278,3551,1.5,18850,3551,5.300000190734863,2,2,0,0,2,2,4,0,2,0,2,0,0,0,0,103,6,2,2,0,0,3551,1.0,2,0,3551,0.6000000238418579,103,4,0,25.799999237060547
2015,104,남서울대학교,대학,사립,충남,B그룹,291301,116774,408075,558913,168032,726945,4,11,32213,0,15,57498,1000,99,1099,8145,1550,9695,6705,0,726945,10532,69.0,9695,726945,1.399999976158142,15937,1796,26,85,111,15937,10532,1.5,124479424000,260994180,132879580,0,184458571,50168126,0,106555392,735055849,124500000000,240000000,135000000,10000000,222621000,54367000,0,116420000,778408000,735055849,10532,69792.6,735055849,124479424000,0.6,742041596,697550381,735055849,-0.3,10532,10140,392,348,327,191,1029,12427,36,232033,5211,76,137,180,133,5737,52453,832,1991,2213,864,58353,0,0,196,94,414,50,84,238,550,5,625,53285,10532,5.099999904632568,232033,10532,22.0,3,0,5,10,8,10,18,0,3,0,3,0,5,0,5,152,3,3,0,5,10,10532,1.100000023841858,3,5,10532,0.800000011920929,152,3,15,8.399999618530273
2015,105,농협대학교,전문대학,사립,경기,C그룹,36269,5443,41712,44032,6350,50382,1,0,701,0,1,3425,29,9,38,622,6,628,485,0,50382,490,102.8000030517578,628,50382,1.2999999523162842,906,93,1,15,16,906,490,1.7999999523162842,8461343000,14673520,8278000,1255890,6937000,0,0,1830000,32974410,9118000000,13700000,2000000,0,3300000,0,0,1000000,20000000,32974410,490,67294.7,32974410,8461343000,0.4,26750000,20099660,32974410,19.6,490,490,0,12,19,37,102,660,5,591,168,0,13,31,23,235,1113,0,460,321,408,2302,0,0,0,0,0,0,0,0,0,0,0,1113,490,2.299999952316284,591,490,1.2000000476837158,1,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,490,3.700000047683716,1,0,490,2.0,0,2,0,0.0
2015,106,능인대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
