ID,SNM,STYP,FND,RGN,USC,SCR_EST,RK_EST,YR,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
1,ICT폴리텍대학,전문대학,사립,경기,C그룹,69.5057383874854,131,2024,0.699999988079071,3000000,11284796000,34.70000076293945,9970,9389.2,0.0,2,190.8999938964844,18,12975055456,0.0,0.2000000029802322,115,34,0.0,2694690,12975055456,1.2000000476837158,347
2,가야대학교,대학,사립,경남,C그룹,67.76696395916562,334,2024,2.0,90990000,32563097000,136.5,243942,55138.9,58.0,32,3495.89990234375,701,28606583823,1.2000000476837158,1.899999976158142,3977,468,1.2000000476837158,98533235,28606583823,11.199999809265137,20086
3,가천대학교,대학,사립,경기,A그룹,69.90450311945882,66,2024,0.5,2717000000,333006706000,52.09999847412109,1219393,105290.2,45.400001525878906,223,13194.2998046875,3043,298740608336,0.699999988079071,2.400000095367432,76795,6324,1.0,2463054103,298740608336,40.0,934973
4,가톨릭관동대학교,대학,사립,강원,B그룹,67.60065719954322,361,2024,1.399999976158142,369100000,86182344000,118.1999969482422,758626,61832.5,125.9000015258789,68,8226.0,1370,85762766871,0.5,2.400000095367432,20704,2572,1.0,396903069,85762766871,27.89999961853028,179343
5,가톨릭꽃동네대학교,대학,사립,충북,C그룹,68.46042496325624,233,2024,3.700000047683716,50000000,8205526000,143.3000030517578,67046,106837.6,29.0,26,1727.0,185,10078979552,2.200000047683716,1.7000000476837158,1026,175,2.200000047683716,50000000,10078979552,50.900001525878906,23799
6,가톨릭대학교,대학,사립,경기,A그룹,71.96667366483305,18,2024,1.600000023841858,5320798000,252882163000,106.4000015258789,1166790,442991.4,23.600000381469727,149,17684.0,2847,273426405866,1.600000023841858,6.099999904632568,113972,6478,2.0999999046325684,4856957408,273426405866,63.400001525878906,695432
7,가톨릭상지대학교,전문대학,사립,경북,C그룹,68.03273531699865,296,2024,1.7999999523162842,46860000,19235926680,60.0,109701,25305.9,89.5,17,3339.0,401,19251000456,1.600000023841858,1.5,3981,500,1.600000023841858,46233947,19251000456,16.600000381469727,30316
8,감리교신학대학교,대학,사립,서울,C그룹,65.9660752584123,449,2024,2.0999999046325684,110000000,17352144936,195.5,234995,89916.5,33.5,9,2542.0,170,27047563848,1.7000000476837158,14.399999618530272,24353,1068,1.7000000476837158,108079637,27047563848,54.0,64851
9,강남대학교,대학,사립,경기,B그룹,68.26049959971198,265,2024,0.800000011920929,418000000,80438077000,83.0999984741211,571946,71390.7,26.799999237060547,80,5555.0,1101,79975751275,0.800000011920929,2.200000047683716,18202,6222,1.2000000476837158,491524946,79975751275,14.300000190734863,98476
10,강동대학교,전문대학,사립,충북,B그룹,68.37178187872455,248,2024,0.4000000059604645,64700000,28154736000,48.59999847412109,145001,21730.4,89.0,38,1289.5999755859375,456,28566517763,0.3000000119209289,0.6000000238418579,2155,169,0.2000000029802322,64800000,28566517763,0.1000000014901161,300
11,강릉영동대학교,전문대학,사립,강원,B그룹,69.2763718170021,162,2024,1.0,42060000,22797270000,42.79999923706055,96639,17067.6,15.300000190734863,6,2521.0,420,26229409971,0.4000000059604645,1.2999999523162842,3246,442,0.4000000059604645,38521490,26229409971,12.0,26997
12,강서대학교,대학,사립,서울,C그룹,68.42083213094386,243,2024,0.6000000238418579,123412800,18028916504,75.19999694824219,123557,70037.2,154.5,8,1169.0,354,18222614610,1.100000023841858,0.2000000029802322,801,116,1.100000023841858,115141131,18222614610,0.699999988079071,1169
13,강원관광대학교,전문대학,사립,강원,C그룹,69.67082288225515,69,2024,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0
14,강원대학교,대학,국립,강원,A그룹,71.01302198567141,50,2024,1.600000023841858,2175330384,277933712000,76.0,1654698,187040.8,79.0,335,34840.0,4209,372814265478,1.2999999523162842,2.900000095367432,109205,11510,1.399999976158142,4069821229,372814265478,39.900001525878906,867479
15,강원도립대학교,전문대학,공립,강원,C그룹,68.7120701210666,211,2024,2.799999952316284,34800000,22191310000,95.4000015258789,57996,71728.6,24.0,9,1735.0,188,15132051926,1.600000023841858,3.0,3280,317,2.5,43611000,15132051926,38.59999847412109,23462
16,개신대학원대학교,대학원대학,사립,서울,-,68.49730381426357,227,2024,0.8999999761581421,8000000,2557970000,148.60000610351562,26009,36611.7,28.0,10,221.5,40,2102231912,4.199999809265137,2.900000095367432,805,100,4.199999809265137,6407045,2102231912,37.0,6480
17,거제대학교,전문대학,사립,경남,C그룹,68.26375787850341,262,2024,1.2999999523162842,34500000,16636067000,74.0999984741211,75427,30833.2,25.0,3,1413.5999755859375,306,12518842759,0.8999999761581421,1.2000000476837158,2469,254,1.399999976158142,31388156,12518842759,80.5999984741211,82005
18,건국대학교,대학,사립,서울,A그룹,71.03832808021431,49,2024,1.2000000476837158,3287874420,281768992000,66.4000015258789,1327752,163925.1,22.89999961853028,148,24648.0,3399,286384086446,1.0,3.5,118660,12456,1.2000000476837158,3277845702,286384086446,1.0,19991
19,건국대학교(글로컬),대학,사립,충북,B그룹,67.4663803837552,385,2024,1.399999976158142,910000000,116552086000,98.5999984741211,718262,98306.9,44.59999847412109,39,10320.0,1228,124920793590,0.800000011920929,2.700000047683716,35797,3573,1.0,716362377,124920793590,27.89999961853028,203231
20,건동대학교,대학,사립,경북,C그룹,69.67082288225515,69,2024,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0
21,건신대학원대학교,대학원대학,사립,대전,-,67.95500191664397,310,2024,2.400000095367432,13830000,1578715000,135.0,23482,80142.1,67.0,5,446.0,60,1403033963,5.400000095367432,3.700000047683716,840,76,5.400000095367432,13944720,1403033963,3.0999999046325684,531
22,건양대학교,대학,사립,충남,B그룹,67.23906846118494,415,2024,1.399999976158142,691000000,118260622901,71.80000305175781,509480,90281.0,29.0,77,9895.0,1898,123349066691,0.699999988079071,4.199999809265137,38509,3365,1.2000000476837158,640633795,123349066691,44.20000076293945,313847
23,경기과학기술대학교,전문대학,사립,경기,A그룹,67.04163321984898,429,2024,1.100000023841858,106630000,53319076000,39.09999847412109,167897,26517.1,46.79999923706055,95,4367.0,909,53314792178,0.5,3.299999952316284,15761,660,0.6000000238418579,113838110,53314792178,34.29999923706055,147398
24,경기대학교,대학,사립,경기,A그룹,68.13384233655012,283,2024,0.8999999761581421,908220000,197623093000,76.5,1254051,57247.5,41.09999847412109,144,13909.0,1727,199895338010,1.100000023841858,1.5,73998,5132,1.100000023841858,937943829,199895338010,35.70000076293945,584155
25,경남대학교,대학,사립,경남,A그룹,67.8879793634439,319,2024,1.399999976158142,566000000,128071515000,97.6999969482422,1041118,90882.7,76.30000305175781,152,13404.5,1946,148321988877,1.0,1.100000023841858,55852,2937,1.2999999523162842,968627528,148321988877,20.5,218515
26,경남도립거창대학,전문대학,공립,경남,C그룹,69.34821560206092,150,2024,0.699999988079071,33000000,16753822000,53.0,45540,36216.0,8.0,15,600.7000122070312,180,19715010069,1.100000023841858,1.2999999523162842,1404,208,1.7000000476837158,31145750,19715010069,1.899999976158142,1658
27,경남도립남해대학,전문대학,공립,경남,C그룹,67.90574267773337,317,2024,1.0,28754000,20190012000,50.400001525878906,37738,34282.3,31.799999237060547,27,759.9000244140625,110,15168042737,1.2999999523162842,1.100000023841858,1821,169,1.7999999523162842,25677440,15168042737,32.29999923706055,24174
28,경남정보대학교,전문대학,사립,부산,A그룹,67.84973477022501,325,2024,1.2999999523162842,120000000,57841377000,41.29999923706055,229900,21711.8,116.0,99,6703.0,1130,63562196130,0.2000000029802322,0.6000000238418579,4691,715,0.4000000059604645,121000000,63562196130,4.5,25016
29,경동대학교,대학,사립,강원,B그룹,67.30755984250642,404,2024,1.7000000476837158,389404000,120846279736,60.20000076293945,425072,58003.1,166.8000030517578,128,12051.0,2543,125163211420,0.8999999761581421,1.100000023841858,8543,1647,1.100000023841858,409501877,125163211420,35.400001525878906,250000
30,경민대학교,전문대학,사립,경기,B그룹,67.5868226886424,365,2024,0.5,137000000,52456642000,37.0,143989,37894.4,93.0,24,2218.39990234375,247,43277845578,0.5,3.5999999046325684,18122,1567,0.699999988079071,147636409,43277845578,15.199999809265137,59093
